"","Gene","log2FoldChange","padj","Day_treatment","Treatment","Pairwise","Uniprot","Gene_terms_EC"
"163","PGEN_.00g130320",-5.9093783739583,0.0434059039919042,"Day14","Primary","AvM",NA,NA
"164","PGEN_.00g130390",-4.54603591187351,0.013737049019225,"Day14","Primary","AvM",NA,NA
"165","PGEN_.00g130720",4.30323561003982,0.0340321052340378,"Day14","Primary","AvM",NA,NA
"166","PGEN_.00g130760",3.92136134996524,0.0424198060022633,"Day14","Primary","AvM",NA,NA
"167","PGEN_.00g131030",4.04292901639268,0.00653909760351905,"Day14","Primary","AvM","Q9NXW9","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)"
"168","PGEN_.00g131360",4.09724469596546,0.0241089085115861,"Day14","Primary","AvM",NA,NA
"169","PGEN_.00g131380",4.99878118240887,0.0145394359405185,"Day14","Primary","AvM","P86854","Perlucin-like protein"
"170","PGEN_.00g131800",4.24455283938679,0.0244998281585238,"Day14","Primary","AvM",NA,NA
"171","PGEN_.00g132220",3.79607846061472,0.0308071233825131,"Day14","Primary","AvM","Q19980","GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)"
"172","PGEN_.00g133710",5.59450079684278,0.000682748658577744,"Day14","Primary","AvM",NA,NA
"173","PGEN_.00g134790",-1.28683852932733,0.0307105684711929,"Day14","Primary","AvM",NA,NA
"174","PGEN_.00g135000",1.53899425264904,0.0133652023830402,"Day14","Primary","AvM","Q00169","Phosphatidylinositol transfer protein alpha isoform (PI-TP-alpha) (PtdIns transfer protein alpha) (PtdInsTP alpha)"
"175","PGEN_.00g139840",4.94427798730908,0.00657114714485399,"Day14","Primary","AvM","Q9GP32","Fructose-bisphosphate aldolase (EC 4.1.2.13)"
"176","PGEN_.00g139980",-4.39789783617102,0.027878254151951,"Day14","Primary","AvM","H2A0M0","Asparagine-rich protein (Prism uncharacterized shell protein 1) (PUSP1)"
"177","PGEN_.00g142010",5.76930090736083,0.00833829507690419,"Day14","Primary","AvM",NA,NA
"178","PGEN_.00g143630",5.38286373381267,0.00800970332562881,"Day14","Primary","AvM","P0DN66","Tereporin-Ca1 (Actinoporin-like protein) (Fragment)"
"179","PGEN_.00g145150",4.14651133941575,0.00951498929471113,"Day14","Primary","AvM",NA,NA
"180","PGEN_.00g145490",4.64166080134846,0.00833829507690419,"Day14","Primary","AvM","A7MCS3","UPF0764 protein C16orf89 homolog"
"181","PGEN_.00g145960",-1.13648070233674,0.0243126008604454,"Day14","Primary","AvM","Q9QYS2","Metabotropic glutamate receptor 3 (mGluR3)"
"182","PGEN_.00g146060",5.70817540140501,0.0185555644866677,"Day14","Primary","AvM",NA,NA
"183","PGEN_.00g146090",2.72882596415169,0.0345211750228871,"Day14","Primary","AvM","P09848","Lactase-phlorizin hydrolase (Lactase-glycosylceramidase) [Includes: Lactase (EC 3.2.1.108); Phlorizin hydrolase (EC 3.2.1.62)]"
"184","PGEN_.00g146110",-1.14920518560432,0.0215355018793148,"Day14","Primary","AvM",NA,NA
"185","PGEN_.00g147340",3.23695809059796,0.0469734256331637,"Day14","Primary","AvM",NA,NA
"186","PGEN_.00g149120",5.3082644714019,0.00518441120518372,"Day14","Primary","AvM",NA,NA
"187","PGEN_.00g150640",1.7534517490882,0.0301754288796391,"Day14","Primary","AvM","Q969R2","Oxysterol-binding protein 2 (Oxysterol-binding protein-related protein 4) (ORP-4) (OSBP-related protein 4)"
"188","PGEN_.00g152150",5.02678960860077,0.002861370540488,"Day14","Primary","AvM","Q86Z23","Complement C1q-like protein 4 (C1q and tumor necrosis factor-related protein 11) (C1q/TNF-related protein 11)"
"189","PGEN_.00g155150",4.32174831716758,0.00266007343102384,"Day14","Primary","AvM","O08782","Aldose reductase-related protein 2 (AR) (EC 1.1.1.21) (Aldehyde reductase) (Aldo-keto reductase)"
"190","PGEN_.00g155170",2.66203038812025,0.0355185914989241,"Day14","Primary","AvM","Q8JG30","Sulfotransferase family cytosolic 1B member 1 (ST1B1) (Sulfotransferase 1B1) (EC 2.8.2.-)"
"191","PGEN_.00g155530",3.23799206608942,0.0126722660243702,"Day14","Primary","AvM","B3EWZ6","MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)"
"192","PGEN_.00g156260",4.05301348281761,0.0215355018793148,"Day14","Primary","AvM","Q8BGC4","Prostaglandin reductase-3 (PTGR-3) (EC 1.3.1.48) (15-oxoprostaglandin 13-reductase) (Zinc-binding alcohol dehydrogenase domain-containing protein 2)"
"193","PGEN_.00g156660",6.2157030438587,0.000682748658577744,"Day14","Primary","AvM",NA,NA
"194","PGEN_.00g157320",-4.25219065517291,0.00254767606091725,"Day14","Primary","AvM","P13670","N,N'-diacetylchitobiase (Chitobiase) (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)"
"195","PGEN_.00g157360",4.37247245934869,0.0213732704693691,"Day14","Primary","AvM","Q32KU6","Tetraspanin-6 (Tspan-6)"
"196","PGEN_.00g158320",1.29033703169759,0.0255139744344192,"Day14","Primary","AvM","Q7T2B9","Myotrophin"
"197","PGEN_.00g158570",4.500086794437,0.00563548708999588,"Day14","Primary","AvM",NA,NA
"198","PGEN_.00g159750",5.63509035744354,0.002861370540488,"Day14","Primary","AvM","P83553","Dermatopontin (Tyrosine-rich acidic matrix protein) (TRAMP)"
"199","PGEN_.00g162530",1.47570044031319,0.0438772412712799,"Day14","Primary","AvM","Q8CF97","Deubiquitinating protein VCIP135 (EC 3.4.19.12) (Valosin-containing protein p97/p47 complex-interacting protein 1) (Valosin-containing protein p97/p47 complex-interacting protein p135)"
"200","PGEN_.00g162900",-7.33135808033859,0.0108094344037532,"Day14","Primary","AvM",NA,NA
"201","PGEN_.00g163390",-4.573322816774,0.00442433814694714,"Day14","Primary","AvM","Q9JKQ2","Prestin (Solute carrier family 26 member 5)"
"202","PGEN_.00g164020",-3.39658901515277,0.0488911752310177,"Day14","Primary","AvM","P16066","Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"
"203","PGEN_.00g164270",4.37174414635975,0.0479292687481866,"Day14","Primary","AvM",NA,NA
"204","PGEN_.00g164420",4.7813310597661,0.0311007672782948,"Day14","Primary","AvM",NA,NA
"205","PGEN_.00g164540",5.91702444943396,0.00197424533713579,"Day14","Primary","AvM","Q16820","Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit beta) (PABA peptide hydrolase) (PPH beta)"
"206","PGEN_.00g164550",4.80846273326764,0.00833829507690419,"Day14","Primary","AvM","Q64230","Meprin A subunit alpha (EC 3.4.24.18) (Endopeptidase-2) (Endopeptidase-24.18 subunit alpha) (E-24.18) (MEP-1)"
"207","PGEN_.00g164650",4.71116113134425,0.0103904074448138,"Day14","Primary","AvM","Q64230","Meprin A subunit alpha (EC 3.4.24.18) (Endopeptidase-2) (Endopeptidase-24.18 subunit alpha) (E-24.18) (MEP-1)"
"208","PGEN_.00g164660",5.85875242708057,0.00250143677519196,"Day14","Primary","AvM","Q16820","Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit beta) (PABA peptide hydrolase) (PPH beta)"
"209","PGEN_.00g167440",-3.82263952567019,0.0140728645878215,"Day14","Primary","AvM","Q5F4C0","Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1) (HV1)"
"210","PGEN_.00g167530",4.77625091203684,0.00745868656460935,"Day14","Primary","AvM",NA,NA
"211","PGEN_.00g168590",-4.02663435963364,0.0305332247017415,"Day14","Primary","AvM","Q19673","Putative tyrosinase-like protein tyr-3"
"212","PGEN_.00g169010",-4.21801623191969,0.0231427544587399,"Day14","Primary","AvM","Q19673","Putative tyrosinase-like protein tyr-3"
"213","PGEN_.00g169020",4.12628375337333,0.0488911752310177,"Day14","Primary","AvM",NA,NA
"214","PGEN_.00g169480",5.16499148449754,0.00159428610241641,"Day14","Primary","AvM","Q13231","Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1)"
"215","PGEN_.00g169810",3.20269877325375,0.0108094344037532,"Day14","Primary","AvM","A2AX52","Collagen alpha-4(VI) chain"
"216","PGEN_.00g171900",4.83723430395335,0.00102876257446143,"Day14","Primary","AvM","P86952","Tyrosinase-like protein (Tyrosinase-2)"
"217","PGEN_.00g172250",-2.7144975481986,0.0034846714912729,"Day14","Primary","AvM",NA,NA
"218","PGEN_.00g173270",5.0575611079255,0.00421108192993983,"Day14","Primary","AvM",NA,NA
"219","PGEN_.00g174890",4.23113431420898,0.0160619747972529,"Day14","Primary","AvM","P55261","Carboxypeptidase B (EC 3.4.17.2) (47 kDa zymogen granule membrane-associated protein) (ZAP47)"
"220","PGEN_.00g176540",-6.55242396579922,0.0214007026476809,"Day14","Primary","AvM",NA,NA
"221","PGEN_.00g177440",3.07746181157998,0.0300255820671426,"Day14","Primary","AvM","P11404","Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein) (H-FABP) (Mammary-derived growth inhibitor) (MDGI)"
"222","PGEN_.00g177840",1.74282746205724,0.0484126760353632,"Day14","Primary","AvM","Q5RJT2","pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 (EC 2.1.1.-) (Protein ftsJ homolog 3) (Putative rRNA methyltransferase 3)"
"223","PGEN_.00g179560",-2.96831173741804,0.0346571998164306,"Day14","Primary","AvM","P86952","Tyrosinase-like protein (Tyrosinase-2)"
"224","PGEN_.00g180900",-6.34125979256992,0.000387740952637661,"Day14","Primary","AvM",NA,NA
"225","PGEN_.00g181310",4.55345583188651,0.0160619747972529,"Day14","Primary","AvM","Q55BZ5","Protein dcd1A (Acid ceramidase-like protein A)"
"226","PGEN_.00g181390",-3.99394949881955,0.023678723321202,"Day14","Primary","AvM",NA,NA
"227","PGEN_.00g183520",3.16524390698158,0.0213732704693691,"Day14","Primary","AvM","P24369","Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP)"
"228","PGEN_.00g187930",3.72158902563548,0.00712165492627601,"Day14","Primary","AvM","Q8NCN5","Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial (PDPr)"
"229","PGEN_.00g188250",4.76856362161718,0.0011675861287716,"Day14","Primary","AvM","P15941","Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)]"
"230","PGEN_.00g188760",6.16758713810019,0.000908357785911444,"Day14","Primary","AvM","A8TX70","Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)"
"231","PGEN_.00g189960",4.42624025936655,0.00495388259255712,"Day14","Primary","AvM","Q5ZKD4","N-acetylneuraminate lyase (NALase) (EC 4.1.3.3) (N-acetylneuraminate pyruvate-lyase) (N-acetylneuraminic acid aldolase) (Sialate lyase) (Sialate-pyruvate lyase) (Sialic acid aldolase) (Sialic acid lyase)"
"232","PGEN_.00g191400",3.95822364129427,0.00686388634718555,"Day14","Primary","AvM","P54830","Tyrosine-protein phosphatase non-receptor type 5 (EC 3.1.3.48) (Neural-specific protein-tyrosine phosphatase) (Striatum-enriched protein-tyrosine phosphatase) (STEP)"
"233","PGEN_.00g191540",-4.4761007707154,0.000682748658577744,"Day14","Primary","AvM",NA,NA
"234","PGEN_.00g194540",-2.04624959970785,0.0440965068692894,"Day14","Primary","AvM","P55013","Solute carrier family 12 member 2 (Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 1) (NKCC) (Na-K-CL symporter)"
"235","PGEN_.00g195980",-1.9032037278919,0.0027280435461474,"Day14","Primary","AvM","P46940","Ras GTPase-activating-like protein IQGAP1 (p195)"
"236","PGEN_.00g197930",5.30579700364839,0.0495840175886624,"Day14","Primary","AvM",NA,NA
"237","PGEN_.00g198080",2.86890246408596,0.0441819562711112,"Day14","Primary","AvM",NA,NA
"238","PGEN_.00g199790",3.48416788331173,0.00397203782123941,"Day14","Primary","AvM",NA,NA
"239","PGEN_.00g199810",4.72334187651327,0.000550952640687836,"Day14","Primary","AvM","P28840","Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)"
"240","PGEN_.00g199980",3.26897110566392,0.0131526729750537,"Day14","Primary","AvM",NA,NA
"241","PGEN_.00g200830",-2.60285366946362,0.0044212336539348,"Day14","Primary","AvM",NA,NA
"242","PGEN_.00g200990",-1.51077855361765,0.0294973568895427,"Day14","Primary","AvM","Q92824","Proprotein convertase subtilisin/kexin type 5 (EC 3.4.21.-) (Proprotein convertase 5) (PC5) (Proprotein convertase 6) (PC6) (hPC6) (Subtilisin/kexin-like protease PC5)"
"243","PGEN_.00g201060",3.95743330930063,0.00784843261754075,"Day14","Primary","AvM",NA,NA
"244","PGEN_.00g201470",-3.48032315330439,0.0234403619921514,"Day14","Primary","AvM",NA,NA
"245","PGEN_.00g204830",5.39950479206023,0.000940454791488894,"Day14","Primary","AvM",NA,NA
"246","PGEN_.00g205150",4.34882510723272,0.0307105684711929,"Day14","Primary","AvM",NA,NA
"247","PGEN_.00g205400",2.3477389379299,0.00134752205825494,"Day14","Primary","AvM","Q2M389","WASH complex subunit 4 (Strumpellin and WASH-interacting protein) (SWIP) (WASH complex subunit SWIP)"
"248","PGEN_.00g205760",2.19229059756421,0.0315373775448568,"Day14","Primary","AvM","Q40588","L-ascorbate oxidase (ASO) (Ascorbase) (EC 1.10.3.3)"
"249","PGEN_.00g207910",1.85796471051978,0.0353867311444651,"Day14","Primary","AvM","Q8IPH9","Slowpoke-binding protein"
"250","PGEN_.00g208330",1.36408296431814,0.0157430329688571,"Day14","Primary","AvM","Q95M18","Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1)"
"251","PGEN_.00g208950",4.69092463879537,0.00197424533713579,"Day14","Primary","AvM",NA,NA
"252","PGEN_.00g209970",6.43687091455996,0.0198158450058103,"Day14","Primary","AvM","D9IQ16","Galaxin"
"253","PGEN_.00g210360",-4.0984617908695,0.0206931799540165,"Day14","Primary","AvM","O35316","Sodium- and chloride-dependent taurine transporter (Solute carrier family 6 member 6)"
"254","PGEN_.00g210450",-2.48932472970145,0.00421108192993983,"Day14","Primary","AvM",NA,NA
"255","PGEN_.00g210620",-1.86124174318802,0.018152204436708,"Day14","Primary","AvM",NA,NA
"256","PGEN_.00g211250",3.68805859593672,0.0016098869929226,"Day14","Primary","AvM","Q9BXJ4","Complement C1q tumor necrosis factor-related protein 3 (Collagenous repeat-containing sequence 26 kDa protein) (CORS26) (Secretory protein CORS26)"
"257","PGEN_.00g211330",4.26392182796271,0.0175298211410669,"Day14","Primary","AvM","Q6UVY6","DBH-like monooxygenase protein 1 (EC 1.14.17.-) (Monooxygenase X)"
"258","PGEN_.00g211680",1.13111973679767,0.0345211750228871,"Day14","Primary","AvM","Q5VWG9","Transcription initiation factor TFIID subunit 3 (140 kDa TATA box-binding protein-associated factor) (TBP-associated factor 3) (Transcription initiation factor TFIID 140 kDa subunit) (TAF(II)140) (TAF140) (TAFII-140) (TAFII140)"
"259","PGEN_.00g211890",5.28671393836524,0.00158827318013817,"Day14","Primary","AvM","D3YXG0","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"260","PGEN_.00g212030",1.80067051970192,0.0269250833704497,"Day14","Primary","AvM","Q6NWJ4","DnaJ homolog subfamily C member 2"
"261","PGEN_.00g212430",-1.41954874230049,0.0161494041442163,"Day14","Primary","AvM","Q00612","Glucose-6-phosphate 1-dehydrogenase X (G6PD) (EC 1.1.1.49)"
"262","PGEN_.00g212830",-3.64403355525964,0.0161534890641272,"Day14","Primary","AvM","A3KG59","Peptidase M20 domain-containing protein 2 (Aminoacylase-1-like protein 2)"
"263","PGEN_.00g214040",5.55320456221535,0.000940454791488894,"Day14","Primary","AvM",NA,NA
"264","PGEN_.00g214740",1.6577120164497,0.0127036341082543,"Day14","Primary","AvM","Q9VCY8","Adiponectin receptor protein"
"265","PGEN_.00g215630",4.24009697442374,0.00435768208141193,"Day14","Primary","AvM","P72745","Universal stress protein Slr1101 (USP Slr1101)"
"266","PGEN_.00g216350",5.02592215746712,0.0163697342166032,"Day14","Primary","AvM",NA,NA
"267","PGEN_.00g216730",6.20051774912867,0.00134752205825494,"Day14","Primary","AvM",NA,NA
"268","PGEN_.00g216830",3.83122460353536,0.022177092445656,"Day14","Primary","AvM",NA,NA
"269","PGEN_.00g219960",5.09542774774268,0.000368943004482712,"Day14","Primary","AvM","P91253","Probable glutathione S-transferase 7 (EC 2.5.1.18) (GST class-sigma)"
"270","PGEN_.00g221720",-2.40545617026821,0.0115762722188346,"Day14","Primary","AvM","Q5DRA7","Protocadherin gamma-B5 (PCDH-gamma-B5)"
"271","PGEN_.00g227430",-2.16918001029516,0.0114064305141988,"Day14","Primary","AvM","Q1T769","Protein MIS12 homolog"
"272","PGEN_.00g227770",4.602418067336,0.0218962772237718,"Day14","Primary","AvM",NA,NA
"273","PGEN_.00g229320",-3.55878742159154,0.00716856611029642,"Day14","Primary","AvM","P98158","Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)"
"274","PGEN_.00g229340",-2.979864560493,0.0205299191765983,"Day14","Primary","AvM","P98158","Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)"
"275","PGEN_.00g229960",-2.02243195793002,0.0434059039919042,"Day14","Primary","AvM","Q9C6W5","ABC transporter G family member 14 (ABC transporter ABCG.14) (AtABCG14) (White-brown complex homolog protein 14) (AtWBC14)"
"276","PGEN_.00g230470",-1.5553481087171,0.0403647823325923,"Day14","Primary","AvM","Q01887","Tyrosine-protein kinase RYK (EC 2.7.10.1) (Kinase VIK) (Met-related kinase) (NYK-R)"
"277","PGEN_.00g230540",-8.50302089348212,9.37982152684348e-05,"Day14","Primary","AvM","Q9GKX2","Dehydrogenase/reductase SDR family member 4 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase/NADP-retinol dehydrogenase) (CR) (PHCR) (NADPH-dependent retinol dehydrogenase/reductase) (NDRD) (Peroxisomal short-chain alcohol dehydrogenase) (PSCD) (rabNRDR) (Fragment)"
"278","PGEN_.00g232640",-3.6773041129462,0.0112507087956205,"Day14","Primary","AvM",NA,NA
"279","PGEN_.00g233790",2.06110503437648,0.0234403619921514,"Day14","Primary","AvM",NA,NA
"280","PGEN_.00g233800",2.38357009385983,0.0098079650665093,"Day14","Primary","AvM",NA,NA
"281","PGEN_.00g235110",-3.92104669070058,0.00459879247383606,"Day14","Primary","AvM","P21783","Neurogenic locus notch homolog protein 1 (Notch 1) (xOTCH) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]"
"282","PGEN_.00g235470",4.60368744894138,0.014452300373052,"Day14","Primary","AvM",NA,NA
"283","PGEN_.00g236660",6.80066187321586,0.000368943004482712,"Day14","Primary","AvM",NA,NA
"284","PGEN_.00g236680",2.37530928157911,0.00269659151693434,"Day14","Primary","AvM","P10078","Zinc finger protein 28 (Zfp-28) (Protein mKR5)"
"285","PGEN_.00g237580",4.96621241968675,0.00498573482623934,"Day14","Primary","AvM","Q64425","Pancreatic triacylglycerol lipase (PL) (PTL) (Pancreatic lipase) (EC 3.1.1.3) (Fragment)"
"286","PGEN_.00g238040",6.13084362780052,0.013233639978659,"Day14","Primary","AvM","Q5RDJ4","Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1"
"287","PGEN_.00g238050",5.00108960599027,0.0495909824689366,"Day14","Primary","AvM","Q9VPF0","Protein artichoke"
"288","PGEN_.00g238060",4.8455593931818,0.00153032581048647,"Day14","Primary","AvM","O94898","Leucine-rich repeats and immunoglobulin-like domains protein 2 (LIG-2)"
"289","PGEN_.00g240940",3.18949867440704,0.0274782052493171,"Day14","Primary","AvM",NA,NA
"290","PGEN_.00g243440",-4.1345693232551,0.00250143677519196,"Day14","Primary","AvM",NA,NA
"291","PGEN_.00g244450",6.4015673687718,9.1619775942697e-05,"Day14","Primary","AvM",NA,NA
"292","PGEN_.00g245460",-6.1842705536433,0.00686388634718555,"Day14","Primary","AvM",NA,NA
"293","PGEN_.00g245510",6.53881622578385,0.00968539371957046,"Day14","Primary","AvM",NA,NA
"294","PGEN_.00g245880",-0.968442253138622,0.00954833686202992,"Day14","Primary","AvM","O75923","Dysferlin (Dystrophy-associated fer-1-like protein) (Fer-1-like protein 1)"
"295","PGEN_.00g246390",3.83007676800871,0.0334273966243767,"Day14","Primary","AvM","Q8IZJ3","C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8"
"296","PGEN_.00g246530",3.75652951224839,0.0378832531762668,"Day14","Primary","AvM","Q8IZJ3","C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8"
"297","PGEN_.00g247310",4.29606160192891,0.00585806576242778,"Day14","Primary","AvM","Q61830","Macrophage mannose receptor 1 (MMR) (CD antigen CD206)"
"298","PGEN_.00g247650",5.19276686134802,0.00124481425876728,"Day14","Primary","AvM",NA,NA
"299","PGEN_.00g249650",-3.47792124503997,0.023678723321202,"Day14","Primary","AvM",NA,NA
"300","PGEN_.00g249670",-4.20281288472871,0.0104200727989588,"Day14","Primary","AvM",NA,NA
"301","PGEN_.00g250350",4.02138140803799,0.00709323272722647,"Day14","Primary","AvM","A2RU49","Hydroxylysine kinase (5-hydroxy-L-lysine kinase) (EC 2.7.1.81) (Aminoglycoside phosphotransferase domain-containing protein 1)"
"302","PGEN_.00g250620",-4.79168686513658,0.000756668711698753,"Day14","Primary","AvM","P86854","Perlucin-like protein"
"303","PGEN_.00g251840",2.05407569085922,0.0345168776196648,"Day14","Primary","AvM","Q9NTM9","Copper homeostasis protein cutC homolog"
"304","PGEN_.00g252450",-0.888848188762588,0.00402790783263949,"Day14","Primary","AvM","Q8C3J5","Dedicator of cytokinesis protein 2 (Protein Hch)"
"305","PGEN_.00g254920",5.47086581893934,0.0394539379765289,"Day14","Primary","AvM",NA,NA
"306","PGEN_.00g255020",2.82687880343271,0.0108094344037532,"Day14","Primary","AvM",NA,NA
"307","PGEN_.00g255870",1.41422907165086,0.0413295171207067,"Day14","Primary","AvM","Q3ZCH0","Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9)"
"308","PGEN_.00g256100",3.04522843227678,0.0231427544587399,"Day14","Primary","AvM","B5X3C1","Galactocerebrosidase (GALCERase) (EC 3.2.1.46) (Galactosylceramidase)"
"309","PGEN_.00g258130",5.55471380241316,0.0160619747972529,"Day14","Primary","AvM","P18172","Glucose dehydrogenase [FAD, quinone] (EC 1.1.5.9) [Cleaved into: Glucose dehydrogenase [FAD, quinone] short protein]"
"310","PGEN_.00g260070",3.90495184570158,0.0259498198278812,"Day14","Primary","AvM",NA,NA
"311","PGEN_.00g260350",3.89256985589418,0.0211654619741451,"Day14","Primary","AvM",NA,NA
"312","PGEN_.00g261960",4.93261053516131,0.00518441120518372,"Day14","Primary","AvM","P13944","Collagen alpha-1(XII) chain (Fibrochimerin)"
"313","PGEN_.00g262270",-4.02515941961265,0.000387740952637661,"Day14","Primary","AvM",NA,NA
"314","PGEN_.00g263590",5.08847880022376,0.00211157526995593,"Day14","Primary","AvM","Q4U2R1","E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)"
"315","PGEN_.00g266020",-4.67955507015316,0.00153442042777554,"Day14","Primary","AvM",NA,NA
"316","PGEN_.00g266130",-9.29398845448501,0.000322078801274293,"Day14","Primary","AvM","Q5XWD5","Cobalamin binding intrinsic factor (Gastric intrinsic factor) (Intrinsic factor) (IF) (INF) (Pancreatic intrinsic factor)"
"317","PGEN_.00g267990",2.92716233736187,0.0343126897671909,"Day14","Primary","AvM","Q9UJ83","2-hydroxyacyl-CoA lyase 1 (EC 4.1.-.-) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)"
"318","PGEN_.00g268270",3.01516258070933,0.0446069242653284,"Day14","Primary","AvM","Q9UJ83","2-hydroxyacyl-CoA lyase 1 (EC 4.1.-.-) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)"
"319","PGEN_.00g268580",2.71206645100012,0.0157430329688571,"Day14","Primary","AvM","Q9PRL8","Acyl-CoA-binding protein (ACBP) (Diazepam-binding inhibitor) (DBI)"
"320","PGEN_.00g269190",-2.52250006198257,0.0188901293652436,"Day14","Primary","AvM",NA,NA
"321","PGEN_.00g270000",4.89466464997861,0.000652519632298024,"Day14","Primary","AvM","Q8LAN3","Probable prolyl 4-hydroxylase 4 (AtP4H4) (EC 1.14.11.2)"
"322","PGEN_.00g272530",-2.83574477476089,0.0144391499336391,"Day14","Primary","AvM",NA,NA
"323","PGEN_.00g272710",4.79089021687196,0.000550952640687836,"Day14","Primary","AvM","B3EWZ3","Coadhesin (Fragment)"
"324","PGEN_.00g272850",1.96170897444257,0.0128062530715413,"Day14","Primary","AvM","P61588","Rho-related GTP-binding protein RhoE (Rho family GTPase 3) (Rnd3)"
"325","PGEN_.00g273360",5.05163190119766,0.000368943004482712,"Day14","Primary","AvM",NA,NA
"326","PGEN_.00g274010",-2.51454973740321,0.0488911752310177,"Day14","Primary","AvM",NA,NA
"327","PGEN_.00g274080",3.30037999456242,0.0244196134602492,"Day14","Primary","AvM","Q9VCA2","Organic cation transporter protein"
"328","PGEN_.00g275670",6.4441550487079,0.0112507087956205,"Day14","Primary","AvM",NA,NA
"329","PGEN_.00g276360",4.30083317828972,0.00883362244054934,"Day14","Primary","AvM","A1A547","Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)"
"330","PGEN_.00g279590",4.78736870696337,0.00569206880967426,"Day14","Primary","AvM","Q8SPI0","Apolipoprotein D (Apo-D) (ApoD)"
"331","PGEN_.00g279740",-2.64921828825323,0.0207781569186426,"Day14","Primary","AvM","Q5TZ24","DBH-like monooxygenase protein 1 homolog (EC 1.14.17.-)"
"332","PGEN_.00g280310",4.75165042876957,0.00526881126611371,"Day14","Primary","AvM","Q5TZ24","DBH-like monooxygenase protein 1 homolog (EC 1.14.17.-)"
"333","PGEN_.00g281550",3.74696500210451,0.0145394359405185,"Day14","Primary","AvM","Q98ST7","DBH-like monooxygenase protein 1 (EC 1.14.17.-) (DBH-related protein) (Monooxygenase X)"
