"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_terms"
"59","crg:105328826","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105328826","NSFL1 cofactor p47"
"60","crg:105328897","crg03050","Proteasome","105319167/105319530/105322349/105322526/105336919/105338413/105341026/105341348/105320967/105327391/105328897/105329081/105329473/105330688/105332852/105332983/105337951/105342563/105343419",19,"105328897","proteasome subunit beta type-3"
"61","crg:105329081","crg03050","Proteasome","105319167/105319530/105322349/105322526/105336919/105338413/105341026/105341348/105320967/105327391/105328897/105329081/105329473/105330688/105332852/105332983/105337951/105342563/105343419",19,"105329081","proteasome activator complex subunit 3"
"62","crg:105329473","crg03050","Proteasome","105319167/105319530/105322349/105322526/105336919/105338413/105341026/105341348/105320967/105327391/105328897/105329081/105329473/105330688/105332852/105332983/105337951/105342563/105343419",19,"105329473","26S proteasome non-ATPase regulatory subunit 14"
"63","crg:105329502","crg03008","Ribosome biogenesis in eukaryotes","105318277/105318560/105321565/105323847/105327885/105329502/105338454/105341403/105341713/105342694/105346016/105348653/105319368/105323586/105326651/105329551/105332140/105340192/105343450/105344975/105347334/105347537",22,"105329502","U3 small nucleolar RNA-associated protein 14 homolog A"
"64","crg:105329551","crg03008","Ribosome biogenesis in eukaryotes","105318277/105318560/105321565/105323847/105327885/105329502/105338454/105341403/105341713/105342694/105346016/105348653/105319368/105323586/105326651/105329551/105332140/105340192/105343450/105344975/105347334/105347537",22,"105329551","nucleolar protein 56"
"65","crg:105329658","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105329658","E3 ubiquitin-protein ligase AMFR"
"66","crg:105329912","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105329912","60S acidic ribosomal protein P1"
"67","crg:105330605","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105330605","60S ribosomal protein L30"
"68","crg:105330688","crg03050","Proteasome","105319167/105319530/105322349/105322526/105336919/105338413/105341026/105341348/105320967/105327391/105328897/105329081/105329473/105330688/105332852/105332983/105337951/105342563/105343419",19,"105330688","26S proteasome non-ATPase regulatory subunit 1"
"69","crg:105330973","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105330973","UBX domain-containing protein 6"
"70","crg:105331081","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105331081","vesicular integral-membrane protein VIP36"
"71","crg:105331513","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105331513","protein transport protein Sec31A"
"72","crg:105331600","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105331600","translocation protein SEC62"
"73","crg:105331823","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105331823","40S ribosomal protein S24"
"74","crg:105332140","crg03008","Ribosome biogenesis in eukaryotes","105318277/105318560/105321565/105323847/105327885/105329502/105338454/105341403/105341713/105342694/105346016/105348653/105319368/105323586/105326651/105329551/105332140/105340192/105343450/105344975/105347334/105347537",22,"105332140","nucleolar protein 58"
"75","crg:105332191","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105332191","40S ribosomal protein S2"
"76","crg:105332313","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105332313","X-box-binding protein 1"
"77","crg:105332495","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105332495","40S ribosomal protein S4"
"78","crg:105332844","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105332844","60S ribosomal protein L14"
"79","crg:105332852","crg03050","Proteasome","105319167/105319530/105322349/105322526/105336919/105338413/105341026/105341348/105320967/105327391/105328897/105329081/105329473/105330688/105332852/105332983/105337951/105342563/105343419",19,"105332852","26S proteasome non-ATPase regulatory subunit 7"
"80","crg:105332983","crg03050","Proteasome","105319167/105319530/105322349/105322526/105336919/105338413/105341026/105341348/105320967/105327391/105328897/105329081/105329473/105330688/105332852/105332983/105337951/105342563/105343419",19,"105332983","26S proteasome non-ATPase regulatory subunit 6"
"81","crg:105333050","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105333050","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A"
"82","crg:105333469","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105333469","60S ribosomal protein L35a"
"83","crg:105333774","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105333774","translocation protein SEC63 homolog"
"84","crg:105334649","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105334649","28S ribosomal protein S15, mitochondrial"
"85","crg:105334865","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105334865","endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase"
"86","crg:105335023","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105335023","ubiquilin-1"
"87","crg:105335803","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105335803","60S ribosomal protein L13a"
"88","crg:105335841","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105335841","ubiquitin-60S ribosomal protein L40"
"89","crg:105335873","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105335873","40S ribosomal protein S3"
"90","crg:105336674","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105336674","kelch-like protein 20"
"91","crg:105336785","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105336785","UBX domain-containing protein 1"
"92","crg:105336919","crg03050","Proteasome","105319167/105319530/105322349/105322526/105336919/105338413/105341026/105341348/105320967/105327391/105328897/105329081/105329473/105330688/105332852/105332983/105337951/105342563/105343419",19,"105336919","proteasome subunit alpha type-1"
"93","crg:105337115","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105337115","60S ribosomal protein L32"
"94","crg:105337540","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105337540","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2"
"95","crg:105337929","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105337929","protein ERGIC-53"
"96","crg:105337951","crg03050","Proteasome","105319167/105319530/105322349/105322526/105336919/105338413/105341026/105341348/105320967/105327391/105328897/105329081/105329473/105330688/105332852/105332983/105337951/105342563/105343419",19,"105337951","proteasome subunit beta type-5"
"97","crg:105337988","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105337988","39S ribosomal protein L21, mitochondrial"
"98","crg:105338035","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105338035","60S ribosomal protein L11"
"99","crg:105338085","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105338085","40S ribosomal protein S13"
"100","crg:105338413","crg03050","Proteasome","105319167/105319530/105322349/105322526/105336919/105338413/105341026/105341348/105320967/105327391/105328897/105329081/105329473/105330688/105332852/105332983/105337951/105342563/105343419",19,"105338413","26S proteasome non-ATPase regulatory subunit 12"
"101","crg:105338454","crg03008","Ribosome biogenesis in eukaryotes","105318277/105318560/105321565/105323847/105327885/105329502/105338454/105341403/105341713/105342694/105346016/105348653/105319368/105323586/105326651/105329551/105332140/105340192/105343450/105344975/105347334/105347537",22,"105338454","nucleolar GTP-binding protein 1"
"102","crg:105338604","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105338604","60S ribosomal protein L5"
"103","crg:105338952","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105338952","28S ribosomal protein S14, mitochondrial"
"104","crg:105339104","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105339104","40S ribosomal protein S25"
"105","crg:105339236","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105339236","dual specificity mitogen-activated protein kinase kinase 7"
"106","crg:105339435","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105339435","dnaJ homolog subfamily B member 11"
"107","crg:105340032","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105340032","40S ribosomal protein S8"
"108","crg:105340192","crg03008","Ribosome biogenesis in eukaryotes","105318277/105318560/105321565/105323847/105327885/105329502/105338454/105341403/105341713/105342694/105346016/105348653/105319368/105323586/105326651/105329551/105332140/105340192/105343450/105344975/105347334/105347537",22,"105340192","5'-3' exoribonuclease 1"
"109","crg:105340425","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105340425","UBX domain-containing protein 8"
"110","crg:105340656","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105340656","protein OS-9"
"111","crg:105341026","crg03050","Proteasome","105319167/105319530/105322349/105322526/105336919/105338413/105341026/105341348/105320967/105327391/105328897/105329081/105329473/105330688/105332852/105332983/105337951/105342563/105343419",19,"105341026","26S proteasome non-ATPase regulatory subunit 13"
"112","crg:105341221","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105341221","protein transport protein Sec24C"
"113","crg:105341326","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105341326","40S ribosomal protein S6"
"114","crg:105341348","crg03050","Proteasome","105319167/105319530/105322349/105322526/105336919/105338413/105341026/105341348/105320967/105327391/105328897/105329081/105329473/105330688/105332852/105332983/105337951/105342563/105343419",19,"105341348","proteasome subunit alpha type-3"
"115","crg:105341388","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105341388","protein disulfide-isomerase A6"
"116","crg:105341403","crg03008","Ribosome biogenesis in eukaryotes","105318277/105318560/105321565/105323847/105327885/105329502/105338454/105341403/105341713/105342694/105346016/105348653/105319368/105323586/105326651/105329551/105332140/105340192/105343450/105344975/105347334/105347537",22,"105341403","ribosomal RNA-processing protein 7 homolog A"
"117","crg:105341713","crg03008","Ribosome biogenesis in eukaryotes","105318277/105318560/105321565/105323847/105327885/105329502/105338454/105341403/105341713/105342694/105346016/105348653/105319368/105323586/105326651/105329551/105332140/105340192/105343450/105344975/105347334/105347537",22,"105341713","U3 small nucleolar RNA-associated protein 6 homolog"
"118","crg:105341763","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105341763","endoplasmic reticulum lectin 1"
"119","crg:105342563","crg03050","Proteasome","105319167/105319530/105322349/105322526/105336919/105338413/105341026/105341348/105320967/105327391/105328897/105329081/105329473/105330688/105332852/105332983/105337951/105342563/105343419",19,"105342563","proteasome subunit alpha type-5"
"120","crg:105342603","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105342603","60S ribosomal protein L24"
"121","crg:105342694","crg03008","Ribosome biogenesis in eukaryotes","105318277/105318560/105321565/105323847/105327885/105329502/105338454/105341403/105341713/105342694/105346016/105348653/105319368/105323586/105326651/105329551/105332140/105340192/105343450/105344975/105347334/105347537",22,"105342694","RNA cytidine acetyltransferase"
"122","crg:105342784","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105342784","protein SEC13 homolog"
"123","crg:105343419","crg03050","Proteasome","105319167/105319530/105322349/105322526/105336919/105338413/105341026/105341348/105320967/105327391/105328897/105329081/105329473/105330688/105332852/105332983/105337951/105342563/105343419",19,"105343419","proteasome subunit beta type-1"
"124","crg:105343450","crg03008","Ribosome biogenesis in eukaryotes","105318277/105318560/105321565/105323847/105327885/105329502/105338454/105341403/105341713/105342694/105346016/105348653/105319368/105323586/105326651/105329551/105332140/105340192/105343450/105344975/105347334/105347537",22,"105343450","RNA-binding protein NOB1"
