"","substanceBXH","geneSymbol","moduleColor","Uniprot","HGNC","GO.terms","GO.description","GS.taocTAOC","p.GS.taocTAOC","MM.pink","p.MM.pink","MM.blue","p.MM.blue","MM.green","p.MM.green","MM.yellow","p.MM.yellow","MM.black","p.MM.black","MM.brown","p.MM.brown","MM.grey","p.MM.grey","MM.turquoise","p.MM.turquoise","MM.red","p.MM.red"
"PGEN_.00g000580","PGEN_.00g000580","PGEN_.00g000580","pink",NA,NA,NA,NA,-0.425224564674597,0.0108823267625382,0.758274504004875,1.31692576952346e-07,0.570078107003803,0.000350103704071342,0.426822275447317,0.0105563114803351,0.494768599593392,0.00251548391839393,0.223510886306732,0.196812439526626,-0.0728332950377488,0.677562284360051,-0.255020397638084,0.139274037969965,-0.191951356628121,0.269302967656149,0.409878325334736,0.0144721467428001
"PGEN_.00g345650","PGEN_.00g345650","PGEN_.00g345650","pink","Q02241","KIF23_HUMAN","GO:0000022; GO:0000281; GO:0000915; GO:0003777; GO:0005524; GO:0005623; GO:0005634; GO:0005654; GO:0005813; GO:0005819; GO:0005829; GO:0005871; GO:0005874; GO:0005925; GO:0006890; GO:0007018; GO:0008017; GO:0016887; GO:0019886; GO:0030496; GO:0032467; GO:0045171; GO:0051256; GO:0072383; GO:0072686; GO:0090543; GO:0097149","cell [GO:0005623]; centralspindlin complex [GO:0097149]; centrosome [GO:0005813]; cytosol [GO:0005829]; Flemming body [GO:0090543]; focal adhesion [GO:0005925]; intercellular bridge [GO:0045171]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; midbody [GO:0030496]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; actomyosin contractile ring assembly [GO:0000915]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; microtubule-based movement [GO:0007018]; mitotic cytokinesis [GO:0000281]; mitotic spindle elongation [GO:0000022]; mitotic spindle midzone assembly [GO:0051256]; plus-end-directed vesicle transport along microtubule [GO:0072383]; positive regulation of cytokinesis [GO:0032467]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]",-0.423875904371077,0.0111641242220367,0.57497912406712,0.000302811030145935,0.490006454818604,0.00280841431837659,0.356945473037959,0.0352978648139068,0.522322477278663,0.0012881911695021,0.26345333022085,0.126223515845956,0.0768796392473974,0.660691464660935,0.103395766070781,0.554473408446138,0.0497405280580206,0.776596228187007,-0.150463086023067,0.38827466059689
"PGEN_.00g085270","PGEN_.00g085270","PGEN_.00g085270","pink","Q5ENY9","CRYAB_SHEEP","GO:0005212; GO:0005634; GO:0005737; GO:0032991; GO:0042803; GO:0045892; GO:0046872","cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; structural constituent of eye lens [GO:0005212]; negative regulation of transcription, DNA-templated [GO:0045892]",-0.42309555015095,0.0113299800469487,0.744120651831645,2.99801534929007e-07,0.453583846644813,0.00620695194917139,0.557246123501678,0.00050654884842335,0.444404873532331,0.00748200455220468,0.398911004677494,0.017607775246674,0.0593120199720147,0.735024655674021,-0.25218216496198,0.143881694120266,-0.268024225616747,0.119540978435628,-0.0542298964564598,0.757013833509105
"PGEN_.00g195840","PGEN_.00g195840","PGEN_.00g195840","pink","Q28944","CATL1_PIG","GO:0004175; GO:0004197; GO:0005615; GO:0005764; GO:0051603","extracellular space [GO:0005615]; lysosome [GO:0005764]; cysteine-type endopeptidase activity [GO:0004197]; endopeptidase activity [GO:0004175]; proteolysis involved in cellular protein catabolic process [GO:0051603]",-0.419331860187481,0.0121594969212257,0.699016374456528,2.99877437212054e-06,0.486780516723183,0.0030233258570303,0.368504521923473,0.0293888316546753,0.489991592353085,0.00280937312638438,0.186399445211485,0.283658861270037,-0.216938835298767,0.210646955220521,-0.104647519661712,0.549662912941962,-0.111152486927754,0.524985177724324,0.20853567272479,0.229293794796813
"PGEN_.00g274240","PGEN_.00g274240","PGEN_.00g274240","pink",NA,NA,NA,NA,-0.417717699862042,0.0125306639415371,0.640295351466352,3.43515496166608e-05,0.409634839008964,0.0145362823324421,0.419388984208206,0.0121465336156147,0.314355073222227,0.0658939431551149,0.296128847561644,0.08411787270833,0.0277221640971716,0.874393402362287,-0.341304814675021,0.0447963801765272,-0.277766400104413,0.106184889386226,0.0315212983660044,0.857345341530731
"PGEN_.00g292660","PGEN_.00g292660","PGEN_.00g292660","pink","Q7TXL7","PPSD_MYCBO","GO:0004315; GO:0006633; GO:0016491; GO:0031177; GO:0034081; GO:0071766; GO:0097040; GO:0097041","polyketide synthase complex [GO:0034081]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; oxidoreductase activity [GO:0016491]; phosphopantetheine binding [GO:0031177]; Actinobacterium-type cell wall biogenesis [GO:0071766]; fatty acid biosynthetic process [GO:0006633]; phenolic phthiocerol biosynthetic process [GO:0097041]; phthiocerol biosynthetic process [GO:0097040]",-0.413772211702727,0.0134783570745051,0.850202970932473,1.02365129798508e-10,0.510947395421499,0.00170962599268543,0.742797725070747,3.22886412031608e-07,0.334663821868664,0.0494060106388303,0.00250041822860709,0.988626187817302,0.199311257579435,0.251017880381287,0.130228071323249,0.455882820425812,0.0311163880639062,0.859159436973328,-0.101421272387631,0.562101071920433
"PGEN_.00g273280","PGEN_.00g273280","PGEN_.00g273280","pink","P79145","CREM_CANLF","GO:0000122; GO:0000977; GO:0003700; GO:0005634; GO:0005667; GO:0006687; GO:0007283; GO:0045944","nucleus [GO:0005634]; transcription factor complex [GO:0005667]; DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; glycosphingolipid metabolic process [GO:0006687]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; spermatogenesis [GO:0007283]",-0.406230278768029,0.0154583818365697,0.71267738772321,1.56287431597271e-06,0.554274990288098,0.00055061379674443,0.474934274671614,0.00393991935806636,0.559312463139459,0.000477778591328903,0.149702927356966,0.390703785812101,0.0608611090979146,0.728362189240581,0.234641279090895,0.17485347780116,0.170785921650468,0.326632071811924,-0.158695071780149,0.362535214708684
"PGEN_.00g177160","PGEN_.00g177160","PGEN_.00g177160","pink","E9Q7X6","HEG1_MOUSE","GO:0001570; GO:0001701; GO:0001885; GO:0001886; GO:0001944; GO:0001945; GO:0003017; GO:0003209; GO:0003222; GO:0003281; GO:0005509; GO:0005911; GO:0007043; GO:0007507; GO:0009791; GO:0009897; GO:0009986; GO:0016021; GO:0030324; GO:0035024; GO:0035264; GO:0045216; GO:0048845; GO:0050878; GO:0055017; GO:0060039; GO:0090271; GO:1902414; GO:1905709; GO:2000299","cell surface [GO:0009986]; cell-cell junction [GO:0005911]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; cardiac atrium morphogenesis [GO:0003209]; cardiac muscle tissue growth [GO:0055017]; cell-cell junction assembly [GO:0007043]; cell-cell junction organization [GO:0045216]; endothelial cell development [GO:0001885]; endothelial cell morphogenesis [GO:0001886]; heart development [GO:0007507]; in utero embryonic development [GO:0001701]; lung development [GO:0030324]; lymph circulation [GO:0003017]; lymph vessel development [GO:0001945]; multicellular organism growth [GO:0035264]; negative regulation of membrane permeability [GO:1905709]; negative regulation of Rho protein signal transduction [GO:0035024]; negative regulation of Rho-dependent protein serine/threonine kinase activity [GO:2000299]; pericardium development [GO:0060039]; positive regulation of fibroblast growth factor production [GO:0090271]; post-embryonic development [GO:0009791]; protein localization to cell junction [GO:1902414]; regulation of body fluid levels [GO:0050878]; vasculature development [GO:0001944]; vasculogenesis [GO:0001570]; venous blood vessel morphogenesis [GO:0048845]; ventricular septum development [GO:0003281]; ventricular trabecula myocardium morphogenesis [GO:0003222]",-0.405391990610762,0.0156928052823611,0.677239899718119,7.89506185068149e-06,0.640429555057408,3.41804901905843e-05,0.430442276385076,0.00984815964536655,0.23030819762125,0.183184676965968,0.0865996945180283,0.620843495316206,-0.0554004439563852,0.75193178315772,0.457795290724112,0.00568742215931336,0.429175720983478,0.0100911912387175,-0.253047605541352,0.142465064533268
"PGEN_.00g177150","PGEN_.00g177150","PGEN_.00g177150","pink",NA,NA,NA,NA,-0.397766329888982,0.0179654948227383,0.781080535019637,3.09066819045113e-08,0.597763126058847,0.000149509076376599,0.558861964416686,0.000483924146277764,0.247239123924125,0.152170808863301,-0.0361071453057733,0.836851929285815,-0.0167153599704646,0.924072949831958,0.350300093629558,0.039110835916256,0.285235331728724,0.0967341320814608,-0.320911889704651,0.0601560554837777
"PGEN_.00g333910","PGEN_.00g333910","PGEN_.00g333910","pink","P14248","RPB1_PLAFD","GO:0003677; GO:0003899; GO:0005665; GO:0006366; GO:0046872","RNA polymerase II, core complex [GO:0005665]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; metal ion binding [GO:0046872]; transcription by RNA polymerase II [GO:0006366]",-0.394592989135676,0.0189890560196279,0.729964602999028,6.48402818631678e-07,0.416728832649769,0.0127627377952511,0.531448753126821,0.00101914122010936,0.327193640141414,0.0550365514235468,0.30571055055279,0.0741061436959635,0.0537363216118986,0.759159759369014,-0.357080021566295,0.0352239087285889,-0.339932857828085,0.0457191639773097,0.0253026475312569,0.885280183032003
"PGEN_.00g201890","PGEN_.00g201890","PGEN_.00g201890","pink",NA,NA,NA,NA,-0.389332676427793,0.0207926657114258,0.737965699258443,4.21790362271457e-07,0.596393117327222,0.000156225437951709,0.566416418093554,0.000389622232159624,0.24823183502586,0.150478911780662,0.241767546907091,0.161744481336957,0.0242494867790649,0.890025530475728,0.301144585586296,0.0787543924400175,0.213971511577939,0.217108010870185,-0.0778248951649925,0.656773522952331
"PGEN_.00g329830","PGEN_.00g329830","PGEN_.00g329830","pink",NA,NA,NA,NA,-0.388052099129657,0.0212526452806341,0.813523577849173,2.8432447709292e-09,0.431732993921917,0.0096056243657719,0.656436291716077,1.85168236814764e-05,0.362592152440319,0.0323007866522184,0.255656184417511,0.138256908945835,0.103115002887579,0.555555072677734,-0.294388337993928,0.0860435093474295,-0.310294865907297,0.0696571626008775,-0.00317872592261185,0.985541014035905
"PGEN_.00g002760","PGEN_.00g002760","PGEN_.00g002760","pink","Q96GM8","TOE1_HUMAN","GO:0000175; GO:0004535; GO:0005654; GO:0005730; GO:0005737; GO:0015030; GO:0016604; GO:0016607; GO:0017069; GO:0034472; GO:0046872; GO:0090503","Cajal body [GO:0015030]; cytoplasm [GO:0005737]; nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; 3'-5'-exoribonuclease activity [GO:0000175]; metal ion binding [GO:0046872]; poly(A)-specific ribonuclease activity [GO:0004535]; snRNA binding [GO:0017069]; RNA phosphodiester bond hydrolysis, exonucleolytic [GO:0090503]; snRNA 3'-end processing [GO:0034472]",-0.387574317791051,0.0214264130759408,0.649260158306317,2.44802100927812e-05,0.502341852752962,0.00210438766076431,0.30048591897806,0.0794431888171044,0.370672781736188,0.0283764381297763,0.187370883540557,0.281111961960239,-0.242483921461776,0.160466954643083,0.119156377819844,0.495382907007889,0.12349676455114,0.479693602941835,-0.00796559323982173,0.963777102070504
"PGEN_.00g128900","PGEN_.00g128900","PGEN_.00g128900","pink",NA,NA,NA,NA,-0.381562250467131,0.0237156362672431,0.727102449296049,7.53482536393369e-07,0.513232392823828,0.00161639717748873,0.52511557961896,0.00119989126674875,0.466560082803273,0.00472485778850704,0.18510006535757,0.287088774883127,0.0336224881954056,0.847943242659426,-0.0219571517850237,0.900367150662966,-0.0306239948598722,0.861366431791995,-0.07232942639681,0.679674161509913
"PGEN_.00g088760","PGEN_.00g088760","PGEN_.00g088760","pink",NA,NA,NA,NA,-0.380340036893931,0.0242049175327139,0.766666021624022,7.87310280758771e-08,0.582084960157065,0.000244348266165004,0.314920517521568,0.0653827855873819,0.740885135316968,3.59157589036176e-07,0.086832072109903,0.619903141267706,-0.191635251556501,0.270107329325228,0.0544050247963267,0.756252852591654,0.0299449290694623,0.864411817792527,-0.104050121202547,0.55195626948896
"PGEN_.00g014010","PGEN_.00g014010","PGEN_.00g014010","pink","A6QLH6","SCYL1_BOVIN","GO:0004672; GO:0005524; GO:0005793; GO:0005794; GO:0005801; GO:0005815; GO:0006890","cis-Golgi network [GO:0005801]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi apparatus [GO:0005794]; microtubule organizing center [GO:0005815]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]",-0.379806886564141,0.0244209482683206,0.682846378331028,6.20163449806571e-06,0.524319036128362,0.00122451264988103,0.382989427188337,0.0231546855434639,0.559255184265266,0.000478556102228719,0.188122470946771,0.27915165351677,-0.0774292508504461,0.658412320910043,0.053472701519135,0.760306632247601,0.0115912585755078,0.947308979230731,-0.147700001231692,0.397146249956491
"PGEN_.00g133550","PGEN_.00g133550","PGEN_.00g133550","pink","Q9Y5R2","MMP24_HUMAN","GO:0004222; GO:0005615; GO:0005887; GO:0006508; GO:0008047; GO:0008270; GO:0010001; GO:0030198; GO:0030574; GO:0031012; GO:0032588; GO:0044331; GO:0045296; GO:0050965; GO:0070062; GO:0097150; GO:0098742","extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]; trans-Golgi network membrane [GO:0032588]; cadherin binding [GO:0045296]; enzyme activator activity [GO:0008047]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell adhesion via plasma-membrane adhesion molecules [GO:0098742]; collagen catabolic process [GO:0030574]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; extracellular matrix organization [GO:0030198]; glial cell differentiation [GO:0010001]; neuronal stem cell population maintenance [GO:0097150]; proteolysis [GO:0006508]",-0.379777591661163,0.024432864483915,0.774580711465768,4.75146174119343e-08,0.615543026583349,8.29670245558392e-05,0.662987227921198,1.42583488645564e-05,0.319666014349069,0.0612147744605716,0.0774186093497155,0.658456420722883,0.163100160550822,0.34919087533141,0.320207621865487,0.0607527341918392,0.262313683254017,0.127932034320561,-0.134377444846145,0.441527518592632
"PGEN_.00g033710","PGEN_.00g033710","PGEN_.00g033710","pink","B3EWZ6","MLRP2_ACRMI","GO:0005576; GO:0016020","extracellular region [GO:0005576]; membrane [GO:0016020]",-0.376296980012924,0.0258832579785607,0.817310343715134,2.08878037927359e-09,0.420536783574142,0.0118885238604064,0.664561701820428,1.33776306527902e-05,0.584155093221378,0.000229330960111385,-0.0256494871913849,0.883718238149064,0.208271717874297,0.2298970929961,0.00532758829401348,0.975768829352824,-0.141726838901493,0.416718226030474,-0.10100856005561,0.563701506398002
"PGEN_.00g263880","PGEN_.00g263880","PGEN_.00g263880","pink",NA,NA,NA,NA,-0.3698334280065,0.0287648924561525,0.806680327850505,4.87924569288333e-09,0.463540864283952,0.00503920620346141,0.676256983780848,8.23202285987074e-06,0.354337996700293,0.0367562187803796,0.139930218339398,0.422709462371019,0.145462802488431,0.404413990042798,-0.204859641652465,0.237792751720326,-0.230820300500987,0.182185705937313,0.160748715448878,0.35627666157662
"PGEN_.00g180890","PGEN_.00g180890","PGEN_.00g180890","pink",NA,NA,NA,NA,-0.364522668402344,0.0313251338075441,0.791079540090556,1.54921450275495e-08,0.634501605492774,4.25176802732271e-05,0.399763861715429,0.0173451371930084,0.636262967921997,3.98667710843965e-05,0.0785776936497078,0.65365970647943,-0.128563061002938,0.461712723387714,0.0769802035334737,0.660274216905381,0.0917175267885675,0.600272403506239,-0.0378069320735178,0.829281859170195
"PGEN_.00g311720","PGEN_.00g311720","PGEN_.00g311720","pink","P80147","GABT_PIG","GO:0003867; GO:0005739; GO:0005759; GO:0005829; GO:0009450; GO:0030170; GO:0032144; GO:0032145; GO:0034386; GO:0042135; GO:0042803; GO:0046872; GO:0047298; GO:0048148; GO:0051537","4-aminobutyrate transaminase complex [GO:0032144]; cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; (S)-3-amino-2-methylpropionate transaminase activity [GO:0047298]; 2 iron, 2 sulfur cluster binding [GO:0051537]; 4-aminobutyrate transaminase activity [GO:0003867]; 4-aminobutyrate:2-oxoglutarate transaminase activity [GO:0034386]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; pyridoxal phosphate binding [GO:0030170]; succinate-semialdehyde dehydrogenase binding [GO:0032145]; behavioral response to cocaine [GO:0048148]; gamma-aminobutyric acid catabolic process [GO:0009450]; neurotransmitter catabolic process [GO:0042135]",-0.349594348840732,0.0395346446519998,0.762471270869447,1.02084586091413e-07,0.685915742471887,5.42170986654033e-06,0.679962792501,7.02611907516467e-06,0.2430869269926,0.159397251678725,0.0497867498131283,0.776393896919936,0.192583229047756,0.267699807216648,0.258596476929382,0.133623947377193,0.266747390054764,0.121380471690762,-0.0218189441755815,0.900991192337887
"PGEN_.00g128060","PGEN_.00g128060","PGEN_.00g128060","pink","Q5I047","ACKMT_XENLA","GO:0005739; GO:0016021; GO:0016279; GO:0018022; GO:0018023; GO:0030061; GO:1904058; GO:1905273; GO:1905706","integral component of membrane [GO:0016021]; mitochondrial crista [GO:0030061]; mitochondrion [GO:0005739]; protein-lysine N-methyltransferase activity [GO:0016279]; peptidyl-lysine methylation [GO:0018022]; peptidyl-lysine trimethylation [GO:0018023]; positive regulation of proton-transporting ATP synthase activity, rotational mechanism [GO:1905273]; positive regulation of sensory perception of pain [GO:1904058]; regulation of mitochondrial ATP synthesis coupled proton transport [GO:1905706]",-0.34366789008939,0.0432421253519191,0.714755959086057,1.41074607215389e-06,0.546561464290887,0.000681293446191385,0.441516841521129,0.0079268599913601,0.42009466932473,0.0119873511882972,0.189719169384609,0.275016598303792,-0.0787486012715777,0.652953575530127,0.0929551512578188,0.595342297258162,0.055361523300104,0.752100597672628,-0.192949889685637,0.266772405244923
"PGEN_.00g263900","PGEN_.00g263900","PGEN_.00g263900","pink","Q9VZZ4","PXDN_DROME","GO:0004601; GO:0005615; GO:0006909; GO:0006979; GO:0019806; GO:0020037; GO:0030198; GO:0030199; GO:0031012; GO:0042744; GO:0046872; GO:0062023; GO:0070831","collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; bromide peroxidase activity [GO:0019806]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]; basement membrane assembly [GO:0070831]; collagen fibril organization [GO:0030199]; extracellular matrix organization [GO:0030198]; hydrogen peroxide catabolic process [GO:0042744]; phagocytosis [GO:0006909]; response to oxidative stress [GO:0006979]",-0.329574867593664,0.0531889496867731,0.727159293458482,7.51251903981601e-07,0.550065206516944,0.000618870769944295,0.62760843519079,5.44933563632577e-05,0.374652199218188,0.0265929398505945,0.0883917895361681,0.613606883896532,0.209906803773853,0.226177212640672,-0.0224200578192524,0.898277444840245,-0.0347761778711357,0.842789557296533,0.153871347560179,0.377491727706855
"PGEN_.00g115050","PGEN_.00g115050","PGEN_.00g115050","pink","Q3ZBL4","LZTL1_BOVIN","GO:0005829; GO:0042802; GO:0044877; GO:1903568","cytosol [GO:0005829]; identical protein binding [GO:0042802]; protein-containing complex binding [GO:0044877]; negative regulation of protein localization to ciliary membrane [GO:1903568]",-0.317859502501067,0.0627759842045264,0.505186923036341,0.00196587034562029,0.414397931485077,0.0133241532303404,0.33439160344272,0.0496027618538737,0.255954541491703,0.137781484734156,0.372451227421562,0.027567598021994,0.0497577188524837,0.776520975456017,-0.322201297250404,0.0590756403832005,-0.210103841098183,0.225731727373039,0.432113241521305,0.00953514854717432
"PGEN_.00g328750","PGEN_.00g328750","PGEN_.00g328750","pink",NA,NA,NA,NA,-0.314257706812862,0.0659822777411145,0.684624298234861,5.73826148815141e-06,0.377344563437081,0.0254394453705931,0.448206265568383,0.00692912403466365,0.55874549842426,0.000485524320745872,-0.131050131796775,0.453019073686153,0.0123360131549579,0.943928667528417,-0.0362286462336586,0.83631033312757,-0.118033686975368,0.499483220650529,-0.0813160942538212,0.642381551877556
"PGEN_.00g214280","PGEN_.00g214280","PGEN_.00g214280","pink","Q5XTS1","PLPL8_RABIT","GO:0000139; GO:0004622; GO:0005789; GO:0016021; GO:0016042; GO:0048471","endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]; lysophospholipase activity [GO:0004622]; lipid catabolic process [GO:0016042]",-0.306706597684501,0.073121155218022,0.685710647101323,5.47089387764811e-06,0.40318741950506,0.016323573663508,0.566341996794375,0.000390465010490827,0.277668522527491,0.106313208337462,-0.252018857958939,0.144150160496799,0.139964849863043,0.422593522967796,0.267678756559371,0.120036615724578,0.131044683149861,0.453038022756779,-0.243186982088171,0.159220257514898
"PGEN_.00g190860","PGEN_.00g190860","PGEN_.00g190860","pink","C7G0B5","PIF_PINFU","GO:0005576; GO:0006030; GO:0008061","extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitin metabolic process [GO:0006030]",-0.296905511095713,0.0832694086091371,0.588160055405131,0.000202600222328412,0.385182089768395,0.0223142928671043,0.365660719617935,0.0307613650036505,0.303067478211104,0.0767700270044797,0.419325002068311,0.0121610540379041,-0.077667558689413,0.657425038198609,-0.348169350479625,0.0404017028552495,-0.289193037336075,0.0919936859289471,0.383066358097722,0.0231247626502312
"PGEN_.00g321150","PGEN_.00g321150","PGEN_.00g321150","pink","Q9VUN0","TOLL6_DROME","GO:0003401; GO:0005030; GO:0005886; GO:0008201; GO:0016021; GO:0048495; GO:0060026; GO:0070983","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; heparin binding [GO:0008201]; neurotrophin receptor activity [GO:0005030]; Roundabout binding [GO:0048495]; axis elongation [GO:0003401]; convergent extension [GO:0060026]; dendrite guidance [GO:0070983]",-0.272628331257309,0.113080703225915,0.614506617064008,8.59485592336002e-05,0.41961392462092,0.0120956007340682,0.408392497544659,0.0148672529080215,0.438314433077581,0.00844635255536605,0.133103547379269,0.445908257552999,0.0127227544723438,0.942173691968711,-0.153193995545925,0.37962056915241,-0.1548749519514,0.374350445081891,0.187240166250797,0.281453809373981
"PGEN_.00g190940","PGEN_.00g190940","PGEN_.00g190940","pink","C7G0B5","PIF_PINFU","GO:0005576; GO:0006030; GO:0008061","extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitin metabolic process [GO:0006030]",-0.259384701568511,0.132401657963327,0.580284520756079,0.00025811728607068,0.344337975777386,0.042809391010218,0.375221811319716,0.0263453746731154,0.3007265356675,0.0791910260935013,0.381814228349765,0.0236157875898579,-0.0510316559220574,0.770949924084027,-0.387470367100093,0.0214643754609835,-0.33515721741635,0.0490509907443142,0.378531071228501,0.0249443777191974
"PGEN_.00g237350","PGEN_.00g237350","PGEN_.00g237350","pink",NA,NA,NA,NA,-0.203360953437715,0.241317807389719,0.682742471535606,6.22974157828364e-06,0.334726477529159,0.0493608135245067,0.562493764444844,0.000436318818261857,0.121599282656959,0.486520484308059,0.0327853195812163,0.851686884935285,-0.00542904669920263,0.975307511004665,-0.0191955774689258,0.912846998018167,-0.0903928726826356,0.605568608340974,-0.193056153671792,0.266504024077114
"PGEN_.00g186050","PGEN_.00g186050","PGEN_.00g186050","pink","Q3USW5","FXRD2_MOUSE","GO:0005788; GO:0016491; GO:0030433; GO:0050660","endoplasmic reticulum lumen [GO:0005788]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]; ubiquitin-dependent ERAD pathway [GO:0030433]",-0.174931811607595,0.314847401657397,0.36872530411144,0.0292844093723901,0.220229757439531,0.203637851766772,0.163198811073791,0.348895482582203,0.272735551371097,0.112933448374036,0.326635049426809,0.0554772651674879,-0.0639977579432256,0.714932024958961,-0.462227779851303,0.00518144389969482,-0.366896687143062,0.0301585268125849,0.659028622145123,1.67101468209948e-05
"PGEN_.00g302140","PGEN_.00g302140","PGEN_.00g302140","pink",NA,NA,NA,NA,-0.172215984302446,0.322536641246897,0.642229957554478,3.19589714483969e-05,0.165260137771814,0.342757845425309,0.497773683413378,0.00234466674686206,0.113842747957492,0.51493987965098,-0.0925716253211771,0.59686819705027,-0.0577884887285581,0.741595804058933,-0.21975988192424,0.204628569969272,-0.295888723505415,0.0843815413765038,-0.033178578618475,0.849927910974501
"PGEN_.00g059030","PGEN_.00g059030","PGEN_.00g059030","pink","Q9NDE7","INS_APLCA","GO:0005179; GO:0005576; GO:0007218","extracellular region [GO:0005576]; hormone activity [GO:0005179]; neuropeptide signaling pathway [GO:0007218]",-0.149787539418258,0.390432969112507,0.388238775236876,0.0211850703766696,0.210635509369248,0.224532650730604,0.161091201876652,0.355239279742573,0.314646903161378,0.0656297402979494,0.459502477105588,0.00548772853677895,-0.0825795434499939,0.637204213360706,-0.534219856702758,0.000947921749548679,-0.470874639204625,0.00430507060620416,0.149680162268794,0.390776668302496
"PGEN_.00g319880","PGEN_.00g319880","PGEN_.00g319880","pink",NA,NA,NA,NA,-0.143650784129831,0.410355700762726,0.417893799864728,0.0124897115850949,0.215914638101601,0.212861872665397,0.209284188941623,0.227588824363099,0.28865157157241,0.0926315197584061,0.35315331288187,0.0374347834867796,-0.0580809179797745,0.740333115728351,-0.571616358051749,0.000334596937764526,-0.478576807242184,0.00363541835393693,0.152123034491251,0.383000808496995
