"","substanceBXH","geneSymbol","moduleColor","Uniprot","HGNC","GO.terms","GO.description","GS.proteintotal_protein","p.GS.proteintotal_protein","MM.red","p.MM.red","MM.yellow","p.MM.yellow","MM.pink","p.MM.pink","MM.purple","p.MM.purple","MM.blue","p.MM.blue","MM.turquoise","p.MM.turquoise","MM.black","p.MM.black","MM.brown","p.MM.brown","MM.grey","p.MM.grey","MM.green","p.MM.green","MM.magenta","p.MM.magenta"
"PGEN_.00g159750","PGEN_.00g159750","PGEN_.00g159750","red","P83553","DERM_BIOGL","GO:0005576; GO:0007155","extracellular region [GO:0005576]; cell adhesion [GO:0007155]",0.453751719580433,0.000271357847229457,0.954900408377036,2.82695632710764e-32,0.616293085890225,1.58675837328757e-07,0.069671195957107,0.596831995664621,0.158808055405881,0.225530006170791,0.440682119686594,0.000425250516357654,0.0996615866743965,0.448675414513917,0.201460175455247,0.122697271745976,0.220390204171654,0.0906270610965865,0.293085984721185,0.0230481409475315,-0.10281320805244,0.434385218225975,0.0618842331574215,0.638554952809913
"PGEN_.00g237580","PGEN_.00g237580","PGEN_.00g237580","red","Q64425","LIPP_MYOCO","GO:0004806; GO:0005576; GO:0016042; GO:0046872","extracellular region [GO:0005576]; metal ion binding [GO:0046872]; triglyceride lipase activity [GO:0004806]; lipid catabolic process [GO:0016042]",0.453641063220179,0.000272412663114343,0.932081839051085,2.952195036615e-27,0.614691053102518,1.74396504599619e-07,0.0232885561241423,0.859805670072321,0.182172508956303,0.163587573353808,0.368732413087032,0.00374338926839484,0.192552293653089,0.140492180107802,0.265699114723737,0.0401849221002472,0.314794313029484,0.0142965645411512,0.370846049463557,0.00353505535545533,-0.0405534482361859,0.758353015398586,0.00638941117845927,0.961356400409447
"PGEN_.00g164660","PGEN_.00g164660","PGEN_.00g164660","red","Q16820","MEP1B_HUMAN","GO:0004222; GO:0005576; GO:0005887; GO:0006954; GO:0008270; GO:0017090; GO:0042802; GO:1901998","extracellular region [GO:0005576]; integral component of plasma membrane [GO:0005887]; meprin A complex [GO:0017090]; identical protein binding [GO:0042802]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; inflammatory response [GO:0006954]; toxin transport [GO:1901998]",0.452721877709332,0.000281320359377274,0.838883681611933,5.89895057107163e-17,0.143340691023786,0.274565213764385,0.0281909610951009,0.830691218223362,-0.0796719663242165,0.54510095565239,0.407941084239594,0.00121462347390152,-0.101906381498864,0.438470524169604,-0.0499664619271208,0.704588526632693,0.0898991803355482,0.494548326237654,0.0944021027511914,0.473091626112461,-0.253332692415997,0.0508177947900291,0.116280301315918,0.376284642426685
"PGEN_.00g083890","PGEN_.00g083890","PGEN_.00g083890","red","Q9NQH7","XPP3_HUMAN","GO:0003094; GO:0004177; GO:0005737; GO:0005739; GO:0006508; GO:0016485; GO:0030145; GO:0042803; GO:0070006","cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; aminopeptidase activity [GO:0004177]; manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]; protein homodimerization activity [GO:0042803]; glomerular filtration [GO:0003094]; protein processing [GO:0016485]; proteolysis [GO:0006508]",0.448028228907768,0.000331089333862711,0.63416713702609,5.33045932704103e-08,0.144113355778888,0.271959403680549,0.386030779566769,0.0023166922297735,-0.121691381585017,0.354322796928239,0.529575910981864,1.35588678429619e-05,-0.00856046276715846,0.948241406167956,-0.0749460376129669,0.569275483953394,0.0221234701848197,0.866753798310529,0.154976730573895,0.237066237287045,-0.211845253482312,0.104177719055159,0.262545149497076,0.0427044888866647
"PGEN_.00g265020","PGEN_.00g265020","PGEN_.00g265020","red","P41593","PTH1R_MOUSE","GO:0001501; GO:0001503; GO:0001701; GO:0002062; GO:0002076; GO:0004991; GO:0005623; GO:0005634; GO:0005737; GO:0005886; GO:0005887; GO:0006874; GO:0007166; GO:0007187; GO:0007188; GO:0007189; GO:0007200; GO:0007204; GO:0007568; GO:0008284; GO:0008285; GO:0008528; GO:0016323; GO:0016324; GO:0017046; GO:0030282; GO:0031526; GO:0042803; GO:0043235; GO:0043621; GO:0045453; GO:0048469; GO:0060732","apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; brush border membrane [GO:0031526]; cell [GO:0005623]; cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; G protein-coupled peptide receptor activity [GO:0008528]; parathyroid hormone receptor activity [GO:0004991]; peptide hormone binding [GO:0017046]; protein homodimerization activity [GO:0042803]; protein self-association [GO:0043621]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; aging [GO:0007568]; bone mineralization [GO:0030282]; bone resorption [GO:0045453]; cell maturation [GO:0048469]; cell surface receptor signaling pathway [GO:0007166]; cellular calcium ion homeostasis [GO:0006874]; chondrocyte differentiation [GO:0002062]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; in utero embryonic development [GO:0001701]; negative regulation of cell population proliferation [GO:0008285]; ossification [GO:0001503]; osteoblast development [GO:0002076]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of inositol phosphate biosynthetic process [GO:0060732]; skeletal system development [GO:0001501]",0.44734670565519,0.000338947879989631,0.506075370316949,3.70557421220241e-05,0.305446130982085,0.0176334548629674,-0.00198870888729971,0.98796801240011,0.101893639947971,0.438528078377744,0.325774941835984,0.0110831736745316,0.25964085137645,0.0451382812874261,0.286414605474192,0.0265143898591372,0.324912083624601,0.0113108084374757,0.384885025816641,0.0023934188148506,-0.105754300618181,0.421283777913133,0.12684847585235,0.33414252168445
"PGEN_.00g199810","PGEN_.00g199810","PGEN_.00g199810","red","P28840","NEC1_RAT","GO:0004175; GO:0004252; GO:0005615; GO:0005791; GO:0005802; GO:0006508; GO:0009749; GO:0010035; GO:0010157; GO:0014070; GO:0016020; GO:0016485; GO:0016486; GO:0016540; GO:0021983; GO:0022008; GO:0030133; GO:0030141; GO:0030425; GO:0031016; GO:0031667; GO:0032496; GO:0034774; GO:0042493; GO:0042802; GO:0043005; GO:0043025; GO:0043043; GO:0043204; GO:0043278; GO:0043434; GO:0043559; GO:0043679; GO:0044877; GO:0048471; GO:0048678; GO:0050714; GO:0051087; GO:0051384; GO:0051592; GO:0070542; GO:0070555","axon terminus [GO:0043679]; dendrite [GO:0030425]; extracellular space [GO:0005615]; membrane [GO:0016020]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; rough endoplasmic reticulum [GO:0005791]; secretory granule [GO:0030141]; secretory granule lumen [GO:0034774]; trans-Golgi network [GO:0005802]; transport vesicle [GO:0030133]; chaperone binding [GO:0051087]; endopeptidase activity [GO:0004175]; identical protein binding [GO:0042802]; insulin binding [GO:0043559]; protein-containing complex binding [GO:0044877]; serine-type endopeptidase activity [GO:0004252]; neurogenesis [GO:0022008]; pancreas development [GO:0031016]; peptide biosynthetic process [GO:0043043]; peptide hormone processing [GO:0016486]; pituitary gland development [GO:0021983]; positive regulation of protein secretion [GO:0050714]; protein autoprocessing [GO:0016540]; protein processing [GO:0016485]; proteolysis [GO:0006508]; response to axon injury [GO:0048678]; response to calcium ion [GO:0051592]; response to chlorate [GO:0010157]; response to drug [GO:0042493]; response to fatty acid [GO:0070542]; response to glucocorticoid [GO:0051384]; response to glucose [GO:0009749]; response to inorganic substance [GO:0010035]; response to interleukin-1 [GO:0070555]; response to lipopolysaccharide [GO:0032496]; response to morphine [GO:0043278]; response to nutrient levels [GO:0031667]; response to organic cyclic compound [GO:0014070]; response to peptide hormone [GO:0043434]",0.438105554213184,0.000463654204285995,0.956113705767792,1.30357088207327e-32,0.387675960661612,0.0022103562348297,0.0594287774423738,0.651954396412065,0.0281522930798645,0.830920030528154,0.483911289691117,8.95922699129442e-05,0.0122944620761677,0.925718724503854,0.0953245655503015,0.468758467705999,0.193575590234097,0.138354884908961,0.221907182797341,0.0883727551151018,-0.215842278390231,0.0976561467073242,0.137056376537062,0.296374725532841
"PGEN_.00g273360","PGEN_.00g273360","PGEN_.00g273360","red",NA,NA,NA,NA,0.433584798796636,0.000538722588808164,0.894502477694793,6.11460005539821e-22,0.684773301622785,1.60221949715106e-09,0.0704094612600154,0.592939809878308,0.210212388180762,0.106936861606993,0.41637540498207,0.000936184022707686,0.150495699749092,0.251066185422506,0.273511823401421,0.0344683497336983,0.281216787802556,0.0295099892836816,0.329541021975015,0.0101354074880701,0.034083915830717,0.795994663309916,0.173040098894925,0.186112886539996
"PGEN_.00g085950","PGEN_.00g085950","PGEN_.00g085950","red",NA,NA,NA,NA,0.432136086386256,0.000565014470341696,0.589153953881339,7.3437836963846e-07,0.27936632749807,0.0306426737491199,0.0702241827039955,0.593915546027728,0.544823959011382,6.77694909679731e-06,0.306169463287366,0.0173534442990103,0.296573113803837,0.0213942993963262,0.188206447515115,0.149845199106786,0.18927439618709,0.147505036321211,0.380234248171956,0.00272863786409434,0.0297411224402621,0.821530075357295,0.0522396552692873,0.691806027714874
"PGEN_.00g325090","PGEN_.00g325090","PGEN_.00g325090","red","Q6ZS10","CL17A_HUMAN","GO:0005537; GO:0009986; GO:0016021; GO:0042806; GO:0046872","cell surface [GO:0009986]; integral component of membrane [GO:0016021]; fucose binding [GO:0042806]; mannose binding [GO:0005537]; metal ion binding [GO:0046872]",0.431811412701453,0.000571064085457277,0.887676891819936,3.41726417924873e-21,0.63189271144935,6.14789808238444e-08,0.00455598797559528,0.972439910070834,0.181258990810451,0.165746222982143,0.328543054596476,0.0103794455864587,0.160444147135622,0.220724645062939,0.267040847219262,0.0391509474594964,0.363406486479809,0.0043172762611302,0.333790023240016,0.00915121899687652,-0.0565068835894776,0.668042654283198,0.0485996561095874,0.712313845073388
"PGEN_.00g312070","PGEN_.00g312070","PGEN_.00g312070","red",NA,NA,NA,NA,0.42485915017925,0.000715534641169664,0.763891282887321,1.25379939631942e-12,0.0124289097689948,0.924908739155404,0.171225252012008,0.190843035516571,-0.265615014492503,0.0402504759998676,0.574612035522055,1.578118594565e-06,-0.239198303496796,0.065670503097133,-0.167196689113811,0.201649512411758,-0.0226428542710151,0.863655118641295,0.00208650086181168,0.987376403212481,-0.346708537474111,0.00665094806008997,0.25565623712109,0.0486615470358324
"PGEN_.00g293270","PGEN_.00g293270","PGEN_.00g293270","red","P86854","PLCL_MYTGA","GO:0005576; GO:0030246","extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]",0.419201665907806,0.000856663619215358,0.851439844936258,6.73660550786805e-18,0.809080883205822,5.21837698315569e-15,0.00367347678114351,0.977776892086927,0.303891436912558,0.018248370172295,0.243609451732043,0.0607017556965026,0.329376096423061,0.0101753911241389,0.376633553566324,0.00301620745652477,0.371913324641186,0.00343381345931115,0.410100578289238,0.00113701689782037,-0.022918898055255,0.862009051032107,-0.0614103720433584,0.641132053393568
"PGEN_.00g119470","PGEN_.00g119470","PGEN_.00g119470","red","P05099","MATN1_CHICK","GO:0003429; GO:0005201; GO:0005509; GO:0005615; GO:0031012; GO:0062023","collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201]; growth plate cartilage chondrocyte morphogenesis [GO:0003429]",0.416456906837677,0.000933800685608848,0.812124798974122,3.42561658635882e-15,0.823907781337292,6.23249285601833e-16,-0.0169581242281623,0.897671765293563,0.347511023021979,0.00651758596211953,0.219155161942861,0.0924954546291391,0.292473012365165,0.0233497505193197,0.500349423744101,4.68224899590878e-05,0.335221867910406,0.00883882471578592,0.368739447485195,0.00374267826802659,0.0577366191639701,0.661252960434905,-0.0473586432089478,0.719353185669147
"PGEN_.00g057190","PGEN_.00g057190","PGEN_.00g057190","red","P03952","KLKB1_HUMAN","GO:0002542; GO:0004252; GO:0005576; GO:0005615; GO:0005886; GO:0006508; GO:0007597; GO:0022617; GO:0031638; GO:0031639; GO:0042730; GO:0051919; GO:0070062","extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; serine-type endopeptidase activity [GO:0004252]; blood coagulation, intrinsic pathway [GO:0007597]; extracellular matrix disassembly [GO:0022617]; Factor XII activation [GO:0002542]; fibrinolysis [GO:0042730]; plasminogen activation [GO:0031639]; positive regulation of fibrinolysis [GO:0051919]; proteolysis [GO:0006508]; zymogen activation [GO:0031638]",0.413390156885812,0.00102735312969758,0.955795310485114,1.60054348672805e-32,0.60735089939799,2.67072026927297e-07,-0.00591273561678515,0.96423741029876,0.110152736952873,0.402118019404455,0.375641419275156,0.00310003406167756,0.0432271732238869,0.742952514794658,0.17903650247368,0.171084992983414,0.219477084881784,0.0920055663453068,0.234578138727098,0.0712194607532708,-0.120675975406306,0.35838272609047,0.0299748876603901,0.820150592409786
"PGEN_.00g009930","PGEN_.00g009930","PGEN_.00g009930","red","Q5G266","NETR_TRAPH","GO:0004252; GO:0005044; GO:0005576; GO:0005886; GO:0006887; GO:0030424","axon [GO:0030424]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; scavenger receptor activity [GO:0005044]; serine-type endopeptidase activity [GO:0004252]; exocytosis [GO:0006887]",0.408587383839015,0.00119091212822666,0.927135488038107,2.11571506401781e-26,0.354894957548685,0.00539631670707363,0.0636284495562383,0.629105771914164,-0.00689881353577055,0.958278134990438,0.482157872197414,9.58280075103748e-05,-0.00538778965686713,0.967410689484984,0.0511287761288597,0.698042246075577,0.207370899843352,0.11187229590669,0.22685889821741,0.0813194046497775,-0.203968874450067,0.118009365539804,0.131712503910187,0.315784787222674
"PGEN_.00g315380","PGEN_.00g315380","PGEN_.00g315380","red","P41366","VMO1_CHICK","GO:0005615; GO:0005623","cell [GO:0005623]; extracellular space [GO:0005615]",0.405412034111659,0.0013115440878054,0.866420545680985,3.83688408215387e-19,0.206020775828786,0.114277821092952,0.116122452846418,0.376937332559297,-0.0997129480073539,0.448440466940409,0.548986664196571,5.57472462443015e-06,-0.0424874944741933,0.747203297965396,-0.0336070980230239,0.798788472061969,0.128766418191065,0.326825360061616,0.169955670087153,0.194202856583686,-0.241225221076926,0.0633482796528167,0.24319180887787,0.0611587863521785
"PGEN_.00g115560","PGEN_.00g115560","PGEN_.00g115560","red",NA,NA,NA,NA,0.40165542552734,0.00146835825097108,0.854951855064354,3.54230696644991e-18,0.764361447528314,1.19186570955937e-12,0.113693855778475,0.387064874710206,0.32103190140794,0.0123851153724968,0.292139095656614,0.0235154514326617,0.213900840642571,0.100782961923673,0.266474590215077,0.0395846046316677,0.245408620127682,0.0587643182161291,0.325687996437773,0.0111059301822999,0.038417155425657,0.770725730966237,0.0301323815741262,0.81922150282475
"PGEN_.00g281940","PGEN_.00g281940","PGEN_.00g281940","red",NA,NA,NA,NA,0.392577931699551,0.00191886064699794,0.915772504140893,1.20592806623287e-24,0.434616468689964,0.000520681378376291,0.0146088394012161,0.911786822082612,0.0831148066964712,0.527808244055066,0.373124710042397,0.0033220221334707,0.0281784524651143,0.830765234676727,0.104393627732475,0.427316771859425,0.247542059084937,0.0565320460005432,0.242086567361679,0.0623816640207848,-0.144481858665992,0.270722454886699,0.0193376837589272,0.883406904573309
"PGEN_.00g256100","PGEN_.00g256100","PGEN_.00g256100","red","B5X3C1","GALC_SALSA","GO:0004336; GO:0005764; GO:0006683","lysosome [GO:0005764]; galactosylceramidase activity [GO:0004336]; galactosylceramide catabolic process [GO:0006683]",0.39094560424816,0.00201186404081569,0.668668671056916,5.25950371761847e-09,0.641003455103998,3.44705414342316e-08,-0.104042738294912,0.428880467668805,0.184302192367973,0.158635374058495,0.15956321787352,0.223303058573096,0.186808963949928,0.152948973378129,0.310031727088759,0.0159217285016244,0.346808889889589,0.00663414122874849,0.327559832878994,0.0106248405033941,0.0490595887159766,0.709711004782627,-0.0409450960674638,0.756091139011117
"PGEN_.00g211330","PGEN_.00g211330","PGEN_.00g211330","red","Q6UVY6","MOXD1_HUMAN","GO:0004500; GO:0005507; GO:0005615; GO:0005737; GO:0005789; GO:0006589; GO:0016021; GO:0016715; GO:0030667; GO:0042420; GO:0042421","cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; secretory granule membrane [GO:0030667]; copper ion binding [GO:0005507]; dopamine beta-monooxygenase activity [GO:0004500]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen [GO:0016715]; dopamine catabolic process [GO:0042420]; norepinephrine biosynthetic process [GO:0042421]; octopamine biosynthetic process [GO:0006589]",0.390045517497163,0.00206485190768503,0.706909473052141,2.74897211226618e-10,0.304352728035267,0.0180640406619858,0.0895774156652567,0.49610070633532,-0.120563165718922,0.358835528318529,0.40758675011977,0.00122780264420872,-0.113962687790295,0.385935924658628,0.0542256361916476,0.680707987583313,-0.0386327917807987,0.769474196513849,0.0462918685184877,0.725422812539111,-0.163231483955843,0.212703520191418,0.0671213091170176,0.610361393920933
"PGEN_.00g158570","PGEN_.00g158570","PGEN_.00g158570","red",NA,NA,NA,NA,0.389480956497912,0.00209872022351338,0.878278406201351,3.07115575692716e-20,0.585474342190181,8.94359103094891e-07,0.0695196234538562,0.597632495215796,0.0829530980962258,0.528614335758725,0.433770235274879,0.000535438569940122,0.0419776031196564,0.750137914544455,0.181628034340474,0.164871671912162,0.283449313335384,0.0281903212262335,0.279015969294902,0.0308611733018415,-0.0771486053354407,0.557946815688292,0.0892154974498017,0.497849831137223
"PGEN_.00g052840","PGEN_.00g052840","PGEN_.00g052840","red","A2ASQ1","AGRIN_MOUSE","GO:0001932; GO:0001934; GO:0002162; GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0005796; GO:0005829; GO:0005886; GO:0007009; GO:0007268; GO:0007416; GO:0007528; GO:0008045; GO:0009887; GO:0009888; GO:0009986; GO:0016021; GO:0016358; GO:0030054; GO:0030548; GO:0032092; GO:0033691; GO:0035374; GO:0036122; GO:0042030; GO:0042383; GO:0043083; GO:0043087; GO:0043113; GO:0043395; GO:0043525; GO:0043547; GO:0044295; GO:0044325; GO:0045202; GO:0045213; GO:0045887; GO:0045944; GO:0050431; GO:0050731; GO:0050807; GO:0051290; GO:0051491; GO:0055117; GO:0061098; GO:0062023; GO:0070507; GO:0071340; GO:0086036; GO:0098978; GO:1902667; GO:1903277; GO:1903407; GO:2000541","axonal growth cone [GO:0044295]; basement membrane [GO:0005604]; cell junction [GO:0030054]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; Golgi lumen [GO:0005796]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; synapse [GO:0045202]; synaptic cleft [GO:0043083]; acetylcholine receptor regulator activity [GO:0030548]; ATPase inhibitor activity [GO:0042030]; BMP binding [GO:0036122]; calcium ion binding [GO:0005509]; chondroitin sulfate binding [GO:0035374]; dystroglycan binding [GO:0002162]; heparan sulfate proteoglycan binding [GO:0043395]; ion channel binding [GO:0044325]; sialic acid binding [GO:0033691]; transforming growth factor beta binding [GO:0050431]; animal organ morphogenesis [GO:0009887]; chemical synaptic transmission [GO:0007268]; dendrite development [GO:0016358]; motor neuron axon guidance [GO:0008045]; negative regulation of sodium ion export across plasma membrane [GO:1903277]; negative regulation of sodium:potassium-exchanging ATPase activity [GO:1903407]; neuromuscular junction development [GO:0007528]; neurotransmitter receptor metabolic process [GO:0045213]; plasma membrane organization [GO:0007009]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of GTPase activity [GO:0043547]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of protein binding [GO:0032092]; positive regulation of protein geranylgeranylation [GO:2000541]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of protein tyrosine kinase activity [GO:0061098]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein heterotetramerization [GO:0051290]; receptor clustering [GO:0043113]; regulation of axon guidance [GO:1902667]; regulation of cardiac muscle cell membrane potential [GO:0086036]; regulation of cardiac muscle contraction [GO:0055117]; regulation of GTPase activity [GO:0043087]; regulation of microtubule cytoskeleton organization [GO:0070507]; regulation of protein phosphorylation [GO:0001932]; regulation of synapse organization [GO:0050807]; skeletal muscle acetylcholine-gated channel clustering [GO:0071340]; synapse assembly [GO:0007416]; tissue development [GO:0009888]",0.389354464321054,0.00210637624178264,0.622702067358639,1.08159877165941e-07,0.615002818467354,1.71226737964941e-07,0.0012575546311654,0.992391436969757,0.41460573545377,0.000989305704325875,0.101798521368982,0.438957867241113,0.322190068039799,0.0120556045544077,0.474203556570444,0.000129445534317181,0.437589927079586,0.000471707876791897,0.411035708361062,0.00110481809426802,0.1221505920664,0.352496050420051,-0.0934676994143162,0.477502663696704
"PGEN_.00g279490","PGEN_.00g279490","PGEN_.00g279490","red","P42231","STA5A_SHEEP","GO:0001553; GO:0001779; GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0007259; GO:0007565; GO:0007595; GO:0008284; GO:0019218; GO:0019221; GO:0019915; GO:0030155; GO:0030856; GO:0030879; GO:0040018; GO:0042104; GO:0043029; GO:0043066; GO:0045086; GO:0045579; GO:0045647; GO:0045931; GO:0045944; GO:0046543; GO:0050729; GO:0060397","cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; cytokine-mediated signaling pathway [GO:0019221]; development of secondary female sexual characteristics [GO:0046543]; female pregnancy [GO:0007565]; growth hormone receptor signaling pathway via JAK-STAT [GO:0060397]; lactation [GO:0007595]; lipid storage [GO:0019915]; luteinization [GO:0001553]; mammary gland development [GO:0030879]; natural killer cell differentiation [GO:0001779]; negative regulation of apoptotic process [GO:0043066]; negative regulation of erythrocyte differentiation [GO:0045647]; positive regulation of activated T cell proliferation [GO:0042104]; positive regulation of B cell differentiation [GO:0045579]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-2 biosynthetic process [GO:0045086]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of transcription by RNA polymerase II [GO:0045944]; receptor signaling pathway via JAK-STAT [GO:0007259]; regulation of cell adhesion [GO:0030155]; regulation of epithelial cell differentiation [GO:0030856]; regulation of steroid metabolic process [GO:0019218]; T cell homeostasis [GO:0043029]",0.381690588533558,0.0026194349751416,0.556970153003719,3.80493566118565e-06,0.340211284406202,0.00782158051956237,0.132586890746564,0.31255444417641,0.688935226243195,1.16397335545974e-09,0.341665653273815,0.00754498424547943,0.419693239460633,0.000843472617925063,0.28449477016179,0.0275895790504584,0.326037663605664,0.0110146555414704,0.4961078029333,5.55336000374045e-05,0.0630746892406012,0.6320994244373,0.0668798532782547,0.611649372607315
"PGEN_.00g340090","PGEN_.00g340090","PGEN_.00g340090","red","A6H584","CO6A5_MOUSE","GO:0005576; GO:0005581; GO:0007155; GO:0031012; GO:0062023","collagen trimer [GO:0005581]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; cell adhesion [GO:0007155]",0.380695814650988,0.00269359714008852,0.942377587003576,2.89767345817879e-29,0.485490120005349,8.42989753638076e-05,0.0165994018260096,0.899825125309049,0.0977604631340337,0.457419652077296,0.354812138586277,0.00540788663579201,0.049533304069997,0.707033610103677,0.127314434421273,0.332355449304612,0.208964890520905,0.109082560703328,0.224250595010164,0.0849771234102659,-0.13517318439946,0.303124169450684,0.0320335200538741,0.808026140043116
"PGEN_.00g173270","PGEN_.00g173270","PGEN_.00g173270","red",NA,NA,NA,NA,0.377989519097574,0.00290489794410547,0.871392413327631,1.37210321165328e-19,0.789666237502552,6.47727407579803e-14,-0.0324820829766397,0.805390140994316,0.311968085128953,0.0152428339279545,0.231742536081266,0.0748063744391911,0.219893868589897,0.0913743409808011,0.338084694132818,0.00824193461219428,0.273678618803308,0.0343541014864521,0.32696040085734,0.0107769003399798,0.0346606397458014,0.792618879865657,-0.0611178091451523,0.642725269148469
"PGEN_.00g181850","PGEN_.00g181850","PGEN_.00g181850","red",NA,NA,NA,NA,0.377462913913902,0.0029476851470977,0.541995787412201,7.72701731729931e-06,0.272592941477635,0.0351034290394963,0.163870629804188,0.21089351817496,0.256694879270793,0.0477221842450763,0.351851415601092,0.00583609031657577,0.357156412402274,0.00508868462864676,0.126843107212621,0.334163146911341,0.221316458250652,0.0892453099191436,0.372856352710879,0.00334650500044054,-0.210528732497785,0.106397959938334,0.0704464336051393,0.592745187343775
"PGEN_.00g293610","PGEN_.00g293610","PGEN_.00g293610","red",NA,NA,NA,NA,0.376848122436877,0.00299834531203845,0.894782921778456,5.68299229895675e-22,0.739111106868192,1.55069264465715e-11,0.0503390115505468,0.702487937869007,0.329510440698491,0.0101428111392657,0.259437995811383,0.0453124431348464,0.299237153608794,0.0201996472969883,0.410085198311745,0.00113755345475374,0.371041207289828,0.00351634745409525,0.396033965121018,0.00173452592686724,-0.0181696146980033,0.890404870977056,-0.120762362889641,0.358036215615398
"PGEN_.00g297360","PGEN_.00g297360","PGEN_.00g297360","red",NA,NA,NA,NA,0.374095480669224,0.00323477770612108,0.842529567575644,3.20367602053619e-17,0.670474141521492,4.6201478101109e-09,0.135383474732981,0.302365583413016,0.159076916290657,0.224735381463071,0.520838257324351,1.98770179005126e-05,0.181411201924825,0.165385105600241,0.366296737141594,0.00399688051017879,0.24820752363025,0.0558499889421563,0.318325999571124,0.0131853886319349,-0.0761268743416609,0.563188684824431,0.167403225395933,0.20108513690751
"PGEN_.00g009610","PGEN_.00g009610","PGEN_.00g009610","red","Q6RG02","VIT_PENME","GO:0005319; GO:0008289; GO:0045735; GO:0048477","lipid binding [GO:0008289]; lipid transporter activity [GO:0005319]; nutrient reservoir activity [GO:0045735]; oogenesis [GO:0048477]",0.37338151715969,0.00329874188459999,0.808089945872437,5.97505659629185e-15,0.624717255362542,9.57089136426435e-08,0.321020443634386,0.0123884136499883,0.117673799928852,0.37055215670341,0.640569138427482,3.54498920988521e-08,0.268677660371162,0.0379194656356007,0.422696462188404,0.000766790106767483,0.478209150993011,0.000111358582716273,0.489364908983381,7.25040052382071e-05,-0.115988050727749,0.377493609594592,0.312214691213811,0.0151581810770134
"PGEN_.00g330430","PGEN_.00g330430","PGEN_.00g330430","red",NA,NA,NA,NA,0.369563731712623,0.00366018689708991,0.52069521599776,2.0000133171654e-05,0.191768898428557,0.14214504781229,0.00824176948988628,0.950165812186584,0.375706612862511,0.00309446295390114,0.280264544458506,0.0300884069050695,0.240560676345785,0.0641022479770287,0.0459033887937964,0.727637347305087,0.102787020226629,0.434502894788189,0.297100512897714,0.0211531514083567,-0.116299926127659,0.37620354298414,0.0529740733869062,0.6876942920024
