"","Pgen_ID","gene","day_count","Days","Category"
"167","PGEN_.00g226740","Angiomotin",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"168","PGEN_.00g230550","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"169","PGEN_.00g231680","Tyrosine-protein kinase HTK16 (EC 2.7.10.2)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"170","PGEN_.00g232090","Guanine nucleotide exchange factor DBS (DBL's big sister) (MCF2-transforming sequence-like protein) (OST oncogene)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"171","PGEN_.00g233280",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"172","PGEN_.00g233710","Serine/threonine-protein kinase 24 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 3) (MST-3) (STE20-like kinase MST3) [Cleaved into: Serine/threonine-protein kinase 24 35 kDa subunit (Mammalian STE20-like protein kinase 3 N-terminal) (MST3/N); Serine/threonine-protein kinase 24 12 kDa subunit (Mammalian STE20-like protein kinase 3 C-terminal) (MST3/C)]",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"173","PGEN_.00g238430","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (EC 3.1.3.86) (AblSH3-binding protein) (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"174","PGEN_.00g238440","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (EC 3.1.3.86) (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (Protein 51C) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"175","PGEN_.00g239040",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"176","PGEN_.00g239300",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"177","PGEN_.00g239770","Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"178","PGEN_.00g240310",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"179","PGEN_.00g244000","Antiviral innate immune response receptor RIG-I (DEAD box protein 58) (Probable ATP-dependent RNA helicase DDX58) (EC 3.6.4.13) (RIG-I-like receptor 1) (RLR-1) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"180","PGEN_.00g246970","Uncharacterized protein PAE1111",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"181","PGEN_.00g247340","SH3 domain-binding protein 2 (3BP-2)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"182","PGEN_.00g248450","MORN repeat-containing protein 4 (Retinophilin)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"183","PGEN_.00g254100","LWamide neuropeptides [Cleaved into: LWamide I; LWamide II; LWS]",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"184","PGEN_.00g256420",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"185","PGEN_.00g258210","SH3 and PX domain-containing protein 2A (Adapter protein TKS5) (Five SH3 domain-containing protein) (SH3 multiple domains protein 1) (Tyrosine kinase substrate with five SH3 domains)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"186","PGEN_.00g259100","Histone-lysine N-methyltransferase NSD2 (EC 2.1.1.-) (Multiple myeloma SET domain-containing protein) (MMSET) (Nuclear SET domain-containing protein 2) (Protein trithorax-5) (Wolf-Hirschhorn syndrome candidate 1 protein)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"187","PGEN_.00g260450","Nostrin (BM247 homolog) (Nitric oxide synthase traffic inducer) (Nitric oxide synthase trafficker) (eNOS-trafficking inducer)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"188","PGEN_.00g261160",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"189","PGEN_.00g262270",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"190","PGEN_.00g266680","Tyrosine-protein phosphatase non-receptor type 4 (EC 3.1.3.48) (Protein-tyrosine phosphatase MEG1) (MEG) (PTPase-MEG1)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"191","PGEN_.00g267430","5-hydroxytryptamine receptor (5-HT receptor) (Serotonin receptor)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"192","PGEN_.00g270700","Zinc finger protein 622 (Liver regeneration-related protein LRRG121)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"193","PGEN_.00g271100","Fibroblast growth factor receptor 1 (FGFR-1) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1) (BFGFR) (bFGF-R-1) (Fms-like tyrosine kinase 2) (FLT-2) (N-sam) (Proto-oncogene c-Fgr) (CD antigen CD331)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"194","PGEN_.00g271290",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"195","PGEN_.00g271420","Protein NLRC3",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"196","PGEN_.00g271820","SAP domain-containing ribonucleoprotein (Nuclear protein Hcc-1)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"197","PGEN_.00g271860","14-3-3 protein beta/alpha-B",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"198","PGEN_.00g272080","Cullin-2 (CUL-2)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"199","PGEN_.00g275400",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"200","PGEN_.00g280040",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"201","PGEN_.00g280460","DBH-like monooxygenase protein 2 homolog (EC 1.14.17.-)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"202","PGEN_.00g281280",NA,2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"203","PGEN_.00g286670","Protein artichoke",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"204","PGEN_.00g286700","Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"205","PGEN_.00g288070",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"206","PGEN_.00g289670",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"207","PGEN_.00g290100",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"208","PGEN_.00g290460",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"209","PGEN_.00g292360",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"210","PGEN_.00g298310",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"211","PGEN_.00g298760","Protein tyrosine phosphatase type IVA 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 4a1) (Protein-tyrosine phosphatase of regenerating liver 1) (PRL-1)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"212","PGEN_.00g299390","26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (MAD1)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"213","PGEN_.00g302210",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"214","PGEN_.00g302370","Probable E3 ubiquitin-protein ligase RNF217 (EC 2.3.2.31) (IBR domain-containing protein 1) (RING finger protein 217)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"215","PGEN_.00g302770","Toll-like receptor 3 (CD antigen CD283)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"216","PGEN_.00g305870",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"217","PGEN_.00g310850",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"218","PGEN_.00g311890",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"219","PGEN_.00g312430","Death-associated inhibitor of apoptosis 2 (Apoptosis 2 inhibitor) (IAP homolog A) (IAP-like protein) (ILP) (dILP) (Inhibitor of apoptosis 2)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"220","PGEN_.00g313550",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"221","PGEN_.00g314840","von Willebrand factor D and EGF domain-containing protein",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"222","PGEN_.00g315040","von Willebrand factor D and EGF domain-containing protein",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"223","PGEN_.00g316240","Zinc finger protein 384 (Cas-associated zinc finger protein) (Nuclear matrix transcription factor 4) (Nuclear matrix protein 4)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"224","PGEN_.00g316600","EF-hand domain-containing protein D2 (Swiprosin-1)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"225","PGEN_.00g316700","Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1) (Erythrocyte phospholipid scramblase) (MmTRA1b)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"226","PGEN_.00g317790",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"227","PGEN_.00g320730",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"228","PGEN_.00g320760","Zinc finger protein 37 (Zfp-37)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"229","PGEN_.00g322450","Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"230","PGEN_.00g323730","COP9 signalosome complex subunit 7b (SGN7b) (Signalosome subunit 7b)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"231","PGEN_.00g326570","Calsyntenin-1 (Alcadein-alpha) (Alc-alpha) (Alzheimer-related cadherin-like protein) (Non-classical cadherin XB31alpha) [Cleaved into: Soluble Alc-alpha (SAlc-alpha); CTF1-alpha (C-terminal fragment 1-alpha)]",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"232","PGEN_.00g326580","Calsyntenin-1 (Alcadein-alpha) (Alc-alpha) (Alzheimer-related cadherin-like protein) (Non-classical cadherin XB31alpha) [Cleaved into: Soluble Alc-alpha (SAlc-alpha); CTF1-alpha (C-terminal fragment 1-alpha)]",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"233","PGEN_.00g328520",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"234","PGEN_.00g329220","von Willebrand factor A domain-containing protein 2 (A domain-containing protein similar to matrilin and collagen) (AMACO) (Colon cancer secreted protein 2) (CCSP-2)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"235","PGEN_.00g329270","Activin receptor type-1 (EC 2.7.11.30) (Activin receptor type I) (Type I TGF B receptor)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"236","PGEN_.00g329300","Protein PLANT CADMIUM RESISTANCE 2 (AtPCR2)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"237","PGEN_.00g329660",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"238","PGEN_.00g330740","Lysosomal thioesterase PPT2 (PPT-2) (EC 3.1.2.-)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"239","PGEN_.00g334510","Suppressor of cytokine signaling 7 (SOCS-7) (Nck, Ash and phospholipase C gamma-binding protein) (Nck-associated protein 4) (NAP-4)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"240","PGEN_.00g335860","Metabotropic glutamate receptor 2 (mGluR2)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"241","PGEN_.00g343160",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"242","PGEN_.00g348000",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"243","PGEN_.00g348020",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
