"","Pgen_ID","gene","day_count","Days","Category"
"164","PGEN_.00g057150","Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (YNL)",3,"c(Day7, Day21, Day14)","all_days"
"165","PGEN_.00g057170","Plasma kallikrein (EC 3.4.21.34) (Fletcher factor) (Kininogenin) (Plasma prekallikrein) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain]",3,"c(Day14, Day7, Day21)","all_days"
"166","PGEN_.00g057190","Plasma kallikrein (EC 3.4.21.34) (Fletcher factor) (Kininogenin) (Plasma prekallikrein) (PKK) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain]",3,"c(Day14, Day21, Day7)","all_days"
"167","PGEN_.00g057310","Four-domain proteases inhibitor (McaPI)",3,"c(Day7, Day14, Day21)","all_days"
"168","PGEN_.00g057550","Copine family protein 2",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"169","PGEN_.00g057660","Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (HCDH) (EC 1.1.1.35) (Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase) (Short-chain 3-hydroxyacyl-CoA dehydrogenase)",3,"c(Day7, Day14, Day21)","all_days"
"170","PGEN_.00g058260",NA,2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"171","PGEN_.00g059510","Protein GDAP2 homolog",3,"c(Day21, Day14, Day7)","all_days"
"172","PGEN_.00g059680",NA,3,"c(Day7, Day14, Day21)","all_days"
"173","PGEN_.00g060060","E3 ubiquitin-protein ligase TRIM56 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM56) (Tripartite motif-containing protein 56)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"174","PGEN_.00g060690","Neurotactin",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"175","PGEN_.00g061690",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"176","PGEN_.00g061750",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"177","PGEN_.00g063940","Transmembrane channel-like protein 1",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"178","PGEN_.00g064390","Putative defense protein 1 (DFP-1)",3,"c(Day21, Day7, Day14)","all_days"
"179","PGEN_.00g064470","Catalase (EC 1.11.1.6)",3,"c(Day7, Day14, Day21)","all_days"
"180","PGEN_.00g064910","Polycomb protein EED",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"181","PGEN_.00g065040","Alpha-parvin (Actopaxin)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"182","PGEN_.00g067120","Nucleolar pre-ribosomal-associated protein 1 (Nucleolar protein 254 kDa) (URB1 ribosome biogenesis 1 homolog)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"183","PGEN_.00g068260","3-hydroxybutyrate dehydrogenase type 2 (EC 1.1.1.-) (EC 1.1.1.30) (R-beta-hydroxybutyrate dehydrogenase)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"184","PGEN_.00g068980","Chloride intracellular channel protein 5",3,"c(Day7, Day14, Day21)","all_days"
"185","PGEN_.00g069180","Peroxisomal bifunctional enzyme (PBE) (PBFE) [Includes: Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase (EC 4.2.1.17) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"186","PGEN_.00g069200","Aldo-keto reductase IolS (EC 1.1.1.-) (AKR11A) (Vegetative protein 147) (VEG147)",3,"c(Day21, Day7, Day14)","all_days"
"187","PGEN_.00g069320","Aldo-keto reductase IolS (EC 1.1.1.-) (AKR11A) (Vegetative protein 147) (VEG147)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"188","PGEN_.00g069760","Guanine nucleotide exchange protein smcr8a (Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog A)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"189","PGEN_.00g070040","Apolipophorins [Cleaved into: Apolipophorin-2 (Apolipophorin II) (apoLp-2); Apolipophorin-1 (Apolipophorin I) (apoLp-1)]",3,"c(Day7, Day21, Day14)","all_days"
"190","PGEN_.00g070070","Inner centromere protein",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"191","PGEN_.00g070150","5'-nucleotidase (5'-NT) (EC 3.1.3.5) (Ecto-5'-nucleotidase) (CD antigen CD73)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"192","PGEN_.00g070780",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"193","PGEN_.00g070790",NA,3,"c(Day14, Day21, Day7)","all_days"
"194","PGEN_.00g071440","Rho GTPase-activating protein 20 (Rho-type GTPase-activating protein 20)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"195","PGEN_.00g071610","Death-associated inhibitor of apoptosis 1 (EC 2.3.2.27) (Apoptosis 1 inhibitor) (E3 ubiquitin-protein ligase th) (Inhibitor of apoptosis 1) (Protein thread) (RING-type E3 ubiquitin transferase Diap1)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"196","PGEN_.00g073190","Apolipophorins [Cleaved into: Apolipophorin-2 (Apolipophorin II) (apoLp-2); Apolipophorin-1 (Apolipophorin I) (apoLp-1)]",3,"c(Day21, Day14, Day7)","all_days"
"197","PGEN_.00g073290","Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)]",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"198","PGEN_.00g073440","Putative ferric-chelate reductase 1 homolog (DmSDR2) (EC 1.-.-.-)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"199","PGEN_.00g073560","Metal regulatory transcription factor 1 (MRE-binding transcription factor) (Transcription factor MTF-1)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"200","PGEN_.00g073890","Hexokinase type 2 (EC 2.7.1.1)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"201","PGEN_.00g074490","Kelch-like protein 6",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"202","PGEN_.00g074890","Uncharacterized methyltransferase-like C25B8.10 (EC 2.1.1.-)",3,"c(Day7, Day21, Day14)","all_days"
"203","PGEN_.00g077860","Sorting nexin-12",3,"c(Day21, Day7, Day14)","all_days"
"204","PGEN_.00g078540","Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain)",3,"c(Day14, Day7, Day21)","all_days"
"205","PGEN_.00g078550","Collagen alpha-6(VI) chain",3,"c(Day7, Day14, Day21)","all_days"
"206","PGEN_.00g079270",NA,3,"c(Day21, Day14, Day7)","all_days"
"207","PGEN_.00g080030","Coronin-7 (Crn7) (70 kDa WD repeat tumor rejection antigen)",3,"c(Day14, Day7, Day21)","all_days"
"208","PGEN_.00g080200","V-type proton ATPase 16 kDa proteolipid subunit (V-ATPase 16 kDa proteolipid subunit) (15 kDa mediatophore protein) (Vacuolar proton pump 16 kDa proteolipid subunit)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"209","PGEN_.00g080280",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"210","PGEN_.00g080690","H(+)/Cl(-) exchange transporter 3 (Chloride channel protein 3) (ClC-3) (Chloride transporter ClC-3)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"211","PGEN_.00g081470","Beta-1,3-galactosyltransferase 1 (Beta-1,3-GalTase 1) (Beta3Gal-T1) (Beta3GalT1) (EC 2.4.1.86) (UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase-I) (UDP-galactose:beta-N-acetyl-glucosamine-beta-1,3-galactosyltransferase 1)",3,"c(Day21, Day14, Day7)","all_days"
"212","PGEN_.00g082240","Alpha-galactosidase A (EC 3.2.1.22) (Alpha-D-galactosidase A) (Alpha-D-galactoside galactohydrolase) (Melibiase)",3,"c(Day14, Day7, Day21)","all_days"
"213","PGEN_.00g082930","Integrin-linked protein kinase (EC 2.7.11.1)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"214","PGEN_.00g083750","Steroid receptor RNA activator 1 (Steroid receptor RNA activator protein) (SRAP)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"215","PGEN_.00g084890","Protocadherin-11 X-linked (Protocadherin-11) (Protocadherin on the X chromosome)",3,"c(Day14, Day21, Day7)","all_days"
"216","PGEN_.00g085780","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)",3,"c(Day21, Day7, Day14)","all_days"
"217","PGEN_.00g085790","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (MP70) (MP78)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"218","PGEN_.00g085800","Uncharacterized protein sll1483",3,"c(Day14, Day21, Day7)","all_days"
"219","PGEN_.00g085950",NA,2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"220","PGEN_.00g085970",NA,2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"221","PGEN_.00g086450","CAP-Gly domain-containing linker protein 1 (Cytoplasmic linker protein 170) (CLIP-170) (Restin)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"222","PGEN_.00g086610","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)",3,"c(Day21, Day14, Day7)","all_days"
"223","PGEN_.00g086660","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"224","PGEN_.00g087530","Scavenger receptor cysteine-rich domain superfamily protein (ApSRCR1)",3,"c(Day14, Day7, Day21)","all_days"
"225","PGEN_.00g087550",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"226","PGEN_.00g087850","Protein HEG homolog 1",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"227","PGEN_.00g088100","Coadhesin (Fragment)",3,"c(Day7, Day14, Day21)","all_days"
"228","PGEN_.00g089060",NA,2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"229","PGEN_.00g090200",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"230","PGEN_.00g091340","Collectin-12 (Collectin placenta protein 1) (CL-P1) (hCL-P1) (Nurse cell scavenger receptor 2) (Scavenger receptor class A member 4) (Scavenger receptor with C-type lectin)",3,"c(Day7, Day21, Day14)","all_days"
"231","PGEN_.00g091400",NA,2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"232","PGEN_.00g092320","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3)",3,"c(Day7, Day14, Day21)","all_days"
"233","PGEN_.00g093570",NA,3,"c(Day14, Day7, Day21)","all_days"
"234","PGEN_.00g094130",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"235","PGEN_.00g094320","Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 (Leucine-rich repeat neuronal protein 6C)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"236","PGEN_.00g094980","Neutral cholesterol ester hydrolase 1 (NCEH) (EC 3.1.1.-) (Arylacetamide deacetylase-like 1) (Chlorpyrifos oxon-binding protein) (CPO-BP)",3,"c(Day7, Day14, Day21)","all_days"
"237","PGEN_.00g095320","Interferon-induced very large GTPase 1 (Very large-inducible GTPase-1) (VLIG-1)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"238","PGEN_.00g095380","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)",3,"c(Day21, Day7, Day14)","all_days"
"239","PGEN_.00g095390","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3)",3,"c(Day21, Day7, Day14)","all_days"
"240","PGEN_.00g097020",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"241","PGEN_.00g100690","SH3 domain-containing protein 19 (ADAM-binding protein Eve-1) (EEN-binding protein) (EBP)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"242","PGEN_.00g103630","Sodium/glucose cotransporter 2 (Na(+)/glucose cotransporter 2) (Low affinity sodium-glucose cotransporter) (Solute carrier family 5 member 2)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"243","PGEN_.00g106710",NA,3,"c(Day7, Day14, Day21)","all_days"
"244","PGEN_.00g106740",NA,2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"245","PGEN_.00g108800","Angiotensin-converting enzyme (ACE) (EC 3.2.1.-) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (Fragment)",3,"c(Day14, Day21, Day7)","all_days"
"246","PGEN_.00g108910","Collagen alpha-1(XX) chain",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"247","PGEN_.00g110320",NA,2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"248","PGEN_.00g110480",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"249","PGEN_.00g111310","cAMP-regulated phosphoprotein 21 (ARPP-21) (Thymocyte cAMP-regulated phosphoprotein)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"250","PGEN_.00g111590","Complement C1q tumor necrosis factor-related protein 4 (C1q/TNF-related protein 4)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"251","PGEN_.00g111730","V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (V-ATPase 69 kDa subunit) (Vacuolar proton pump subunit alpha)",3,"c(Day21, Day14, Day7)","all_days"
"252","PGEN_.00g112080","Monocarboxylate transporter 12 (MCT 12) (Creatine transporter 2) (CRT2) (Solute carrier family 16 member 12)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"253","PGEN_.00g113590","Calponin homolog OV9M",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"254","PGEN_.00g113630","Calponin-3 (Calponin, acidic isoform) (Calponin, non-muscle isoform)",3,"c(Day7, Day14, Day21)","all_days"
"255","PGEN_.00g113740","Solute carrier family 49 member 4 homolog (Disrupted in renal carcinoma protein 2 homolog)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"256","PGEN_.00g114180",NA,2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"257","PGEN_.00g114200","Caprin-2 (C1q domain-containing protein 1) (Cytoplasmic activation/proliferation-associated protein 2) (RNA granule protein 140)",3,"c(Day7, Day14, Day21)","all_days"
"258","PGEN_.00g114360",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"259","PGEN_.00g114370",NA,3,"c(Day7, Day14, Day21)","all_days"
"260","PGEN_.00g114430","V-type proton ATPase 116 kDa subunit a isoform 1 (V-ATPase 116 kDa isoform a1) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 1)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"261","PGEN_.00g114930","Programmed cell death 6-interacting protein (ALG-2-interacting protein 1) (ALG-2-interacting protein X) (E2F1-inducible protein) (Eig2)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"262","PGEN_.00g115090","Costars family protein",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"263","PGEN_.00g115430","Glucose-6-phosphate exchanger SLC37A2 (Solute carrier family 37 member 2) (cAMP-inducible protein 2)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"264","PGEN_.00g115560",NA,3,"c(Day14, Day21, Day7)","all_days"
"265","PGEN_.00g116130","Mucin-like protein (Fragment)",3,"c(Day14, Day21, Day7)","all_days"
"266","PGEN_.00g116940","Glutathione peroxidase (PcGPx) (Se-PcGPx) (EC 1.11.1.9)",3,"c(Day14, Day7, Day21)","all_days"
"267","PGEN_.00g117310","GATOR complex protein WDR24",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"268","PGEN_.00g117550",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"269","PGEN_.00g117940","P2X purinoceptor 4 (P2X4) (ATP receptor) (Purinergic receptor)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"270","PGEN_.00g117980","Equistatin",3,"c(Day14, Day7, Day21)","all_days"
"271","PGEN_.00g118050","Tetraspanin-31 (Tspan-31) (Sarcoma-amplified sequence homolog)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"272","PGEN_.00g118120","Serine/threonine-protein kinase SIK2 (EC 2.7.11.1) (Qin-induced kinase) (Salt-inducible kinase 2) (SIK-2) (Serine/threonine-protein kinase SNF1-like kinase 2)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"273","PGEN_.00g118360",NA,2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"274","PGEN_.00g118430",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"275","PGEN_.00g119160","Perlucin",3,"c(Day7, Day14, Day21)","all_days"
"276","PGEN_.00g119310","Complement C1q tumor necrosis factor-related protein 3 (Collagenous repeat-containing sequence 26 kDa protein) (CORS26) (Secretory protein CORS26)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"277","PGEN_.00g119400","Alkyldihydroxyacetonephosphate synthase, peroxisomal (Alkyl-DHAP synthase) (EC 2.5.1.26) (Alkylglycerone-phosphate synthase)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"278","PGEN_.00g119470","Cartilage matrix protein (Matrilin-1)",3,"c(Day14, Day7, Day21)","all_days"
"279","PGEN_.00g119840","Electron transfer flavoprotein subunit beta (Beta-ETF)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"280","PGEN_.00g120030","Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1) (CD antigen CD56)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"281","PGEN_.00g120210","Electron transfer flavoprotein subunit beta (Beta-ETF)",3,"c(Day21, Day7, Day14)","all_days"
"282","PGEN_.00g121450","Abl interactor 1 (Abelson interactor 1) (Abi-1) (Ablphilin-1) (Eps8 SH3 domain-binding protein) (Eps8-binding protein) (Spectrin SH3 domain-binding protein 1) (e3B1)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"283","PGEN_.00g121900","Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic (GPD-C) (GPDH-C) (EC 1.1.1.8)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"284","PGEN_.00g121940","Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic (GPD-C) (GPDH-C) (EC 1.1.1.8)",3,"c(Day7, Day14, Day21)","all_days"
"285","PGEN_.00g122020","Collagen alpha-1(XII) chain (Fibrochimerin)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"286","PGEN_.00g122110","Poly(rC)-binding protein 3 (Alpha-CP3) (PCBP3-overlapping transcript) (PCBP3-overlapping transcript 1)",3,"c(Day14, Day21, Day7)","all_days"
"287","PGEN_.00g122170","26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"288","PGEN_.00g122510",NA,3,"c(Day7, Day14, Day21)","all_days"
"289","PGEN_.00g122660","Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (PEN repeat clone P9) (hnRNP core protein A1-A)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"290","PGEN_.00g122670",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"291","PGEN_.00g122790","YEATS domain-containing protein 2",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"292","PGEN_.00g122870","von Willebrand factor A domain-containing protein 7 (Protein G7c)",3,"c(Day21, Day7, Day14)","all_days"
"293","PGEN_.00g123000",NA,3,"c(Day14, Day7, Day21)","all_days"
"294","PGEN_.00g125480","SID1 transmembrane family member 1",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"295","PGEN_.00g126230",NA,2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"296","PGEN_.00g126670","Protein lifeguard 1 (Glutamate [NMDA] receptor-associated protein 1) (NMDA receptor glutamate-binding subunit)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"297","PGEN_.00g126700",NA,3,"c(Day21, Day7, Day14)","all_days"
"298","PGEN_.00g127120","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (HIB-CoA hydrolase) (HIBYL-CoA-H)",3,"c(Day21, Day7, Day14)","all_days"
"299","PGEN_.00g127580",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"300","PGEN_.00g127760","Long-chain specific acyl-CoA dehydrogenase, mitochondrial (LCAD) (EC 1.3.8.8)",3,"c(Day14, Day7, Day21)","all_days"
"301","PGEN_.00g127990","Collagen alpha-1(XII) chain",3,"c(Day21, Day7, Day14)","all_days"
"302","PGEN_.00g128010","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (Complex I-19kD) (CI-19kD) (NADH-ubiquinone oxidoreductase 19 kDa subunit)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"303","PGEN_.00g130020","Fatty acid-binding protein 1",3,"c(Day14, Day7, Day21)","all_days"
"304","PGEN_.00g130110",NA,3,"c(Day14, Day7, Day21)","all_days"
"305","PGEN_.00g130520",NA,2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"306","PGEN_.00g130720",NA,3,"c(Day14, Day7, Day21)","all_days"
"307","PGEN_.00g130760",NA,3,"c(Day21, Day14, Day7)","all_days"
"308","PGEN_.00g130790","All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase A) (RetSat A) (All-trans-retinol 7,8-reductase)",3,"c(Day14, Day7, Day21)","all_days"
"309","PGEN_.00g131030","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)",3,"c(Day14, Day7, Day21)","all_days"
"310","PGEN_.00g131360",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"311","PGEN_.00g131380","Perlucin-like protein",3,"c(Day7, Day14, Day21)","all_days"
"312","PGEN_.00g131800",NA,3,"c(Day21, Day7, Day14)","all_days"
"313","PGEN_.00g132070","Vacuolar protein sorting-associated protein 29 (Vesicle protein sorting 29)",3,"c(Day14, Day21, Day7)","all_days"
"314","PGEN_.00g132090","Ras-related protein Rab-35",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"315","PGEN_.00g133430","Poly(A)-specific ribonuclease PNLDC1 (EC 3.1.13.4) (PARN-like domain-containing protein 1) (Poly(A)-specific ribonuclease domain-containing protein 1)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"316","PGEN_.00g133560","Matrix metalloproteinase-19 (MMP-19) (EC 3.4.24.-) (Matrix metalloproteinase RASI)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"317","PGEN_.00g133710",NA,3,"c(Day7, Day14, Day21)","all_days"
"318","PGEN_.00g133820",NA,3,"c(Day14, Day21, Day7)","all_days"
"319","PGEN_.00g134530","AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit)",3,"c(Day21, Day14, Day7)","all_days"
"320","PGEN_.00g134900","Ovomucoid (Fragment)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"321","PGEN_.00g135600","Peroxisomal acyl-coenzyme A oxidase 3 (EC 1.3.3.6) (Branched-chain acyl-CoA oxidase) (BRCACox) (Pristanoyl-CoA oxidase)",3,"c(Day21, Day14, Day7)","all_days"
"322","PGEN_.00g136520","Sphingomyelin phosphodiesterase (EC 3.1.4.12) (Acid sphingomyelinase) (aSMase)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"323","PGEN_.00g136960","Ester hydrolase C11orf54 homolog (EC 3.1.-.-)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"324","PGEN_.00g137330","Sphingomyelin phosphodiesterase (EC 3.1.4.12) (Acid sphingomyelinase) (aSMase)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"325","PGEN_.00g139160","Meiotic nuclear division protein 1 homolog",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"326","PGEN_.00g141870","Peroxisomal membrane protein 2",3,"c(Day7, Day21, Day14)","all_days"
"327","PGEN_.00g142010",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"328","PGEN_.00g142410",NA,2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"329","PGEN_.00g142510","Putative phospholipase B-like 2 (EC 3.1.1.-) (LAMA-like protein 2) (Lamina ancestor homolog 2) (Phospholipase B domain-containing protein 2)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"330","PGEN_.00g145490","UPF0764 protein C16orf89 homolog",3,"c(Day21, Day7, Day14)","all_days"
"331","PGEN_.00g145530",NA,3,"c(Day21, Day14, Day7)","all_days"
"332","PGEN_.00g145610","Chromatin target of PRMT1 protein (Friend of PRMT1 protein) (Small arginine- and glycine-rich protein) (SRAG)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"333","PGEN_.00g146060",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"334","PGEN_.00g146090","Lactase-phlorizin hydrolase (Lactase-glycosylceramidase) [Includes: Lactase (EC 3.2.1.108); Phlorizin hydrolase (EC 3.2.1.62)]",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"335","PGEN_.00g146370","1-deoxyxylulose-5-phosphate synthase YajO (EC 1.1.-.-)",3,"c(Day7, Day21, Day14)","all_days"
"336","PGEN_.00g147170","Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17)",3,"c(Day21, Day14, Day7)","all_days"
"337","PGEN_.00g147340",NA,3,"c(Day14, Day21, Day7)","all_days"
"338","PGEN_.00g147360",NA,3,"c(Day7, Day14, Day21)","all_days"
"339","PGEN_.00g147870","Protein spinster homolog 1",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"340","PGEN_.00g149120",NA,3,"c(Day14, Day7, Day21)","all_days"
"341","PGEN_.00g149140","Syntaxin",3,"c(Day14, Day7, Day21)","all_days"
"342","PGEN_.00g150640","Oxysterol-binding protein 2 (Oxysterol-binding protein-related protein 4) (ORP-4) (OSBP-related protein 4)",3,"c(Day7, Day14, Day21)","all_days"
"343","PGEN_.00g151720","TWiK family of potassium channels protein 18",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"344","PGEN_.00g152150","Complement C1q-like protein 4 (C1q and tumor necrosis factor-related protein 11) (C1q/TNF-related protein 11)",3,"c(Day21, Day14, Day7)","all_days"
"345","PGEN_.00g152220","Coronin-1A (Coronin-like protein A) (Clipin-A) (Coronin-like protein p57) (Tryptophan aspartate-containing coat protein) (TACO)",3,"c(Day7, Day14, Day21)","all_days"
