"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","effect","dir","Gene_terms"
"118","PGEN_.00g095380","anatomical structure development",0.0136732452249056,"GO:0045616","regulation of keratinocyte differentiation","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"119","PGEN_.00g095380","cell adhesion",0.00919313440833922,"GO:0007162","negative regulation of cell adhesion","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"120","PGEN_.00g095380","anatomical structure development",0.0302698915177349,"GO:0001942","hair follicle development","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"121","PGEN_.00g095380","cell adhesion",0.0447773961316237,"GO:0007160","cell-matrix adhesion","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"122","PGEN_.00g095380","anatomical structure development",0.00979748749170972,"GO:0002062","chondrocyte differentiation","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"123","PGEN_.00g095380","cell differentiation",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"124","PGEN_.00g095380","anatomical structure development",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"125","PGEN_.00g095380","cell differentiation",0.00979748749170972,"GO:0002062","chondrocyte differentiation","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"126","PGEN_.00g095380","anatomical structure development",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"127","PGEN_.00g095380","anatomical structure development",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"128","PGEN_.00g116130","cell adhesion",0.00919313440833922,"GO:0007162","negative regulation of cell adhesion","BP","MAvAM","Down","Mucin-like protein (Fragment)"
"129","PGEN_.00g116130","cell adhesion",0.0447773961316237,"GO:0007160","cell-matrix adhesion","BP","MAvAM","Down","Mucin-like protein (Fragment)"
"130","PGEN_.00g116130","cell adhesion",0.0343701490021544,"GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","BP","MAvAM","Down","Mucin-like protein (Fragment)"
"131","PGEN_.00g119470","cell morphogenesis",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","Cartilage matrix protein (Matrilin-1)"
"132","PGEN_.00g119470","anatomical structure development",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Cartilage matrix protein (Matrilin-1)"
"133","PGEN_.00g119470","cell differentiation",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","Cartilage matrix protein (Matrilin-1)"
"134","PGEN_.00g119470","anatomical structure development",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","Cartilage matrix protein (Matrilin-1)"
"135","PGEN_.00g119470","anatomical structure development",0.00979748749170972,"GO:0002062","chondrocyte differentiation","BP","MAvAM","Down","Cartilage matrix protein (Matrilin-1)"
"136","PGEN_.00g119470","growth",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Cartilage matrix protein (Matrilin-1)"
"137","PGEN_.00g119470","anatomical structure development",0.0136732452249056,"GO:0045616","regulation of keratinocyte differentiation","BP","MAvAM","Down","Cartilage matrix protein (Matrilin-1)"
"138","PGEN_.00g119470","growth",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","Cartilage matrix protein (Matrilin-1)"
"139","PGEN_.00g119470","cell differentiation",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","Cartilage matrix protein (Matrilin-1)"
"140","PGEN_.00g119470","cell differentiation",0.0136732452249056,"GO:0045616","regulation of keratinocyte differentiation","BP","MAvAM","Down","Cartilage matrix protein (Matrilin-1)"
"141","PGEN_.00g119470","cell differentiation",0.00979748749170972,"GO:0002062","chondrocyte differentiation","BP","MAvAM","Down","Cartilage matrix protein (Matrilin-1)"
"142","PGEN_.00g119470","anatomical structure development",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","Cartilage matrix protein (Matrilin-1)"
"143","PGEN_.00g119470","anatomical structure development",0.0302698915177349,"GO:0001942","hair follicle development","BP","MAvAM","Down","Cartilage matrix protein (Matrilin-1)"
"144","PGEN_.00g127990","anatomical structure development",0.00979748749170972,"GO:0002062","chondrocyte differentiation","BP","MAvAM","Down","Collagen alpha-1(XII) chain"
"145","PGEN_.00g127990","anatomical structure development",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","Collagen alpha-1(XII) chain"
"146","PGEN_.00g127990","cell differentiation",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","Collagen alpha-1(XII) chain"
"147","PGEN_.00g127990","cell differentiation",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","Collagen alpha-1(XII) chain"
"148","PGEN_.00g127990","growth",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Collagen alpha-1(XII) chain"
"149","PGEN_.00g127990","anatomical structure development",0.0136732452249056,"GO:0045616","regulation of keratinocyte differentiation","BP","MAvAM","Down","Collagen alpha-1(XII) chain"
"150","PGEN_.00g127990","anatomical structure development",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Collagen alpha-1(XII) chain"
"151","PGEN_.00g127990","cell morphogenesis",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","Collagen alpha-1(XII) chain"
"152","PGEN_.00g127990","growth",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","Collagen alpha-1(XII) chain"
"153","PGEN_.00g127990","anatomical structure development",0.0302698915177349,"GO:0001942","hair follicle development","BP","MAvAM","Down","Collagen alpha-1(XII) chain"
"154","PGEN_.00g127990","cell differentiation",0.0136732452249056,"GO:0045616","regulation of keratinocyte differentiation","BP","MAvAM","Down","Collagen alpha-1(XII) chain"
"155","PGEN_.00g127990","cell differentiation",0.00979748749170972,"GO:0002062","chondrocyte differentiation","BP","MAvAM","Down","Collagen alpha-1(XII) chain"
"156","PGEN_.00g127990","anatomical structure development",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","Collagen alpha-1(XII) chain"
"157","PGEN_.00g164540","response to stress",2.07703789921831e-05,"GO:0051919","positive regulation of fibrinolysis","BP","MAvAM","Down","Meprin A subunit beta"
"158","PGEN_.00g164540","response to stress",0.000294978178868725,"GO:0007597","blood coagulation, intrinsic pathway","BP","MAvAM","Down","Meprin A subunit beta"
"159","PGEN_.00g164540","transport",0.00446205096326051,"GO:1901998","toxin transport","BP","MAvAM","Down","Meprin A subunit beta"
"160","PGEN_.00g164540","response to stress",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Meprin A subunit beta"
"161","PGEN_.00g164540","response to stress",0.0185025700361656,"GO:0048678","response to axon injury","BP","MAvAM","Down","Meprin A subunit beta"
"162","PGEN_.00g164540","response to stress",0.0135643774505265,"GO:0061045","negative regulation of wound healing","BP","MAvAM","Down","Meprin A subunit beta"
"163","PGEN_.00g164540","response to stress",0.0214399770840207,"GO:0006954","inflammatory response","BP","MAvAM","Down","Meprin A subunit beta"
"164","PGEN_.00g164540","response to stress",0.00032262359552838,"GO:0042730","fibrinolysis","BP","MAvAM","Down","Meprin A subunit beta"
"165","PGEN_.00g164540","response to stress",9.21070801984554e-05,"GO:0002542","Factor XII activation","BP","MAvAM","Down","Meprin A subunit beta"
"166","PGEN_.00g164540","transport",0.0304972839472758,"GO:0002576","platelet degranulation","BP","MAvAM","Down","Meprin A subunit beta"
"167","PGEN_.00g164660","response to stress",2.07703789921831e-05,"GO:0051919","positive regulation of fibrinolysis","BP","MAvAM","Down","Meprin A subunit beta"
"168","PGEN_.00g164660","transport",0.00446205096326051,"GO:1901998","toxin transport","BP","MAvAM","Down","Meprin A subunit beta"
"169","PGEN_.00g164660","transport",0.0304972839472758,"GO:0002576","platelet degranulation","BP","MAvAM","Down","Meprin A subunit beta"
"170","PGEN_.00g164660","response to stress",9.21070801984554e-05,"GO:0002542","Factor XII activation","BP","MAvAM","Down","Meprin A subunit beta"
"171","PGEN_.00g164660","response to stress",0.00032262359552838,"GO:0042730","fibrinolysis","BP","MAvAM","Down","Meprin A subunit beta"
"172","PGEN_.00g164660","response to stress",0.0185025700361656,"GO:0048678","response to axon injury","BP","MAvAM","Down","Meprin A subunit beta"
"173","PGEN_.00g164660","response to stress",0.0135643774505265,"GO:0061045","negative regulation of wound healing","BP","MAvAM","Down","Meprin A subunit beta"
"174","PGEN_.00g164660","response to stress",0.000294978178868725,"GO:0007597","blood coagulation, intrinsic pathway","BP","MAvAM","Down","Meprin A subunit beta"
"175","PGEN_.00g164660","response to stress",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Meprin A subunit beta"
"176","PGEN_.00g164660","response to stress",0.0214399770840207,"GO:0006954","inflammatory response","BP","MAvAM","Down","Meprin A subunit beta"
"177","PGEN_.00g169480","catabolic process",0.00867899046825536,"GO:0006032","chitin catabolic process","BP","MAvAM","Down","Chitotriosidase-1"
"178","PGEN_.00g169480","carbohydrate metabolic process",0.00757498443753248,"GO:0000272","polysaccharide catabolic process","BP","MAvAM","Down","Chitotriosidase-1"
"179","PGEN_.00g169480","catabolic process",0.0239468346114708,"GO:0051603","proteolysis involved in cellular protein catabolic process","BP","MAvAM","Down","Chitotriosidase-1"
"180","PGEN_.00g169480","catabolic process",0.00757498443753248,"GO:0000272","polysaccharide catabolic process","BP","MAvAM","Down","Chitotriosidase-1"
"181","PGEN_.00g169480","immune system process",0.00826224525162063,"GO:0006955","immune response","BP","MAvAM","Down","Chitotriosidase-1"
"182","PGEN_.00g169480","immune system process",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","Chitotriosidase-1"
"183","PGEN_.00g177260","cell adhesion",0.00919313440833922,"GO:0007162","negative regulation of cell adhesion","BP","MAvAM","Down","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"184","PGEN_.00g177260","cell adhesion",0.0343701490021544,"GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","BP","MAvAM","Down","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"185","PGEN_.00g177260","cell adhesion",0.0447773961316237,"GO:0007160","cell-matrix adhesion","BP","MAvAM","Down","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"186","PGEN_.00g199810","response to stress",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Neuroendocrine convertase 1 (NEC 1)"
"187","PGEN_.00g199810","response to stress",0.0214399770840207,"GO:0006954","inflammatory response","BP","MAvAM","Down","Neuroendocrine convertase 1 (NEC 1)"
"188","PGEN_.00g199810","response to stress",0.00032262359552838,"GO:0042730","fibrinolysis","BP","MAvAM","Down","Neuroendocrine convertase 1 (NEC 1)"
"189","PGEN_.00g199810","response to stress",0.000294978178868725,"GO:0007597","blood coagulation, intrinsic pathway","BP","MAvAM","Down","Neuroendocrine convertase 1 (NEC 1)"
"190","PGEN_.00g199810","response to stress",0.0135643774505265,"GO:0061045","negative regulation of wound healing","BP","MAvAM","Down","Neuroendocrine convertase 1 (NEC 1)"
"191","PGEN_.00g199810","response to stress",0.0185025700361656,"GO:0048678","response to axon injury","BP","MAvAM","Down","Neuroendocrine convertase 1 (NEC 1)"
"192","PGEN_.00g199810","response to stress",9.21070801984554e-05,"GO:0002542","Factor XII activation","BP","MAvAM","Down","Neuroendocrine convertase 1 (NEC 1)"
"193","PGEN_.00g199810","response to stress",2.07703789921831e-05,"GO:0051919","positive regulation of fibrinolysis","BP","MAvAM","Down","Neuroendocrine convertase 1 (NEC 1)"
"194","PGEN_.00g211890","cell adhesion",0.00919313440833922,"GO:0007162","negative regulation of cell adhesion","BP","MAvAM","Down","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"195","PGEN_.00g211890","cell adhesion",0.0343701490021544,"GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","BP","MAvAM","Down","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"196","PGEN_.00g211890","cell adhesion",0.0447773961316237,"GO:0007160","cell-matrix adhesion","BP","MAvAM","Down","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"197","PGEN_.00g279590","growth",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Apolipoprotein D (Apo-D) (ApoD)"
"198","PGEN_.00g279590","response to stress",2.07703789921831e-05,"GO:0051919","positive regulation of fibrinolysis","BP","MAvAM","Down","Apolipoprotein D (Apo-D) (ApoD)"
"199","PGEN_.00g279590","anatomical structure development",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Apolipoprotein D (Apo-D) (ApoD)"
"200","PGEN_.00g279590","response to stress",0.0214399770840207,"GO:0006954","inflammatory response","BP","MAvAM","Down","Apolipoprotein D (Apo-D) (ApoD)"
"201","PGEN_.00g279590","growth",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","Apolipoprotein D (Apo-D) (ApoD)"
"202","PGEN_.00g279590","anatomical structure development",0.0136732452249056,"GO:0045616","regulation of keratinocyte differentiation","BP","MAvAM","Down","Apolipoprotein D (Apo-D) (ApoD)"
"203","PGEN_.00g279590","response to stress",0.0135643774505265,"GO:0061045","negative regulation of wound healing","BP","MAvAM","Down","Apolipoprotein D (Apo-D) (ApoD)"
"204","PGEN_.00g279590","anatomical structure development",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","Apolipoprotein D (Apo-D) (ApoD)"
"205","PGEN_.00g279590","response to stress",0.0185025700361656,"GO:0048678","response to axon injury","BP","MAvAM","Down","Apolipoprotein D (Apo-D) (ApoD)"
"206","PGEN_.00g279590","anatomical structure development",0.0302698915177349,"GO:0001942","hair follicle development","BP","MAvAM","Down","Apolipoprotein D (Apo-D) (ApoD)"
"207","PGEN_.00g279590","anatomical structure development",0.00979748749170972,"GO:0002062","chondrocyte differentiation","BP","MAvAM","Down","Apolipoprotein D (Apo-D) (ApoD)"
"208","PGEN_.00g279590","anatomical structure development",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","Apolipoprotein D (Apo-D) (ApoD)"
"209","PGEN_.00g279590","response to stress",9.21070801984554e-05,"GO:0002542","Factor XII activation","BP","MAvAM","Down","Apolipoprotein D (Apo-D) (ApoD)"
"210","PGEN_.00g279590","response to stress",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Apolipoprotein D (Apo-D) (ApoD)"
"211","PGEN_.00g279590","response to stress",0.000294978178868725,"GO:0007597","blood coagulation, intrinsic pathway","BP","MAvAM","Down","Apolipoprotein D (Apo-D) (ApoD)"
"212","PGEN_.00g279590","response to stress",0.00032262359552838,"GO:0042730","fibrinolysis","BP","MAvAM","Down","Apolipoprotein D (Apo-D) (ApoD)"
"213","PGEN_.00g285590","catabolic process",0.00757498443753248,"GO:0000272","polysaccharide catabolic process","BP","MAvAM","Down","A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAM-TS 7) (ADAM-TS7) (ADAMTS-7)"
"214","PGEN_.00g285590","catabolic process",0.0239468346114708,"GO:0051603","proteolysis involved in cellular protein catabolic process","BP","MAvAM","Down","A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAM-TS 7) (ADAM-TS7) (ADAMTS-7)"
"215","PGEN_.00g285590","catabolic process",0.00867899046825536,"GO:0006032","chitin catabolic process","BP","MAvAM","Down","A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAM-TS 7) (ADAM-TS7) (ADAMTS-7)"
"216","PGEN_.00g332560","cell adhesion",0.00919313440833922,"GO:0007162","negative regulation of cell adhesion","BP","MAvAM","Down","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"217","PGEN_.00g332560","cell adhesion",0.0447773961316237,"GO:0007160","cell-matrix adhesion","BP","MAvAM","Down","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"218","PGEN_.00g332560","nervous system process",0.0333343873250373,"GO:0007601","visual perception","BP","MAvAM","Down","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"219","PGEN_.00g332560","cell adhesion",0.0343701490021544,"GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","BP","MAvAM","Down","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"220","PGEN_.00g344510","immune system process",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","Collectin-12 (Collectin placenta protein 1) (CL-P1) (Nurse cell scavenger receptor 2)"
"221","PGEN_.00g344510","immune system process",0.00826224525162063,"GO:0006955","immune response","BP","MAvAM","Down","Collectin-12 (Collectin placenta protein 1) (CL-P1) (Nurse cell scavenger receptor 2)"
"222","PGEN_.00g344990","protein maturation",1.457158181236e-05,"GO:0031639","plasminogen activation","BP","MAvAM","Down","Neurotrypsin"
"223","PGEN_.00g344990","protein maturation",9.21070801984554e-05,"GO:0002542","Factor XII activation","BP","MAvAM","Down","Neurotrypsin"
"224","PGEN_.00g344990","protein maturation",0.000483117788349283,"GO:0031638","zymogen activation","BP","MAvAM","Down","Neurotrypsin"
"225","PGEN_.00g346230","growth",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"226","PGEN_.00g346230","anatomical structure development",0.0136732452249056,"GO:0045616","regulation of keratinocyte differentiation","BP","MAvAM","Down","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"227","PGEN_.00g346230","anatomical structure development",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"228","PGEN_.00g346230","response to stress",0.0214399770840207,"GO:0006954","inflammatory response","BP","MAvAM","Down","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"229","PGEN_.00g346230","response to stress",0.0135643774505265,"GO:0061045","negative regulation of wound healing","BP","MAvAM","Down","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"230","PGEN_.00g346230","response to stress",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"231","PGEN_.00g346230","anatomical structure development",0.00979748749170972,"GO:0002062","chondrocyte differentiation","BP","MAvAM","Down","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"232","PGEN_.00g346230","anatomical structure development",0.0302698915177349,"GO:0001942","hair follicle development","BP","MAvAM","Down","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"233","PGEN_.00g346230","anatomical structure development",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"234","PGEN_.00g346230","response to stress",0.00032262359552838,"GO:0042730","fibrinolysis","BP","MAvAM","Down","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"235","PGEN_.00g346230","response to stress",0.0185025700361656,"GO:0048678","response to axon injury","BP","MAvAM","Down","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"236","PGEN_.00g346230","anatomical structure development",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"237","PGEN_.00g346230","response to stress",0.000294978178868725,"GO:0007597","blood coagulation, intrinsic pathway","BP","MAvAM","Down","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"238","PGEN_.00g346230","response to stress",2.07703789921831e-05,"GO:0051919","positive regulation of fibrinolysis","BP","MAvAM","Down","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"239","PGEN_.00g346230","response to stress",9.21070801984554e-05,"GO:0002542","Factor XII activation","BP","MAvAM","Down","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"240","PGEN_.00g346230","growth",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
