"","Gene_IDs","slim_term","slim_cat","Gene_count","module_day","Day","moduleColor","Uniprot","Gene_term_EC","gene"
"563","PGEN_.00g078800","DNA metabolic process","GO:0006259",16,"Day21_black","Day21","black","P46100","Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX)","Transcriptional regulator ATRX "
"564","PGEN_.00g078800","chromosome organization","GO:0051276",14,"Day21_black","Day21","black","P46100","Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX)","Transcriptional regulator ATRX "
"565","PGEN_.00g078800","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","P46100","Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX)","Transcriptional regulator ATRX "
"566","PGEN_.00g078800","biosynthetic process","GO:0009058",109,"Day21_black","Day21","black","P46100","Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX)","Transcriptional regulator ATRX "
"567","PGEN_.00g078800","reproduction","GO:0000003",15,"Day21_black","Day21","black","P46100","Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX)","Transcriptional regulator ATRX "
"568","PGEN_.00g079020","transport","GO:0006810",118,"Day21_blue","Day21","blue","Q9ULJ7","Ankyrin repeat domain-containing protein 50","Ankyrin repeat domain-containing protein 50"
"569","PGEN_.00g079680","transport","GO:0006810",118,"Day21_blue","Day21","blue","Q8HY02","CD209 antigen (Dendritic cell-specific ICAM-3-grabbing non-integrin 1) (DC-SIGN1) (CD antigen CD209)","CD209 antigen "
"570","PGEN_.00g079680","vesicle-mediated transport","GO:0016192",39,"Day21_blue","Day21","blue","Q8HY02","CD209 antigen (Dendritic cell-specific ICAM-3-grabbing non-integrin 1) (DC-SIGN1) (CD antigen CD209)","CD209 antigen "
"571","PGEN_.00g080000","transport","GO:0006810",118,"Day21_blue","Day21","blue","Q6PFX9","Poly [ADP-ribose] polymerase tankyrase-1 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 5) (ARTD5) (Protein poly-ADP-ribosyltransferase tankyrase-1) (EC 2.4.2.-) (TRF1-interacting ankyrin-related ADP-ribose polymerase 1) (Tankyrase I) (Tankyrase-1) (TANK1)","Poly [ADP-ribose] polymerase tankyrase-1 "
"572","PGEN_.00g080030","transport","GO:0006810",48,"Day7_brown","Day7","brown","O35828","Coronin-7 (Crn7) (70 kDa WD repeat tumor rejection antigen)","Coronin-7 "
"573","PGEN_.00g080030","transport","GO:0006810",118,"Day21_blue","Day21","blue","O35828","Coronin-7 (Crn7) (70 kDa WD repeat tumor rejection antigen)","Coronin-7 "
"574","PGEN_.00g080240","vesicle-mediated transport","GO:0016192",17,"Day21_yellow","Day21","yellow","O42287","Intersectin-1","Intersectin-1"
"575","PGEN_.00g080240","transport","GO:0006810",17,"Day21_yellow","Day21","yellow","O42287","Intersectin-1","Intersectin-1"
"576","PGEN_.00g081200","response to stress","GO:0006950",27,"Day21_yellow","Day21","yellow","Q460N5","Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (B aggressive lymphoma protein 2) (Poly [ADP-ribose] polymerase 14) (PARP-14)","Protein mono-ADP-ribosyltransferase PARP14 "
"577","PGEN_.00g081200","immune system process","GO:0002376",27,"Day21_yellow","Day21","yellow","Q460N5","Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (B aggressive lymphoma protein 2) (Poly [ADP-ribose] polymerase 14) (PARP-14)","Protein mono-ADP-ribosyltransferase PARP14 "
"578","PGEN_.00g081800","biosynthetic process","GO:0009058",47,"Day7_yellow","Day7","yellow","Q92793","CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)","CREB-binding protein "
"579","PGEN_.00g081800","cellular nitrogen compound metaboli...","GO:0034641",47,"Day7_yellow","Day7","yellow","Q92793","CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)","CREB-binding protein "
"580","PGEN_.00g081800","biosynthetic process","GO:0009058",40,"Day21_pink","Day21","pink","Q92793","CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)","CREB-binding protein "
"581","PGEN_.00g081800","cellular nitrogen compound metaboli...","GO:0034641",40,"Day21_pink","Day21","pink","Q92793","CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)","CREB-binding protein "
"582","PGEN_.00g082330","immune system process","GO:0002376",10,"Day14_brown","Day14","brown","Q96G03","Phosphoglucomutase-2 (PGM 2) (EC 5.4.2.2) (Glucose phosphomutase 2) (Phosphodeoxyribomutase) (Phosphopentomutase) (EC 5.4.2.7)","Phosphoglucomutase-2 "
"583","PGEN_.00g082330","transport","GO:0006810",68,"Day14_brown","Day14","brown","Q96G03","Phosphoglucomutase-2 (PGM 2) (EC 5.4.2.2) (Glucose phosphomutase 2) (Phosphodeoxyribomutase) (Phosphopentomutase) (EC 5.4.2.7)","Phosphoglucomutase-2 "
"584","PGEN_.00g082330","vesicle-mediated transport","GO:0016192",26,"Day14_brown","Day14","brown","Q96G03","Phosphoglucomutase-2 (PGM 2) (EC 5.4.2.2) (Glucose phosphomutase 2) (Phosphodeoxyribomutase) (Phosphopentomutase) (EC 5.4.2.7)","Phosphoglucomutase-2 "
"585","PGEN_.00g082570","biosynthetic process","GO:0009058",109,"Day21_black","Day21","black","Q24537","High mobility group protein DSP1 (Protein dorsal switch 1)","High mobility group protein DSP1 "
"586","PGEN_.00g082570","chromosome organization","GO:0051276",14,"Day21_black","Day21","black","Q24537","High mobility group protein DSP1 (Protein dorsal switch 1)","High mobility group protein DSP1 "
"587","PGEN_.00g082570","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q24537","High mobility group protein DSP1 (Protein dorsal switch 1)","High mobility group protein DSP1 "
"588","PGEN_.00g082680","biosynthetic process","GO:0009058",79,"Day21_yellow","Day21","yellow","O08623","Sequestosome-1 (Protein kinase C-zeta-interacting protein) (PKC-zeta-interacting protein) (Ubiquitin-binding protein p62)","Sequestosome-1 "
"589","PGEN_.00g082680","cellular nitrogen compound metaboli...","GO:0034641",79,"Day21_yellow","Day21","yellow","O08623","Sequestosome-1 (Protein kinase C-zeta-interacting protein) (PKC-zeta-interacting protein) (Ubiquitin-binding protein p62)","Sequestosome-1 "
"590","PGEN_.00g082680","cell death","GO:0008219",39,"Day21_yellow","Day21","yellow","O08623","Sequestosome-1 (Protein kinase C-zeta-interacting protein) (PKC-zeta-interacting protein) (Ubiquitin-binding protein p62)","Sequestosome-1 "
"591","PGEN_.00g082970","vesicle-mediated transport","GO:0016192",10,"Day7_brown","Day7","brown","Q5ZL74","Vesicle-associated membrane protein 7 (Synaptobrevin-like protein 1)","Vesicle-associated membrane protein 7 "
"592","PGEN_.00g082970","transport","GO:0006810",48,"Day7_brown","Day7","brown","Q5ZL74","Vesicle-associated membrane protein 7 (Synaptobrevin-like protein 1)","Vesicle-associated membrane protein 7 "
"593","PGEN_.00g082970","immune system process","GO:0002376",10,"Day7_brown","Day7","brown","Q5ZL74","Vesicle-associated membrane protein 7 (Synaptobrevin-like protein 1)","Vesicle-associated membrane protein 7 "
"594","PGEN_.00g083050","signal transduction","GO:0007165",29,"Day7_yellow","Day7","yellow","Q9VZW5","FMRFamide receptor (DFR) (DrmFMRFa-R)","FMRFamide receptor "
"595","PGEN_.00g083640","biosynthetic process","GO:0009058",40,"Day21_pink","Day21","pink","Q13887","Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Colon krueppel-like factor) (GC-box-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2)","Krueppel-like factor 5 "
"596","PGEN_.00g083640","cellular nitrogen compound metaboli...","GO:0034641",47,"Day7_yellow","Day7","yellow","Q13887","Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Colon krueppel-like factor) (GC-box-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2)","Krueppel-like factor 5 "
"597","PGEN_.00g083640","cellular nitrogen compound metaboli...","GO:0034641",40,"Day21_pink","Day21","pink","Q13887","Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Colon krueppel-like factor) (GC-box-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2)","Krueppel-like factor 5 "
"598","PGEN_.00g083640","biosynthetic process","GO:0009058",47,"Day7_yellow","Day7","yellow","Q13887","Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Colon krueppel-like factor) (GC-box-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2)","Krueppel-like factor 5 "
"599","PGEN_.00g083720","protein transport","GO:0015031",37,"Day21_blue","Day21","blue","Q60949","TBC1 domain family member 1","TBC1 domain family member 1"
"600","PGEN_.00g083720","transport","GO:0006810",118,"Day21_blue","Day21","blue","Q60949","TBC1 domain family member 1","TBC1 domain family member 1"
"601","PGEN_.00g083780","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q5F457","WW domain-binding protein 4 (WBP-4)","WW domain-binding protein 4 "
"602","PGEN_.00g083780","mRNA processing","GO:0006397",26,"Day21_black","Day21","black","Q5F457","WW domain-binding protein 4 (WBP-4)","WW domain-binding protein 4 "
"603","PGEN_.00g084960","reproduction","GO:0000003",15,"Day21_black","Day21","black","P0C6Y7","Histone-lysine N-methyltransferase PRDM9 (EC 2.1.1.-) (PR domain zinc finger protein 9) (PR domain-containing protein 9) (Protein-lysine N-methyltransferase PRDM9) (EC 2.1.1.-)","Histone-lysine N-methyltransferase PRDM9 "
"604","PGEN_.00g084960","biosynthetic process","GO:0009058",109,"Day21_black","Day21","black","P0C6Y7","Histone-lysine N-methyltransferase PRDM9 (EC 2.1.1.-) (PR domain zinc finger protein 9) (PR domain-containing protein 9) (Protein-lysine N-methyltransferase PRDM9) (EC 2.1.1.-)","Histone-lysine N-methyltransferase PRDM9 "
"605","PGEN_.00g084960","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","P0C6Y7","Histone-lysine N-methyltransferase PRDM9 (EC 2.1.1.-) (PR domain zinc finger protein 9) (PR domain-containing protein 9) (Protein-lysine N-methyltransferase PRDM9) (EC 2.1.1.-)","Histone-lysine N-methyltransferase PRDM9 "
"606","PGEN_.00g084960","cell death","GO:0008219",42,"Day21_black","Day21","black","P0C6Y7","Histone-lysine N-methyltransferase PRDM9 (EC 2.1.1.-) (PR domain zinc finger protein 9) (PR domain-containing protein 9) (Protein-lysine N-methyltransferase PRDM9) (EC 2.1.1.-)","Histone-lysine N-methyltransferase PRDM9 "
"607","PGEN_.00g085270","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q5ENY9","Alpha-crystallin B chain (Alpha(B)-crystallin)","Alpha-crystallin B chain "
"608","PGEN_.00g085270","biosynthetic process","GO:0009058",109,"Day21_black","Day21","black","Q5ENY9","Alpha-crystallin B chain (Alpha(B)-crystallin)","Alpha-crystallin B chain "
"609","PGEN_.00g086160","cellular protein modification proce...","GO:0006464",46,"Day7_yellow","Day7","yellow","Q14094","Cyclin-I","Cyclin-I"
"610","PGEN_.00g086520","cellular nitrogen compound metaboli...","GO:0034641",40,"Day21_pink","Day21","pink","Q6AWC2","Protein WWC2 (BH-3-only member B) (WW domain-containing protein 2)","Protein WWC2 "
"611","PGEN_.00g086520","biosynthetic process","GO:0009058",40,"Day21_pink","Day21","pink","Q6AWC2","Protein WWC2 (BH-3-only member B) (WW domain-containing protein 2)","Protein WWC2 "
"612","PGEN_.00g087030","cell death","GO:0008219",29,"Day21_pink","Day21","pink","Q68CJ6","Nuclear GTPase SLIP-GC (EC 3.6.1.-) (Speckled-like pattern in the germinal center)","Nuclear GTPase SLIP-GC "
"613","PGEN_.00g087370","response to stress","GO:0006950",27,"Day21_yellow","Day21","yellow","Q53G44","Interferon-induced protein 44-like","Interferon-induced protein 44-like"
"614","PGEN_.00g087370","immune system process","GO:0002376",27,"Day21_yellow","Day21","yellow","Q53G44","Interferon-induced protein 44-like","Interferon-induced protein 44-like"
"615","PGEN_.00g088600","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q9NYB0","Telomeric repeat-binding factor 2-interacting protein 1 (TERF2-interacting telomeric protein 1) (TRF2-interacting telomeric protein 1) (Dopamine receptor-interacting protein 5) (Repressor/activator protein 1 homolog) (RAP1 homolog) (hRap1)","Telomeric repeat-binding factor 2-interacting protein 1 "
"616","PGEN_.00g088600","biosynthetic process","GO:0009058",109,"Day21_black","Day21","black","Q9NYB0","Telomeric repeat-binding factor 2-interacting protein 1 (TERF2-interacting telomeric protein 1) (TRF2-interacting telomeric protein 1) (Dopamine receptor-interacting protein 5) (Repressor/activator protein 1 homolog) (RAP1 homolog) (hRap1)","Telomeric repeat-binding factor 2-interacting protein 1 "
"617","PGEN_.00g089290","cellular protein modification proce...","GO:0006464",46,"Day7_yellow","Day7","yellow","Q4KLI9","F-box/WD repeat-containing protein 5 (F-box and WD-40 domain-containing protein 5)","F-box/WD repeat-containing protein 5 "
"618","PGEN_.00g089770","cell death","GO:0008219",29,"Day21_pink","Day21","pink","Q645M6","FAS-associated death domain protein (FAS-associating death domain-containing protein) (Protein FADD)","FAS-associated death domain protein "
"619","PGEN_.00g089770","biosynthetic process","GO:0009058",40,"Day21_pink","Day21","pink","Q645M6","FAS-associated death domain protein (FAS-associating death domain-containing protein) (Protein FADD)","FAS-associated death domain protein "
"620","PGEN_.00g089770","cellular nitrogen compound metaboli...","GO:0034641",40,"Day21_pink","Day21","pink","Q645M6","FAS-associated death domain protein (FAS-associating death domain-containing protein) (Protein FADD)","FAS-associated death domain protein "
"621","PGEN_.00g089770","immune system process","GO:0002376",24,"Day21_pink","Day21","pink","Q645M6","FAS-associated death domain protein (FAS-associating death domain-containing protein) (Protein FADD)","FAS-associated death domain protein "
"622","PGEN_.00g089770","response to stress","GO:0006950",24,"Day21_pink","Day21","pink","Q645M6","FAS-associated death domain protein (FAS-associating death domain-containing protein) (Protein FADD)","FAS-associated death domain protein "
"623","PGEN_.00g089810","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q02040","A-kinase anchor protein 17A (AKAP-17A) (721P) (B-lymphocyte antigen) (Protein XE7) (Protein kinase A-anchoring protein 17A) (PRKA17A) (Splicing factor, arginine/serine-rich 17A)","A-kinase anchor protein 17A "
"624","PGEN_.00g089810","biosynthetic process","GO:0009058",109,"Day21_black","Day21","black","Q02040","A-kinase anchor protein 17A (AKAP-17A) (721P) (B-lymphocyte antigen) (Protein XE7) (Protein kinase A-anchoring protein 17A) (PRKA17A) (Splicing factor, arginine/serine-rich 17A)","A-kinase anchor protein 17A "
"625","PGEN_.00g089900","cell death","GO:0008219",20,"Day21_red","Day21","red","Q86XS8","E3 ubiquitin-protein ligase RNF130 (EC 2.3.2.27) (Goliath homolog) (H-Goliath) (RING finger protein 130) (RING-type E3 ubiquitin transferase RNF130)","E3 ubiquitin-protein ligase RNF130 "
"626","PGEN_.00g089960","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q3LSS0","CWF19-like protein 2","CWF19-like protein 2"
"627","PGEN_.00g089960","mRNA processing","GO:0006397",26,"Day21_black","Day21","black","Q3LSS0","CWF19-like protein 2","CWF19-like protein 2"
"628","PGEN_.00g091150","response to stress","GO:0006950",24,"Day21_pink","Day21","pink","Q2EMV9","Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (Collaborator of STAT6) (CoaSt6) (Poly [ADP-ribose] polymerase 14) (PARP-14)","Protein mono-ADP-ribosyltransferase PARP14 "
"629","PGEN_.00g091150","cellular protein modification proce...","GO:0006464",30,"Day21_pink","Day21","pink","Q2EMV9","Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (Collaborator of STAT6) (CoaSt6) (Poly [ADP-ribose] polymerase 14) (PARP-14)","Protein mono-ADP-ribosyltransferase PARP14 "
"630","PGEN_.00g091150","immune system process","GO:0002376",24,"Day21_pink","Day21","pink","Q2EMV9","Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (Collaborator of STAT6) (CoaSt6) (Poly [ADP-ribose] polymerase 14) (PARP-14)","Protein mono-ADP-ribosyltransferase PARP14 "
"631","PGEN_.00g091180","DNA metabolic process","GO:0006259",16,"Day21_black","Day21","black","Q6P1D7","Structure-specific endonuclease subunit SLX4 (BTB/POZ domain-containing protein 12)","Structure-specific endonuclease subunit SLX4 "
"632","PGEN_.00g091180","response to stress","GO:0006950",31,"Day21_black","Day21","black","Q6P1D7","Structure-specific endonuclease subunit SLX4 (BTB/POZ domain-containing protein 12)","Structure-specific endonuclease subunit SLX4 "
"633","PGEN_.00g091180","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q6P1D7","Structure-specific endonuclease subunit SLX4 (BTB/POZ domain-containing protein 12)","Structure-specific endonuclease subunit SLX4 "
"634","PGEN_.00g091220","biosynthetic process","GO:0009058",15,"Day21_red","Day21","red","Q0VBL6","Hypoxia-inducible factor 3-alpha (HIF-3-alpha) (HIF3-alpha) (Basic-helix-loop-helix-PAS protein MOP7) (HIF3-alpha-1) (Inhibitory PAS domain protein) (IPAS) (Member of PAS protein 7) (Neonatal and embryonic PAS protein)","Hypoxia-inducible factor 3-alpha "
"635","PGEN_.00g091220","cellular nitrogen compound metaboli...","GO:0034641",29,"Day21_red","Day21","red","Q0VBL6","Hypoxia-inducible factor 3-alpha (HIF-3-alpha) (HIF3-alpha) (Basic-helix-loop-helix-PAS protein MOP7) (HIF3-alpha-1) (Inhibitory PAS domain protein) (IPAS) (Member of PAS protein 7) (Neonatal and embryonic PAS protein)","Hypoxia-inducible factor 3-alpha "
"636","PGEN_.00g091220","cell death","GO:0008219",20,"Day21_red","Day21","red","Q0VBL6","Hypoxia-inducible factor 3-alpha (HIF-3-alpha) (HIF3-alpha) (Basic-helix-loop-helix-PAS protein MOP7) (HIF3-alpha-1) (Inhibitory PAS domain protein) (IPAS) (Member of PAS protein 7) (Neonatal and embryonic PAS protein)","Hypoxia-inducible factor 3-alpha "
"637","PGEN_.00g092020","cell death","GO:0008219",29,"Day21_pink","Day21","pink","Q62210","Baculoviral IAP repeat-containing protein 2 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 1) (C-IAP1) (Inhibitor of apoptosis protein 2) (mIAP2) (RING-type E3 ubiquitin transferase BIRC2)","Baculoviral IAP repeat-containing protein 2 "
"638","PGEN_.00g092040","cell death","GO:0008219",39,"Day21_yellow","Day21","yellow","Q8JHV9","Baculoviral IAP repeat-containing protein 7-A (EC 2.3.2.27) (E3 ubiquitin-protein ligase EIAP-A) (Embryonic/Egg IAP) (xEIAP/XLX) (Inhibitor of apoptosis-like protein) (IAP-like protein) (RING-type E3 ubiquitin transferase EIAP-A) (XIAP homolog XLX) (XLX)","Baculoviral IAP repeat-containing protein 7-A "
"639","PGEN_.00g092450","biosynthetic process","GO:0009058",79,"Day21_yellow","Day21","yellow","D3ZUU2","GDNF-inducible zinc finger protein 1 (Zinc finger protein 336)","GDNF-inducible zinc finger protein 1 "
"640","PGEN_.00g092450","cellular nitrogen compound metaboli...","GO:0034641",79,"Day21_yellow","Day21","yellow","D3ZUU2","GDNF-inducible zinc finger protein 1 (Zinc finger protein 336)","GDNF-inducible zinc finger protein 1 "
"641","PGEN_.00g092480","biosynthetic process","GO:0009058",109,"Day21_black","Day21","black","P17035","Zinc finger protein 28 (Zinc finger protein KOX24)","Zinc finger protein 28 "
"642","PGEN_.00g092480","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","P17035","Zinc finger protein 28 (Zinc finger protein KOX24)","Zinc finger protein 28 "
"643","PGEN_.00g092510","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q8NI27","THO complex subunit 2 (Tho2) (hTREX120)","THO complex subunit 2 "
"644","PGEN_.00g092700","cytoskeleton organization","GO:0007010",17,"Day21_yellow","Day21","yellow","Q6NTV6","Inverted formin-2","Inverted formin-2"
"645","PGEN_.00g092730","cell cycle","GO:0007049",10,"Day21_black","Day21","black","P07742","Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit)","Ribonucleoside-diphosphate reductase large subunit "
"646","PGEN_.00g093280","locomotion","GO:0040011",23,"Day21_yellow","Day21","yellow","Q15262","Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)","Receptor-type tyrosine-protein phosphatase kappa "
"647","PGEN_.00g093280","cellular nitrogen compound metaboli...","GO:0034641",47,"Day7_yellow","Day7","yellow","Q15262","Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)","Receptor-type tyrosine-protein phosphatase kappa "
"648","PGEN_.00g093280","cellular protein modification proce...","GO:0006464",46,"Day7_yellow","Day7","yellow","Q15262","Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)","Receptor-type tyrosine-protein phosphatase kappa "
"649","PGEN_.00g093280","cell motility","GO:0048870",23,"Day21_yellow","Day21","yellow","Q15262","Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)","Receptor-type tyrosine-protein phosphatase kappa "
"650","PGEN_.00g093280","locomotion","GO:0040011",12,"Day7_yellow","Day7","yellow","Q15262","Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)","Receptor-type tyrosine-protein phosphatase kappa "
"651","PGEN_.00g093280","biosynthetic process","GO:0009058",47,"Day7_yellow","Day7","yellow","Q15262","Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)","Receptor-type tyrosine-protein phosphatase kappa "
"652","PGEN_.00g093280","cell motility","GO:0048870",12,"Day7_yellow","Day7","yellow","Q15262","Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)","Receptor-type tyrosine-protein phosphatase kappa "
"653","PGEN_.00g093280","cellular protein modification proce...","GO:0006464",16,"Day21_yellow","Day21","yellow","Q15262","Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)","Receptor-type tyrosine-protein phosphatase kappa "
"654","PGEN_.00g094060","cellular protein modification proce...","GO:0006464",30,"Day21_pink","Day21","pink","Q56R14","E3 ubiquitin-protein ligase TRIM33 (EC 2.3.2.27) (Ectodermin) (RING-type E3 ubiquitin transferase TRIM33) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33)","E3 ubiquitin-protein ligase TRIM33 "
"655","PGEN_.00g094780","ribosome biogenesis","GO:0042254",21,"Day21_black","Day21","black","Q9D1C9","Ribosomal RNA-processing protein 7 homolog A (Gastric cancer antigen Zg14 homolog)","Ribosomal RNA-processing protein 7 homolog A "
"656","PGEN_.00g094780","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q9D1C9","Ribosomal RNA-processing protein 7 homolog A (Gastric cancer antigen Zg14 homolog)","Ribosomal RNA-processing protein 7 homolog A "
"657","PGEN_.00g095530","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q9CR16","Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (40 kDa peptidyl-prolyl cis-trans isomerase) (Cyclophilin-40) (CYP-40) (Rotamase D)","Peptidyl-prolyl cis-trans isomerase D "
"658","PGEN_.00g095530","biosynthetic process","GO:0009058",109,"Day21_black","Day21","black","Q9CR16","Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (40 kDa peptidyl-prolyl cis-trans isomerase) (Cyclophilin-40) (CYP-40) (Rotamase D)","Peptidyl-prolyl cis-trans isomerase D "
"659","PGEN_.00g095530","cell death","GO:0008219",42,"Day21_black","Day21","black","Q9CR16","Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (40 kDa peptidyl-prolyl cis-trans isomerase) (Cyclophilin-40) (CYP-40) (Rotamase D)","Peptidyl-prolyl cis-trans isomerase D "
"660","PGEN_.00g095990","transport","GO:0006810",68,"Day14_brown","Day14","brown","Q8BHH2","Ras-related protein Rab-9B","Ras-related protein Rab-9B"
"661","PGEN_.00g095990","protein transport","GO:0015031",29,"Day14_brown","Day14","brown","Q8BHH2","Ras-related protein Rab-9B","Ras-related protein Rab-9B"
"662","PGEN_.00g096560","response to stress","GO:0006950",24,"Day21_pink","Day21","pink","Q53G44","Interferon-induced protein 44-like","Interferon-induced protein 44-like"
"663","PGEN_.00g096560","immune system process","GO:0002376",24,"Day21_pink","Day21","pink","Q53G44","Interferon-induced protein 44-like","Interferon-induced protein 44-like"
"664","PGEN_.00g098810","cell death","GO:0008219",13,"Day14_magenta","Day14","magenta","Q6ZPI0","Protein Jade-1 (Jade family PHD finger protein 1) (PHD finger protein 17)","Protein Jade-1 "
"665","PGEN_.00g099540","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q5ZMS6","Tudor domain-containing protein 3","Tudor domain-containing protein 3"
"666","PGEN_.00g100020","cell cycle","GO:0007049",10,"Day21_black","Day21","black","Q66HG8","Protein Red (Cytokine IK) (IK factor)","Protein Red "
"667","PGEN_.00g100020","cellular nitrogen compound metaboli...","GO:0034641",20,"Day14_magenta","Day14","magenta","Q66HG8","Protein Red (Cytokine IK) (IK factor)","Protein Red "
"668","PGEN_.00g100020","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q66HG8","Protein Red (Cytokine IK) (IK factor)","Protein Red "
"669","PGEN_.00g100020","mRNA processing","GO:0006397",10,"Day14_magenta","Day14","magenta","Q66HG8","Protein Red (Cytokine IK) (IK factor)","Protein Red "
"670","PGEN_.00g100020","mRNA processing","GO:0006397",26,"Day21_black","Day21","black","Q66HG8","Protein Red (Cytokine IK) (IK factor)","Protein Red "
"671","PGEN_.00g100200","cellular nitrogen compound metaboli...","GO:0034641",79,"Day21_yellow","Day21","yellow","Q14590","Zinc finger protein 235 (Zinc finger protein 270) (Zinc finger protein 93 homolog) (Zfp-93) (Zinc finger protein HZF6)","Zinc finger protein 235 "
