"","Gene_IDs","slim_term","slim_cat","Gene_count","module_day","Day","moduleColor","Uniprot","Gene_term_EC","gene"
"251","PGEN_.00g029430","structural molecule activity","GO:0005198",7,"Day21_black","Day21","black","P0DPH8","Tubulin alpha-3D chain (Alpha-tubulin 3D) [Cleaved into: Detyrosinated tubulin alpha-3D chain]","Tubulin alpha-3D chain "
"252","PGEN_.00g030430","DNA binding","GO:0003677",29,"Day21_black","Day21","black","A2AQ19","RNA polymerase-associated protein RTF1 homolog","RNA polymerase-associated protein RTF1 homolog"
"253","PGEN_.00g030430","enzyme binding","GO:0019899",31,"Day21_black","Day21","black","A2AQ19","RNA polymerase-associated protein RTF1 homolog","RNA polymerase-associated protein RTF1 homolog"
"254","PGEN_.00g030650","ion binding","GO:0043167",123,"Day7_yellow","Day7","yellow","Q96MB7","Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)","Putative nuclease HARBI1 "
"255","PGEN_.00g030670","DNA-binding transcription factor ac...","GO:0003700",15,"Day21_pink","Day21","pink","Q8IUM7","Neuronal PAS domain-containing protein 4 (Neuronal PAS4) (Class E basic helix-loop-helix protein 79) (bHLHe79) (HLH-PAS transcription factor NXF) (PAS domain-containing protein 10)","Neuronal PAS domain-containing protein 4 "
"256","PGEN_.00g030670","DNA binding","GO:0003677",20,"Day14_pink","Day14","pink","Q8IUM7","Neuronal PAS domain-containing protein 4 (Neuronal PAS4) (Class E basic helix-loop-helix protein 79) (bHLHe79) (HLH-PAS transcription factor NXF) (PAS domain-containing protein 10)","Neuronal PAS domain-containing protein 4 "
"257","PGEN_.00g030670","DNA binding","GO:0003677",9,"Day21_pink","Day21","pink","Q8IUM7","Neuronal PAS domain-containing protein 4 (Neuronal PAS4) (Class E basic helix-loop-helix protein 79) (bHLHe79) (HLH-PAS transcription factor NXF) (PAS domain-containing protein 10)","Neuronal PAS domain-containing protein 4 "
"258","PGEN_.00g030880","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q803U7","Exonuclease 1 (EC 3.1.-.-) (Exonuclease I)","Exonuclease 1 "
"259","PGEN_.00g030880","nuclease activity","GO:0004518",4,"Day21_red","Day21","red","Q803U7","Exonuclease 1 (EC 3.1.-.-) (Exonuclease I)","Exonuclease 1 "
"260","PGEN_.00g030980","enzyme binding","GO:0019899",3,"Day21_magenta","Day21","magenta","Q6ZNE5","Beclin 1-associated autophagy-related key regulator (Barkor) (Autophagy-related protein 14-like protein) (Atg14L)","Beclin 1-associated autophagy-related key regulator "
"261","PGEN_.00g030990","ion binding","GO:0043167",164,"Day21_black","Day21","black","O88379","Bromodomain adjacent to zinc finger domain protein 1A (Cbp146)","Bromodomain adjacent to zinc finger domain protein 1A "
"262","PGEN_.00g031220","oxidoreductase activity","GO:0016491",23,"Day21_blue","Day21","blue","P40925","Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Cytosolic malate dehydrogenase) (Diiodophenylpyruvate reductase) (EC 1.1.1.96)","Malate dehydrogenase, cytoplasmic "
"263","PGEN_.00g031350","ion binding","GO:0043167",97,"Day21_yellow","Day21","yellow","Q9D361","U11/U12 small nuclear ribonucleoprotein 48 kDa protein (U11/U12 snRNP 48 kDa protein)","U11/U12 small nuclear ribonucleoprotein 48 kDa protein "
"264","PGEN_.00g031370","ion binding","GO:0043167",97,"Day21_yellow","Day21","yellow","Q9BQ24","Zinc finger FYVE domain-containing protein 21 (ZF21)","Zinc finger FYVE domain-containing protein 21 "
"265","PGEN_.00g031520","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q95216","Helicase-like transcription factor (EC 2.3.2.27) (EC 3.6.4.-) (RING-type E3 ubiquitin transferase HLTF) (RUSH-1) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3) (Sucrose nonfermenting protein 2-like 3)","Helicase-like transcription factor "
"266","PGEN_.00g031720","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q5RBG4","Histone acetyltransferase KAT5 (EC 2.3.1.48) (60 kDa Tat-interactive protein) (Tip60) (Histone acetyltransferase HTATIP) (Lysine acetyltransferase 5)","Histone acetyltransferase KAT5 "
"267","PGEN_.00g031840","transferase activity, transferring ...","GO:0016746",4,"Day14_brown","Day14","brown","P97363","Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)","Serine palmitoyltransferase 2 "
"268","PGEN_.00g032030","ion binding","GO:0043167",164,"Day21_black","Day21","black","A0JNH9","Aprataxin and PNK-like factor (EC 4.2.99.18) (Apurinic-apyrimidinic endonuclease APLF)","Aprataxin and PNK-like factor "
"269","PGEN_.00g032110","RNA binding","GO:0003723",9,"Day21_magenta","Day21","magenta","Q96FN9","D-aminoacyl-tRNA deacylase 2 (EC 3.1.1.96) (Animalia-specific tRNA deacylase) (ATD) (D-tyrosyl-tRNA(Tyr) deacylase 2) (L-alanyl-tRNA deacylase) (EC 3.1.1.-)","D-aminoacyl-tRNA deacylase 2 "
"270","PGEN_.00g032130","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","O94766","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 3) (Glucuronosyltransferase I) (GlcAT-I) (UDP-GlcUA:Gal beta-1,3-Gal-R glucuronyltransferase) (GlcUAT-I)","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 "
"271","PGEN_.00g032150","enzyme regulator activity","GO:0030234",21,"Day14_brown","Day14","brown","O88738","Baculoviral IAP repeat-containing protein 6 (EC 2.3.2.27) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (RING-type E3 ubiquitin transferase BIRC6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON)","Baculoviral IAP repeat-containing protein 6 "
"272","PGEN_.00g032160","enzyme regulator activity","GO:0030234",22,"Day21_yellow","Day21","yellow","Q9NR09","Baculoviral IAP repeat-containing protein 6 (EC 2.3.2.27) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (RING-type E3 ubiquitin transferase BIRC6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON)","Baculoviral IAP repeat-containing protein 6 "
"273","PGEN_.00g032460","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q15907","Ras-related protein Rab-11B (GTP-binding protein YPT3)","Ras-related protein Rab-11B "
"274","PGEN_.00g033030","enzyme binding","GO:0019899",35,"Day14_brown","Day14","brown","Q6RT24","Centromere-associated protein E (Centromere protein E) (CENP-E) (Kinesin superfamily protein 10) (KIF10) (Motor domain of KIF10)","Centromere-associated protein E "
"275","PGEN_.00g033030","ion binding","GO:0043167",36,"Day21_magenta","Day21","magenta","Q6RT24","Centromere-associated protein E (Centromere protein E) (CENP-E) (Kinesin superfamily protein 10) (KIF10) (Motor domain of KIF10)","Centromere-associated protein E "
"276","PGEN_.00g033030","cytoskeletal protein binding","GO:0008092",9,"Day21_magenta","Day21","magenta","Q6RT24","Centromere-associated protein E (Centromere protein E) (CENP-E) (Kinesin superfamily protein 10) (KIF10) (Motor domain of KIF10)","Centromere-associated protein E "
"277","PGEN_.00g033340","kinase activity","GO:0016301",15,"Day14_brown","Day14","brown","P92208","Stress-activated protein kinase JNK (dJNK) (EC 2.7.11.24) (Protein basket)","Stress-activated protein kinase JNK "
"278","PGEN_.00g033560","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q922B6","E3 ubiquitin-protein ligase TRAF7 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRAF7) (TNF receptor-associated factor 7)","E3 ubiquitin-protein ligase TRAF7 "
"279","PGEN_.00g033640","peptidase activity","GO:0008233",29,"Day14_brown","Day14","brown","P03952","Plasma kallikrein (EC 3.4.21.34) (Fletcher factor) (Kininogenin) (Plasma prekallikrein) (PKK) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain]","Plasma kallikrein "
"280","PGEN_.00g033640","peptidase activity","GO:0008233",53,"Day21_blue","Day21","blue","P03952","Plasma kallikrein (EC 3.4.21.34) (Fletcher factor) (Kininogenin) (Plasma prekallikrein) (PKK) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain]","Plasma kallikrein "
"281","PGEN_.00g033640","peptidase activity","GO:0008233",26,"Day7_brown","Day7","brown","P03952","Plasma kallikrein (EC 3.4.21.34) (Fletcher factor) (Kininogenin) (Plasma prekallikrein) (PKK) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain]","Plasma kallikrein "
"282","PGEN_.00g033890","ion binding","GO:0043167",36,"Day21_magenta","Day21","magenta","Q14692","Ribosome biogenesis protein BMS1 homolog (Ribosome assembly protein BMS1 homolog)","Ribosome biogenesis protein BMS1 homolog "
"283","PGEN_.00g034140","DNA binding","GO:0003677",18,"Day21_yellow","Day21","yellow","Q90596","Transcription factor MafK","Transcription factor MafK"
"284","PGEN_.00g034140","DNA binding","GO:0003677",14,"Day7_yellow","Day7","yellow","Q90596","Transcription factor MafK","Transcription factor MafK"
"285","PGEN_.00g034470","transmembrane transporter activity","GO:0022857",7,"Day7_brown","Day7","brown","Q8CF82","ATP-binding cassette sub-family A member 5","ATP-binding cassette sub-family A member 5"
"286","PGEN_.00g034480","transmembrane transporter activity","GO:0022857",7,"Day7_brown","Day7","brown","Q8K448","ATP-binding cassette sub-family A member 5","ATP-binding cassette sub-family A member 5"
"287","PGEN_.00g034750","ion binding","GO:0043167",123,"Day7_yellow","Day7","yellow","Q9JID6","Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Palmitoyl-CoA ligase) (Phytanate--CoA ligase) (EC 6.2.1.24)","Long-chain-fatty-acid--CoA ligase 1 "
"288","PGEN_.00g035110","protein-macromolecule adaptor activ...","GO:0030674",7,"Day21_blue","Day21","blue","Q96AJ9","Vesicle transport through interaction with t-SNAREs homolog 1A (Vesicle transport v-SNARE protein Vti1-like 2) (Vti1-rp2)","Vesicle transport through interaction with t-SNAREs homolog 1A "
"289","PGEN_.00g035360","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q08BA6","RNA demethylase ALKBH5 (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 5) (Alpha-ketoglutarate-dependent dioxygenase alkB homolog 5)","RNA demethylase ALKBH5 "
"290","PGEN_.00g035840","lyase activity","GO:0016829",4,"Day21_blue","Day21","blue","Q8TBG4","Ethanolamine-phosphate phospho-lyase (EC 4.2.3.2) (Alanine--glyoxylate aminotransferase 2-like 1)","Ethanolamine-phosphate phospho-lyase "
"291","PGEN_.00g036040","protein-macromolecule adaptor activ...","GO:0030674",7,"Day21_blue","Day21","blue","P70280","Vesicle-associated membrane protein 7 (VAMP-7) (Synaptobrevin-like protein 1)","Vesicle-associated membrane protein 7 "
"292","PGEN_.00g036080","enzyme binding","GO:0019899",37,"Day21_yellow","Day21","yellow","D3ZEN0","MICAL-like protein 2 (Junctional Rab13-binding protein) (Molecule interacting with CasL-like 2) (MICAL-L2)","MICAL-like protein 2 "
"293","PGEN_.00g036080","ion binding","GO:0043167",97,"Day21_yellow","Day21","yellow","D3ZEN0","MICAL-like protein 2 (Junctional Rab13-binding protein) (Molecule interacting with CasL-like 2) (MICAL-L2)","MICAL-like protein 2 "
"294","PGEN_.00g036080","cytoskeletal protein binding","GO:0008092",32,"Day21_yellow","Day21","yellow","D3ZEN0","MICAL-like protein 2 (Junctional Rab13-binding protein) (Molecule interacting with CasL-like 2) (MICAL-L2)","MICAL-like protein 2 "
"295","PGEN_.00g036410","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q9D4J7","PHD finger protein 6","PHD finger protein 6"
"296","PGEN_.00g037310","ion binding","GO:0043167",164,"Day21_black","Day21","black","Q12830","Nucleosome-remodeling factor subunit BPTF (Bromodomain and PHD finger-containing transcription factor) (Fetal Alz-50 clone 1 protein) (Fetal Alzheimer antigen)","Nucleosome-remodeling factor subunit BPTF "
"297","PGEN_.00g037310","DNA binding","GO:0003677",29,"Day21_black","Day21","black","Q12830","Nucleosome-remodeling factor subunit BPTF (Bromodomain and PHD finger-containing transcription factor) (Fetal Alz-50 clone 1 protein) (Fetal Alzheimer antigen)","Nucleosome-remodeling factor subunit BPTF "
"298","PGEN_.00g037770","transmembrane transporter activity","GO:0022857",12,"Day21_blue","Day21","blue","Q5M7W4","Transmembrane channel-like protein 5","Transmembrane channel-like protein 5"
"299","PGEN_.00g038400","peptidase activity","GO:0008233",26,"Day7_brown","Day7","brown","P80009","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Plasmin light chain B] (Fragment)","Plasminogen "
"300","PGEN_.00g038400","peptidase activity","GO:0008233",29,"Day14_brown","Day14","brown","P80009","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Plasmin light chain B] (Fragment)","Plasminogen "
"301","PGEN_.00g038510","ion binding","GO:0043167",66,"Day7_brown","Day7","brown","A9KET6","L-threonine 3-dehydrogenase (TDH) (EC 1.1.1.103)","L-threonine 3-dehydrogenase "
"302","PGEN_.00g038510","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","A9KET6","L-threonine 3-dehydrogenase (TDH) (EC 1.1.1.103)","L-threonine 3-dehydrogenase "
"303","PGEN_.00g038920","oxidoreductase activity","GO:0016491",23,"Day21_blue","Day21","blue","P16924","Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)","Prolyl 4-hydroxylase subunit alpha-1 "
"304","PGEN_.00g039290","oxidoreductase activity","GO:0016491",45,"Day14_brown","Day14","brown","Q91XV4","L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase) (Sperm antigen P26h)","L-xylulose reductase "
"305","PGEN_.00g039290","oxidoreductase activity","GO:0016491",23,"Day7_brown","Day7","brown","Q91XV4","L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase) (Sperm antigen P26h)","L-xylulose reductase "
"306","PGEN_.00g039840","RNA binding","GO:0003723",53,"Day21_black","Day21","black","Q52KK4","H/ACA ribonucleoprotein complex non-core subunit NAF1","H/ACA ribonucleoprotein complex non-core subunit NAF1"
"307","PGEN_.00g039850","oxidoreductase activity","GO:0016491",23,"Day7_brown","Day7","brown","Q6ZWL3","Cytochrome P450 4V2 (EC 1.14.14.-) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (EC 1.14.14.79)","Cytochrome P450 4V2 "
"308","PGEN_.00g040080","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q8CFD4","Sorting nexin-8","Sorting nexin-8"
"309","PGEN_.00g040080","lipid binding","GO:0008289",32,"Day21_blue","Day21","blue","Q8CFD4","Sorting nexin-8","Sorting nexin-8"
"310","PGEN_.00g040090","ion binding","GO:0043167",66,"Day7_brown","Day7","brown","Q9Y5X2","Sorting nexin-8","Sorting nexin-8"
"311","PGEN_.00g040090","lipid binding","GO:0008289",17,"Day7_brown","Day7","brown","Q9Y5X2","Sorting nexin-8","Sorting nexin-8"
"312","PGEN_.00g040090","lipid binding","GO:0008289",32,"Day21_blue","Day21","blue","Q9Y5X2","Sorting nexin-8","Sorting nexin-8"
"313","PGEN_.00g040090","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q9Y5X2","Sorting nexin-8","Sorting nexin-8"
"314","PGEN_.00g040470","ion binding","GO:0043167",164,"Day21_black","Day21","black","Q03468","DNA excision repair protein ERCC-6 (EC 3.6.4.-) (ATP-dependent helicase ERCC6) (Cockayne syndrome protein CSB)","DNA excision repair protein ERCC-6 "
"315","PGEN_.00g040510","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q4V348","Zinc finger protein 658B","Zinc finger protein 658B"
"316","PGEN_.00g040550","enzyme binding","GO:0019899",17,"Day7_brown","Day7","brown","P0C605","cGMP-dependent protein kinase 1 (cGK 1) (cGK1) (EC 2.7.11.12) (cGMP-dependent protein kinase I) (cGKI)","cGMP-dependent protein kinase 1 "
"317","PGEN_.00g040690","oxidoreductase activity","GO:0016491",45,"Day14_brown","Day14","brown","Q920P0","L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase)","L-xylulose reductase "
"318","PGEN_.00g040690","oxidoreductase activity","GO:0016491",23,"Day7_brown","Day7","brown","Q920P0","L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase)","L-xylulose reductase "
"319","PGEN_.00g041020","peptidase activity","GO:0008233",26,"Day7_brown","Day7","brown","Q4VSI4","Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Herpesvirus-associated ubiquitin-specific protease) (rHAUSP) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7)","Ubiquitin carboxyl-terminal hydrolase 7 "
"320","PGEN_.00g041110","RNA binding","GO:0003723",10,"Day21_red","Day21","red","Q9NQ29","Putative RNA-binding protein Luc7-like 1 (Putative SR protein LUC7B1) (SR+89)","Putative RNA-binding protein Luc7-like 1 "
"321","PGEN_.00g041430","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","P18298","S-adenosylmethionine synthase isoform type-2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2) (Methionine adenosyltransferase II) (MAT-II)","S-adenosylmethionine synthase isoform type-2 "
"322","PGEN_.00g041480","lyase activity","GO:0016829",5,"Day14_brown","Day14","brown","Q8BH95","Enoyl-CoA hydratase, mitochondrial (EC 4.2.1.17) (Enoyl-CoA hydratase 1) (Short-chain enoyl-CoA hydratase) (SCEH)","Enoyl-CoA hydratase, mitochondrial "
"323","PGEN_.00g041570","nuclease activity","GO:0004518",4,"Day21_magenta","Day21","magenta","Q9JIM0","Double-strand break repair protein MRE11 (EC 3.1.-.-) (Double-strand break repair protein MRE11A) (Meiotic recombination 11 homolog 1) (MRE11 homolog 1) (Meiotic recombination 11 homolog A) (MRE11 homolog A)","Double-strand break repair protein MRE11 "
"324","PGEN_.00g041740","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q5SSH7","Zinc finger ZZ-type and EF-hand domain-containing protein 1","Zinc finger ZZ-type and EF-hand domain-containing protein 1"
"325","PGEN_.00g041840","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q8JHF2","Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)","Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe "
"326","PGEN_.00g042000","ion binding","GO:0043167",36,"Day21_magenta","Day21","magenta","Q4QY64","ATPase family AAA domain-containing protein 5 (Chromosome fragility-associated gene 1 protein)","ATPase family AAA domain-containing protein 5 "
"327","PGEN_.00g042250","oxidoreductase activity","GO:0016491",23,"Day7_brown","Day7","brown","P79896","Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)","Alcohol dehydrogenase class-3 "
"328","PGEN_.00g042250","ion binding","GO:0043167",66,"Day7_brown","Day7","brown","P79896","Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)","Alcohol dehydrogenase class-3 "
"329","PGEN_.00g042280","cytoskeletal protein binding","GO:0008092",31,"Day21_blue","Day21","blue","Q9VEN1","Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Filamin-1) (Filamin1)","Filamin-A "
"330","PGEN_.00g042450","ion binding","GO:0043167",36,"Day21_magenta","Day21","magenta","Q8TD57","Dynein heavy chain 3, axonemal (Axonemal beta dynein heavy chain 3) (HsADHC3) (Ciliary dynein heavy chain 3) (Dnahc3-b)","Dynein heavy chain 3, axonemal "
"331","PGEN_.00g042540","transmembrane transporter activity","GO:0022857",9,"Day14_black","Day14","black","Q99NH7","Prestin (Solute carrier family 26 member 5)","Prestin "
"332","PGEN_.00g043010","ion binding","GO:0043167",154,"Day21_red","Day21","red","P27600","Guanine nucleotide-binding protein subunit alpha-12 (G alpha-12) (G-protein subunit alpha-12)","Guanine nucleotide-binding protein subunit alpha-12 "
"333","PGEN_.00g043020","ion binding","GO:0043167",164,"Day21_black","Day21","black","Q949P2","Probable cytosolic oligopeptidase A (EC 3.4.24.70) (Thimet metalloendopeptidase 2) (Zincin-like metalloproteases family protein 2)","Probable cytosolic oligopeptidase A "
"334","PGEN_.00g043360","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","A1ZA47","PDZ and LIM domain protein Zasp (Z band alternatively spliced PDZ-motif protein)","PDZ and LIM domain protein Zasp "
"335","PGEN_.00g043360","cytoskeletal protein binding","GO:0008092",31,"Day21_blue","Day21","blue","A1ZA47","PDZ and LIM domain protein Zasp (Z band alternatively spliced PDZ-motif protein)","PDZ and LIM domain protein Zasp "
"336","PGEN_.00g043370","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","A1ZA47","PDZ and LIM domain protein Zasp (Z band alternatively spliced PDZ-motif protein)","PDZ and LIM domain protein Zasp "
"337","PGEN_.00g043370","cytoskeletal protein binding","GO:0008092",5,"Day7_green","Day7","green","A1ZA47","PDZ and LIM domain protein Zasp (Z band alternatively spliced PDZ-motif protein)","PDZ and LIM domain protein Zasp "
"338","PGEN_.00g043370","cytoskeletal protein binding","GO:0008092",31,"Day21_blue","Day21","blue","A1ZA47","PDZ and LIM domain protein Zasp (Z band alternatively spliced PDZ-motif protein)","PDZ and LIM domain protein Zasp "
"339","PGEN_.00g043410","ion binding","GO:0043167",97,"Day21_yellow","Day21","yellow","Q29451","Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B) [Cleaved into: Lysosomal alpha-mannosidase A peptide; Lysosomal alpha-mannosidase B peptide; Lysosomal alpha-mannosidase C peptide; Lysosomal alpha-mannosidase D peptide; Lysosomal alpha-mannosidase E peptide]","Lysosomal alpha-mannosidase "
"340","PGEN_.00g043410","ion binding","GO:0043167",123,"Day7_yellow","Day7","yellow","Q29451","Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B) [Cleaved into: Lysosomal alpha-mannosidase A peptide; Lysosomal alpha-mannosidase B peptide; Lysosomal alpha-mannosidase C peptide; Lysosomal alpha-mannosidase D peptide; Lysosomal alpha-mannosidase E peptide]","Lysosomal alpha-mannosidase "
"341","PGEN_.00g043700","ion binding","GO:0043167",97,"Day21_yellow","Day21","yellow","Q5REI6","Zinc finger protein 791","Zinc finger protein 791"
"342","PGEN_.00g044130","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q6NU40","Chromosome transmission fidelity protein 18 homolog","Chromosome transmission fidelity protein 18 homolog"
"343","PGEN_.00g044180","enzyme regulator activity","GO:0030234",29,"Day21_blue","Day21","blue","Q68FD7","Folliculin-interacting protein 1","Folliculin-interacting protein 1"
"344","PGEN_.00g044180","enzyme regulator activity","GO:0030234",21,"Day14_brown","Day14","brown","Q68FD7","Folliculin-interacting protein 1","Folliculin-interacting protein 1"
"345","PGEN_.00g044190","RNA binding","GO:0003723",2,"Day7_yellow","Day7","yellow","Q9C0B0","RING finger protein unkempt homolog (Zinc finger CCCH domain-containing protein 5)","RING finger protein unkempt homolog "
"346","PGEN_.00g044190","mRNA binding","GO:0003729",2,"Day7_yellow","Day7","yellow","Q9C0B0","RING finger protein unkempt homolog (Zinc finger CCCH domain-containing protein 5)","RING finger protein unkempt homolog "
"347","PGEN_.00g044190","ion binding","GO:0043167",123,"Day7_yellow","Day7","yellow","Q9C0B0","RING finger protein unkempt homolog (Zinc finger CCCH domain-containing protein 5)","RING finger protein unkempt homolog "
"348","PGEN_.00g044210","ion binding","GO:0043167",66,"Day7_brown","Day7","brown","A0A0K0MJN3","Fatty acid-binding protein, adipocyte (Adipocyte lipid-binding protein) (ALBP) (Adipocyte-type fatty acid-binding protein) (AFABP) (Fatty acid-binding protein 4)","Fatty acid-binding protein, adipocyte "
"349","PGEN_.00g044210","lipid binding","GO:0008289",17,"Day7_brown","Day7","brown","A0A0K0MJN3","Fatty acid-binding protein, adipocyte (Adipocyte lipid-binding protein) (ALBP) (Adipocyte-type fatty acid-binding protein) (AFABP) (Fatty acid-binding protein 4)","Fatty acid-binding protein, adipocyte "
"350","PGEN_.00g044290","cytoskeletal protein binding","GO:0008092",9,"Day21_magenta","Day21","magenta","O43670","BUB3-interacting and GLEBS motif-containing protein ZNF207 (BuGZ) (hBuGZ) (Zinc finger protein 207)","BUB3-interacting and GLEBS motif-containing protein ZNF207 "
"351","PGEN_.00g044320","cytoskeletal protein binding","GO:0008092",9,"Day21_magenta","Day21","magenta","O43670","BUB3-interacting and GLEBS motif-containing protein ZNF207 (BuGZ) (hBuGZ) (Zinc finger protein 207)","BUB3-interacting and GLEBS motif-containing protein ZNF207 "
"352","PGEN_.00g044420","mRNA binding","GO:0003729",2,"Day7_yellow","Day7","yellow","Q9C0B0","RING finger protein unkempt homolog (Zinc finger CCCH domain-containing protein 5)","RING finger protein unkempt homolog "
"353","PGEN_.00g044420","ion binding","GO:0043167",123,"Day7_yellow","Day7","yellow","Q9C0B0","RING finger protein unkempt homolog (Zinc finger CCCH domain-containing protein 5)","RING finger protein unkempt homolog "
"354","PGEN_.00g044420","RNA binding","GO:0003723",2,"Day7_yellow","Day7","yellow","Q9C0B0","RING finger protein unkempt homolog (Zinc finger CCCH domain-containing protein 5)","RING finger protein unkempt homolog "
"355","PGEN_.00g044430","enzyme regulator activity","GO:0030234",29,"Day21_blue","Day21","blue","Q5W4S4","Folliculin-interacting protein 1","Folliculin-interacting protein 1"
"356","PGEN_.00g044430","enzyme regulator activity","GO:0030234",21,"Day14_brown","Day14","brown","Q5W4S4","Folliculin-interacting protein 1","Folliculin-interacting protein 1"
"357","PGEN_.00g045000","ion binding","GO:0043167",164,"Day21_black","Day21","black","Q9EPQ8","Transcription factor 20 (TCF-20) (Nuclear factor SPBP) (Stromelysin-1 PDGF-responsive element-binding protein) (SPRE-binding protein)","Transcription factor 20 "
"358","PGEN_.00g045020","ATPase activity","GO:0016887",19,"Day21_black","Day21","black","P35580","Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)","Myosin-10 "
"359","PGEN_.00g045020","ion binding","GO:0043167",164,"Day21_black","Day21","black","P35580","Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)","Myosin-10 "
