"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","Day","dir","Gene_terms"
"156","PGEN_.00g312080","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","Peptidyl-glycine alpha-amidating monooxygenase A (PAM-A) (Peptide C-terminal alpha-amidating enzyme I) (AE-I) (Peptidyl-glycine alpha-amidating monooxygenase I) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase A (PHM-A)"
"157","PGEN_.00g312080","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","Peptidyl-glycine alpha-amidating monooxygenase A (PAM-A) (Peptide C-terminal alpha-amidating enzyme I) (AE-I) (Peptidyl-glycine alpha-amidating monooxygenase I) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase A (PHM-A)"
"158","PGEN_.00g312080","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","Peptidyl-glycine alpha-amidating monooxygenase A (PAM-A) (Peptide C-terminal alpha-amidating enzyme I) (AE-I) (Peptidyl-glycine alpha-amidating monooxygenase I) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase A (PHM-A)"
"159","PGEN_.00g323450","hydrolase activity, acting on glyco...",0.0278320806705145,"GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","MF","Day14","Up","Endoglucanase E-4"
"160","PGEN_.00g323450","hydrolase activity, acting on glyco...",0.00297022722759362,"GO:0008810","cellulase activity","MF","Day14","Up","Endoglucanase E-4"
"161","PGEN_.00g323450","hydrolase activity, acting on glyco...",0.00630651708572352,"GO:0008843","endochitinase activity","MF","Day14","Up","Endoglucanase E-4"
"162","PGEN_.00g323450","hydrolase activity, acting on glyco...",0.00191402699715381,"GO:0004568","chitinase activity","MF","Day14","Up","Endoglucanase E-4"
"163","PGEN_.00g326620","hydrolase activity, acting on glyco...",0.00630651708572352,"GO:0008843","endochitinase activity","MF","Day14","Up","Endoglucanase"
"164","PGEN_.00g326620","hydrolase activity, acting on glyco...",0.00297022722759362,"GO:0008810","cellulase activity","MF","Day14","Up","Endoglucanase"
"165","PGEN_.00g326620","hydrolase activity, acting on glyco...",0.0278320806705145,"GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","MF","Day14","Up","Endoglucanase"
"166","PGEN_.00g326620","hydrolase activity, acting on glyco...",0.00191402699715381,"GO:0004568","chitinase activity","MF","Day14","Up","Endoglucanase"
"167","PGEN_.00g331660","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","NFX1-type zinc finger-containing protein 1"
"168","PGEN_.00g331660","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","NFX1-type zinc finger-containing protein 1"
"169","PGEN_.00g331660","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","NFX1-type zinc finger-containing protein 1"
"170","PGEN_.00g344990","peptidase activity",2.26830398109192e-06,"GO:0004252","serine-type endopeptidase activity","MF","Day14","Up","Neurotrypsin"
"171","PGEN_.00g344990","peptidase activity",0.0308931484993564,"GO:0004222","metalloendopeptidase activity","MF","Day14","Up","Neurotrypsin"
"172","PGEN_.00g348220","peptidase activity",2.26830398109192e-06,"GO:0004252","serine-type endopeptidase activity","MF","Day14","Up","Prostasin"
"173","PGEN_.00g348220","peptidase activity",0.0308931484993564,"GO:0004222","metalloendopeptidase activity","MF","Day14","Up","Prostasin"
"174","PGEN_.00g348570","peptidase activity",0.0308931484993564,"GO:0004222","metalloendopeptidase activity","MF","Day14","Up","Prostasin"
"175","PGEN_.00g348570","peptidase activity",2.26830398109192e-06,"GO:0004252","serine-type endopeptidase activity","MF","Day14","Up","Prostasin"
"176","PGEN_.00g348850","enzyme binding",0.0188356628673453,"GO:0051019","mitogen-activated protein kinase binding","MF","Day14","Up","Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta)"
